index,road,id,model_type,condition,name,lat,lon,length,bridge_name,in,out
721,N1,1000721,bridge,A,,22.2745827,92.0053056,214.0,GASBAREA COLLEGE BOX CULVERT,,
722,N1,1000722,link,,,22.2722493,92.0055278,270.0,,,
723,N1,1000723,bridge,A,,22.2710895749999,92.00559725,3.0,KHORNA CULVERT,,
724,N1,1000724,link,,,22.2676104,92.0058056,516.0,,,
725,N1,1000725,bridge,C,,22.2622222,92.0070556,626.0,MAZAR POINT BRIDGE,,
726,N1,1000726,link,,,22.26210145564516,92.00708382580645,14.0,,,
727,N1,1000727,bridge,C,,22.2611613745967,92.0073035838709,14.8,KHORNA BVS STATION,,
728,N1,1000728,bridge,B,,22.2600833,92.0075556,234.0,KHOLGHAR CUL,,
729,N1,1000729,bridge,C,,22.2590515857142,92.0081111238095,9.8,AJIMPUR CUL,,
734,N1,1000734,link,,,22.249333,92.0152778,3346.0,,,
739,N1,1000739,bridge,B,,22.2327771,92.0245549,385.0,NOYARHAT,,
744,N1,1000744,link,,,22.2277771,92.0259438,2409.0,,,
750,N1,1000750,bridge,C,,22.2084444,92.0356663,542.0,SANGO BRIDGE DOMAJAR,,
754,N1,1000754,link,,,22.2054167,92.0380274,3578.0,,,
759,N1,1000759,bridge,A,,22.1750827,92.0528611,821.0,NOYAKHALAR MUK,,
761,N1,1000761,link,,,22.1652222,92.0548889,2694.0,,,
764,N1,1000764,bridge,A,,22.1580556,92.0686104,217.0,KARANERHAT CULVERT,,
765,N1,1000765,link,,,22.156,92.0701104,268.0,,,
766,N1,1000766,bridge,A,,22.1509722,92.0696938,664.0,KOACHIA(MADARBHI),,
767,N1,1000767,link,,,22.1508889,92.069666,9.0,,,
768,N1,1000768,bridge,A,,22.1498523145631,92.0696330718446,9.2,KATGOR CULVERT,,
769,N1,1000769,link,,,22.1491386,92.0696104,1157.0,,,
771,N1,1000771,bridge,A,,22.1379163,92.0698882,303.0,MITADIGI,,
772,N1,1000772,bridge,A,,22.1369522329341,92.0699301281437,12.4,MOULOVER DOKAN,,
773,N1,1000773,link,,,22.1334441,92.0700827,501.0,,,
774,N1,1000774,bridge,A,,22.1325208428571,92.0701565366459,15.4,PATATR PULL CULVERT,,
776,N1,1000776,link,,,22.1308049,92.070416,341.0,,,
778,N1,1000778,bridge,A,,22.1299160285714,92.0706024714285,34.6,PATANER PULL(BRIDGE),,
780,N1,1000780,link,,,22.1282771,92.070916,740.0,,,
782,N1,1000782,bridge,A,,22.123666,92.0716382,10.0,RAJGHATA BRIDGE,,
783,N1,1000783,bridge,A,,22.1230775989717,92.071701048329,15.4,NOYAKHALARMUK,,
784,N1,1000784,link,,,22.1208049,92.0719438,389.0,,,
785,N1,1000785,bridge,A,,22.1204875006655,92.0719705134775,20.4,NOYA KHALAR MUK (KARANIERHAT) BOX CULVERT,,
786,N1,1000786,link,,,22.1151944,92.072416,601.0,,,
787,N1,1000787,bridge,A,,22.1133524851063,92.0726869042553,5.0,KARANERHAT CULVERT,,
788,N1,1000788,bridge,A,,22.1133056,92.0726938,282.0,NOYA PARA BOX CULVERT,,
789,N1,1000789,link,,,22.1062222,92.0738049,718.0,,,
790,N1,1000790,bridge,A,,22.1021667,92.0740549,558.0,PODUA BAZAR BOX CULVERT,,
791,N1,1000791,link,,,22.0993052,92.0743604,112.0,,,
792,N1,1000792,bridge,A,,22.0977497,92.0750271,250.0,PODUA BAZAR BOX CULVERT,,
793,N1,1000793,link,,,22.097583,92.0752216,30.0,,,
794,N1,1000794,bridge,A,,22.0942219,92.0798604,612.0,BARO AWLIA(R),,
795,N1,1000795,link,,,22.092833,92.0812493,1178.0,,,
797,N1,1000797,bridge,A,,22.0844441,92.0924997,546.0,AMIRABAD LOHAGOR BOX CULVERT,,
798,N1,1000798,bridge,A,,22.0840668315789,92.093196937799,2.0,MITADIGI ACADEMY,,
800,N1,1000800,link,,,22.081166,92.0982774,1418.0,,,
802,N1,1000802,bridge,A,,22.0699438,92.1038333,704.0,LOHAGORA L.S BOX CULVERT,,
803,N1,1000803,link,,,22.0698049,92.104,210.0,,,
805,N1,1000805,bridge,A,,22.0679099558303,92.1055530035335,2.0,THAKUR DIGI BOX CULVERT,,
806,N1,1000806,bridge,A,,22.0641667,92.107,566.0,DIGIRPARK BOX CULVERT,,
807,N1,1000807,link,,,22.0638611,92.1070833,45.0,,,
808,N1,1000808,bridge,A,,22.0637567157894,92.1071061094736,38.8,KHORIANAGAR BRIDGE,,
809,N1,1000809,bridge,A,,22.0605556,92.1078056,380.0,DIGIRPAR BOX CULVERT,,
810,N1,1000810,link,,,22.0604722,92.1078611,9.0,,,
811,N1,1000811,bridge,A,,22.0568611,92.1090833,423.0,ZADUNAGOR FILLING BOX CULVERT,,
812,N1,1000812,bridge,A,,22.0565051155339,92.1090854592233,8.2,PODUA NOYA PARA BOX CULVERT,,
813,N1,1000813,bridge,A,,22.0522778,92.1091111,515.0,ZADUNAPUR SHAPIR FILLING STATION -(2) BOX CULVERT,,
814,N1,1000814,link,,,22.0516944,92.1090278,62.0,,,
815,N1,1000815,bridge,A,,22.0486386,92.1082222,330.0,ZADUNAGOR BUS STATION BOX CULVERT,,
816,N1,1000816,bridge,A,,22.0449719,92.1078333,439.0,Aadunagor bridge,,
817,N1,1000817,link,,,22.0443052,92.1073056,231.0,,,
819,N1,1000819,bridge,A,,22.0379163,92.104,695.0,HATIAR PULL PC GIDER BRIDGE,,
820,N1,1000820,bridge,A,,22.0375898525773,92.1039891092783,2.5,TALOCKDNR PARA BOX CULVERT,,
821,N1,1000821,link,,,22.037083,92.1039722,97.0,,,
822,N1,1000822,bridge,A,,22.0320827,92.1041667,567.0,MUSKAMPANI PARA BOX CULVERT,,
823,N1,1000823,bridge,A,,22.031864884656,92.1041246666666,2.5,AMIRABAD BOX CULVERT,,
824,N1,1000824,link,,,22.028916,92.1035556,378.0,,,
825,N1,1000825,bridge,A,,22.0287013636363,92.1034293272727,68.8,AMIRABAD PC GIDER BRIDGE,,
827,N1,1000827,link,,,22.0283327,92.1031944,973.0,,,
829,N1,1000829,bridge,A,,22.0205549,92.1015,14.0,RATAR KUL- SONTI BRIDGE,,
830,N1,1000830,bridge,A,,22.0204980278439,92.1014277681473,10.0,AMIRABAD LOHAGORA BOX CULVERT,,
831,N1,1000831,link,,,22.0153056,92.094833,923.0,,,
832,N1,1000832,bridge,A,,22.0077222,92.0927497,930.0,BON PUKUL PARA BOX CULVERT,,
833,N1,1000833,link,,,22.0074167,92.0924997,49.0,,,
834,N1,1000834,bridge,A,,22.0039167,92.0904163,465.0,SANTI BOX CULVERT,,
835,N1,1000835,link,,,21.9999441,92.0880274,556.0,,,
837,N1,1000837,bridge,A,,21.9951108,92.0873608,547.0,BRICK FIELD BOX CULVERT,,
838,N1,1000838,bridge,A,,21.9950552,92.0872774,17.0,BACK FILD BOX CULVERT,,
839,N1,1000839,bridge,A,,21.9922334387096,92.0863582073732,58.8,KHASMOHAL ADUNAICR PC GIDER BRIDGE,,
841,N1,1000841,link,,,21.9908886,92.0859163,513.0,,,
843,N1,1000843,bridge,A,,21.9893886,92.085333,160.0,AZIZNAGOR FOREST BOX CULVERT,,
844,N1,1000844,bridge,A,,21.9862219,92.0835274,406.0,AZIZ NOGOR FOREST BOX CULVERT,,
845,N1,1000845,link,,,21.9860552,92.0834441,413.0,,,
847,N1,1000847,bridge,A,,21.9811104,92.0800271,265.0,AZIZNAGOR BOX CULVERT,,
848,N1,1000848,bridge,A,,21.9810549,92.0799438,25.0,AZIZ NOGAR BOX CULVERT,,
849,N1,1000849,bridge,A,,21.9804623633858,92.0788716271653,18.7,HATIAR PULL BOX CULVERT,,
850,N1,1000850,link,,,21.9798882,92.0778327,254.0,,,
851,N1,1000851,bridge,A,,21.979298574269,92.0758492263157,3.5,SHIX DAR PARA BOX CULVERT,,
853,N1,1000853,link,,,21.9781104,92.0739993,1663.0,,,
856,N1,1000856,bridge,A,,21.9689581196808,92.0641501117021,1.5,AODU NAGOR (2) BOX CULVERT,,
858,N1,1000858,link,,,21.9654167,92.0625556,1084.0,,,
860,N1,1000860,bridge,A,,21.9618611,92.0634444,21.0,HARBHANG CHOR,,
861,N1,1000861,bridge,A,,21.9592401112903,92.0652791298387,8.2,BONPUKR PARA BOX CULVERT,,
862,N1,1000862,link,,,21.9590833,92.0653889,724.0,,,
864,N1,1000864,bridge,A,,21.9569167,92.0673327,85.0,GHOIL MARA BOX CULVERT,,
865,N1,1000865,bridge,A,,21.9520795406909,92.0678138084453,22.4,SANTI RCC GIDER BRIDGE,,
867,N1,1000867,link,,,21.9514444,92.0678604,845.0,,,
869,N1,1000869,bridge,A,,21.9446663,92.0668049,461.0,HARBANG,,
870,N1,1000870,link,,,21.940583,92.0643889,539.0,,,
871,N1,1000871,bridge,A,,21.9354441,92.0623056,615.0,HARBANG,,
872,N1,1000872,link,,,21.9333608,92.0614167,410.0,,,
874,N1,1000874,bridge,A,,21.931666,92.0603611,78.0,HARBANGCHORA,,
875,N1,1000875,link,,,21.9296104,92.0592778,937.0,,,
877,N1,1000877,bridge,A,,21.9177216,92.0597778,585.0,ALIPUR BOX CULVERT,,
878,N1,1000878,bridge,A,,21.9160833,92.0601389,303.0,HARBANG,,
879,N1,1000879,link,,,21.9148333,92.0604722,147.0,,,
880,N1,1000880,bridge,A,,21.9140727206278,92.0605472089686,4.0,AZIZ NAGOR 1,,
881,N1,1000881,bridge,A,,21.9128611,92.0606667,223.0,HAR BAG BOX CULVERT,,
882,N1,1000882,bridge,A,,21.909622912133,92.0605661266144,9.2,AZIZ NAGOR 2,,
883,N1,1000883,bridge,A,,21.9083889,92.0605278,511.0,HAR BAG BOX CULVERT,,
884,N1,1000884,link,,,21.9059444,92.0609167,270.0,,,
885,N1,1000885,bridge,A,,21.9031667,92.0611667,308.0,ATKOTA,,
886,N1,1000886,link,,,21.8969997,92.0612222,565.0,,,
887,N1,1000887,bridge,A,,21.89646793301105,92.06108684571824,63.0,AKOTA BAZAR BOX CULVERT,,
888,N1,1000888,bridge,A,,21.8908886,92.0596667,661.0,BODOI TOLA RCC GIDER BRIDGE,,
889,N1,1000889,link,,,21.8883886,92.0600833,282.0,,,
890,N1,1000890,bridge,A,,21.8810271,92.0589722,833.0,BODOITOLI BOX CULVERT,,
893,N1,1000893,link,,,21.8704993,92.0591389,2188.0,,,
896,N1,1000896,bridge,A,,21.8597222,92.0602778,222.0,NOL BELA-1 BOX CULVERT,,
897,N1,1000897,link,,,21.8592222,92.0604444,783.0,,,
899,N1,1000899,bridge,B,,21.8526111,92.0609722,21.0,NOLBELA BOX CULVERT,,
900,N1,1000900,link,,,21.8505,92.0609444,994.0,,,
902,N1,1000902,bridge,A,,21.842583,92.0638611,213.0,DIDDA BAZAR BOX CULVERT,,
903,N1,1000903,link,,,21.8399719,92.0651389,804.0,,,
905,N1,1000905,bridge,C,,21.8336663,92.0684438,314.0,MATHAMUHURI BRIDGE,,
907,N1,1000907,link,,,21.8280827,92.0712771,995.0,,,
910,N1,1000910,bridge,A,,21.8211428750483,92.0740201388781,12.4,BODAITALI BOX CULVERT,,
912,N1,1000912,link,,,21.8195271,92.0741382,1678.0,,,
915,N1,1000915,bridge,B,,21.8045278,92.077166,844.0,BANDI BAZAR BOX CULVERT,,
916,N1,1000916,bridge,A,,21.8034238025641,92.0772322128205,14.0,BANIYAR CHORA,,
918,N1,1000918,link,,,21.8030278,92.0772771,1174.0,,,
921,N1,1000921,bridge,A,,21.7873886,92.0788882,775.0,HASIRUGIGI,,
922,N1,1000922,bridge,A,,21.786997484,92.0789493159999,21.0,NOL BELA BOX CULVERT,,
924,N1,1000924,link,,,21.7853052,92.079166,1237.0,,,
927,N1,1000927,bridge,A,,21.7776382,92.0843886,80.0,CHOHAJANYA (1),,
929,N1,1000929,link,,,21.7737216,92.0840552,848.0,,,
932,N1,1000932,bridge,A,,21.7711938,92.0816382,24.0,CHOHAJANIYA (2),,
935,N1,1000935,link,,,21.7646389,92.075916,3106.0,,,
939,N1,1000939,bridge,A,,21.7392497,92.0828604,865.0,JASJARI BRIDGE,,
940,N1,1000940,bridge,A,,21.7385629191489,92.0831876319149,14.0,KUMARIKOOL BOX CULVERT,,
941,N1,1000941,link,,,21.738083,92.0834163,141.0,,,
942,N1,1000942,bridge,A,,21.7376386,92.0834719,51.0,DULAHAJARA CULVERT,,
943,N1,1000943,bridge,A,,21.7326068595588,92.0837488330882,5.2,PASIYAKALI BOX CULVERT,,
944,N1,1000944,link,,,21.7315827,92.0838052,680.0,,,
945,N1,1000945,bridge,A,,21.7309878314917,92.0838156441988,38.8,PASIYAKALI (2),,
947,N1,1000947,link,,,21.7296382,92.083833,289.0,,,
949,N1,1000949,bridge,A,,21.7229438,92.0834719,689.0,DULAHAJAR BRIDGE,,
950,N1,1000950,link,,,21.7215549,92.0830827,311.0,,,
952,N1,1000952,bridge,C,,21.7169438,92.0824993,420.0,BOYRAGIR KHIL,,
956,N1,1000956,link,,,21.7013611,92.0783882,4649.0,,,
960,N1,1000960,bridge,A,,21.6747493,92.0766104,417.0,FULCHARI (NEWPARA),,
961,N1,1000961,bridge,A,,21.6742216,92.0765549,62.0,FULCHARI (NEWPARA),,
962,N1,1000962,bridge,A,,21.6721049602836,92.0763992531915,14.0,DULAHAJARA (SAFARI PARK),,
963,N1,1000963,link,,,21.6704438,92.0762771,457.0,,,
965,N1,1000965,bridge,A,,21.6688327,92.0759438,96.0,FULCHARI CULVERT,,
966,N1,1000966,bridge,A,,21.6618889,92.074916,766.0,FULCHARI BAZAR,,
967,N1,1000967,link,,,21.6606111,92.0750827,143.0,,,
968,N1,1000968,bridge,A,,21.6590556,92.0751382,176.0,NAPITE KHALI CULVERT,,
969,N1,1000969,bridge,C,,21.653,92.0751382,56.0,NAPITE KHALI,,
970,N1,1000970,link,,,21.6518056,92.0737771,784.0,,,
971,N1,1000971,bridge,A,,21.6497219,92.0733049,237.0,EAST NAPITL KHAL BOX CULVERT,,
972,N1,1000972,link,,,21.6491941,92.0733049,80.0,,,
974,N1,1000974,bridge,A,,21.6480847609561,92.0733292227091,4.5,PAGOLARIBIL,,
976,N1,1000976,link,,,21.6428608,92.0732216,2744.0,,,
979,N1,1000979,bridge,B,,21.6225351880109,92.0737034768392,1.45,KHUTAKHALI,,
980,N1,1000980,bridge,A,,21.6213604,92.0724438,734.0,ISLAMABAD KHODIABARI BOX CULVERT,,
981,N1,1000981,link,,,21.6197771,92.0705271,266.0,,,
982,N1,1000982,bridge,B,,21.618376660401,92.0691713375939,45.3,khutakhali bazar,,
983,N1,1000983,bridge,A,,21.617166,92.0679993,399.0,EIDGAON BAZAR PC GIDER BRIDGE,,
988,N1,1000988,link,,,21.6073056,92.0624167,2342.0,,,
993,N1,1000993,bridge,A,,21.59379884019608,92.06161870980392,82.0,SHAT GOREA PARA BOX CULVERT,,
994,N1,1000994,link,,,21.588583,92.0633056,830.0,,,
996,N1,1000996,bridge,A,,21.5861941,92.0650278,100.0,RASHIDNAGAR,,
997,N1,1000997,bridge,A,,21.584833,92.0652222,168.0,ROSHIDNAGAR CULVERT,,
998,N1,1000998,link,,,21.5791938,92.0668049,731.0,,,
999,N1,1000999,bridge,A,,21.5769993,92.0697216,129.0,DOLERCHARA CULVERT,,
1000,N1,1001000,bridge,A,,21.5744075162901,92.0707446712247,12.4,NAEK KHALI BOX CULVERT,,
1001,N1,1001001,link,,,21.5717216,92.0718049,841.0,,,
1002,N1,1001002,bridge,A,,21.564,92.0702493,694.0,ROSHIDNAGAR (2),,
1003,N1,1001003,link,,,21.5629444,92.0700271,326.0,,,
1004,N1,1001004,bridge,A,,21.5623201688888,92.0698139251851,9.5,KHODIA BARI PRIMARY BOX CULVERT,,
1005,N1,1001005,link,,,21.5618056,92.0696382,256.0,,,
1007,N1,1001007,bridge,A,,21.5594892512064,92.0689481,7.0,ISLAMABAD KHODIA BARI BOX CULVERT,,
1010,N1,1001010,link,,,21.5548889,92.0678049,1463.0,,,
1013,N1,1001013,bridge,C,,21.5470666065573,92.0668953754098,44.6,eidgaon,,
1015,N1,1001015,link,,,21.538333,92.0639722,2086.0,,,
1017,N1,1001017,bridge,B,,21.5283049,92.0650833,33.0,JOARIANALA CULVERT,,
1018,N1,1001018,link,,,21.5264716,92.0651944,212.0,,,
1019,N1,1001019,bridge,A,,21.5237332279069,92.0655747598837,8.0,KALIRCHARA BOX CULVERT,,
1021,N1,1001021,link,,,21.5233049,92.0656389,503.0,,,
1023,N1,1001023,bridge,A,,21.5207709407407,92.0661440629629,15.4,KALIRCHARA BAZAR BOX CULVERT,,
1024,N1,1001024,link,,,21.520666,92.0661667,162.0,,,
1025,N1,1001025,bridge,A,,21.5195088091891,92.0666746302702,5.0,KALIRCHAR,,
1027,N1,1001027,link,,,21.5126944,92.0698604,1006.0,,,
1029,N1,1001029,bridge,A,,21.5083889,92.0717493,512.0,MITA CHARI BOX CULVERT,,
1030,N1,1001030,link,,,21.5069722,92.072916,204.0,,,
1031,N1,1001031,bridge,A,,21.5051319429577,92.0744452552816,12.4,DOLERCHARA CULVERT,,
1032,N1,1001032,link,,,21.505,92.0745549,284.0,,,
1033,N1,1001033,bridge,A,,21.4974719,92.0765549,911.0,RAMU HOSPITAL GATE,,
1034,N1,1001034,link,,,21.4968608,92.0769438,89.0,,,
1035,N1,1001035,bridge,A,,21.4964441,92.077166,48.0,MARULA (WEST),,
1036,N1,1001036,bridge,A,,21.4948695143646,92.0783346952486,14.1,"ROSHIDNAGAR U,R CULVERT",,
1037,N1,1001037,link,,,21.4901941,92.0818049,1891.0,,,
1039,N1,1001039,bridge,A,,21.4851386,92.091333,274.0,ROMA TECHIPUL,,
1040,N1,1001040,link,,,21.4793604,92.0938886,700.0,,,
1041,N1,1001041,bridge,A,,21.4782130684357,92.0947151779329,7.2,JOARIANALA CULVERT,,
1042,N1,1001042,bridge,A,,21.4767771,92.0957497,358.0,CHAKMARKOOL,,
1043,N1,1001043,bridge,A,,21.4755164496,92.0967866511999,14.0,JOARIANALA,,
1044,N1,1001044,link,,,21.4750549,92.0971663,250.0,,,
1045,N1,1001045,bridge,A,,21.4738446327586,92.0980125862068,3.0,JORIANALA,,
1046,N1,1001046,link,,,21.4713604,92.0997497,522.0,,,
1047,N1,1001047,bridge,A,,21.4712216,92.0998886,21.0,KHURUTIA BOX CULVERT,,
1048,N1,1001048,bridge,A,,21.4708049,92.1002222,59.0,KHURULIA CULVERT,,
1049,N1,1001049,bridge,A,,21.470055530337,92.1006402232209,57.6,JOARIANALA BAZAR(R),,
1051,N1,1001051,link,,,21.4635833,92.1029167,1870.0,,,
1053,N1,1001053,bridge,A,,21.4545,92.10075,380.0,SARKAR PARA BRIDGE,,
1054,N1,1001054,link,,,21.4512778,92.0994441,644.0,,,
1056,N1,1001056,bridge,A,,21.4494719,92.0995274,57.0,MUKTAR KUL,,
1057,N1,1001057,link,,,21.443833,92.1014167,822.0,,,
1059,N1,1001059,bridge,B,,21.4418389714285,92.1007083571428,58.6,MITACMARI RAMU BRIDGE,,
1060,N1,1001060,link,,,21.4417497,92.1006667,118.0,,,
1062,N1,1001062,bridge,A,,21.4375552,92.0984997,467.0,BAKKHALI BRIDGE,,
1063,N1,1001063,link,,,21.434583,92.0973886,344.0,,,
1064,N1,1001064,bridge,A,,21.4342084624161,92.0972607067114,2.5,MARULA BOX CULVERT,,
1065,N1,1001065,link,,,21.4334441,92.0969997,149.0,,,
1066,N1,1001066,bridge,C,,21.4310271,92.0961941,285.0,BESIC AREA,,
1067,N1,1001067,bridge,A,,21.4308087593886,92.0961182921397,7.2,RAMU BRAC OFFICE,,
1068,N1,1001068,bridge,C,,21.4290271,92.0954997,229.0,BASIC ARIA (1),,
1069,N1,1001069,bridge,A,,21.4288400316455,92.0953913860759,3.5,RAMU BY PASS MORE,,
1070,N1,1001070,link,,,21.4284993,92.0951941,192.0,,,
1072,N1,1001072,bridge,A,,21.4283515971831,92.0940714267605,12.8,RAMU MOUR BOX CULVDERT,,
1073,N1,1001073,link,,,21.4281104,92.0914719,284.0,,,
1074,N1,1001074,bridge,C,,21.427916,92.0896108,191.0,KAMBIR GONA,,
1075,N1,1001075,bridge,A,,21.427895984,92.089450816,18.8,ROMA CALLAGE BOX CULVERT,,
1076,N1,1001076,bridge,B,,21.4278882,92.0893886,25.0,HAMBIR GONA (1),,
1077,N1,1001077,bridge,C,,21.4271104,92.084083,561.0,HAMBIR GONA-(2),,
1078,N1,1001078,link,,,21.4269716,92.0821104,207.0,,,
1079,N1,1001079,bridge,A,,21.4267771,92.0804716,176.0,KANAR PARA,,
1080,N1,1001080,bridge,A,,21.4267747132812,92.0804427367187,7.4,SAMBAR PUL CULVERT,,
1081,N1,1001081,link,,,21.4264716,92.0767771,788.0,,,
1083,N1,1001083,bridge,A,,21.4273654498084,92.0708934808429,9.4,CHAKMAR KOOL BOX CULVERT,,
1084,N1,1001084,bridge,B,,21.427416,92.0707216,261.0,SOUTH MITHACHARI,,
1085,N1,1001085,link,,,21.4276938,92.0643611,739.0,,,
1086,N1,1001086,bridge,A,,21.4270827,92.0632778,131.0,SOUTH MITHACHARI,,
1087,N1,1001087,bridge,A,,21.4273327,92.0608333,263.0,SOUTH MITHACHARI,,
1088,N1,1001088,bridge,A,,21.4278354522255,92.0579673860534,16.6,KHURULIA SCHOOL BOX CULVERT,,
1089,N1,1001089,bridge,D,,21.4278882,92.0576667,337.0,SHAMMOTI PARA,,
1090,N1,1001090,bridge,A,,21.4280296848739,92.0557570361344,18.6,KHURULIA SCHOOL BOX CULVERT,,
1091,N1,1001091,link,,,21.4280549,92.0554167,267.0,,,
1093,N1,1001093,bridge,A,,21.4280584948275,92.0532281715517,7.2,KHURULIA CHAIRMAN PARA BOX CULVERT,,
1094,N1,1001094,bridge,A,,21.4280549,92.0529444,232.0,CHALATOLI,,
1095,N1,1001095,bridge,A,,21.4274993,92.0484441,463.0,CHALIYATOLI,,
1096,N1,1001096,bridge,C,,21.4275271,92.0483886,18.0,RAKALAN PARA STEEL BEAM AND RCC SLAB,,
1097,N1,1001097,link,,,21.4287771,92.0461941,272.0,,,
1098,N1,1001098,bridge,A,,21.4294452102564,92.0443807192307,10.9,WEST DOVGE BOX CULVERT,,
1099,N1,1001099,bridge,A,,21.4295549,92.044083,234.0,PANCHORI,,
1100,N1,1001100,bridge,C,,21.4298049,92.0392774,500.0,PANCHORA STEEL BEAM AND RCC SLAB,,
1101,N1,1001101,link,,,21.4296938,92.0368608,254.0,,,
1102,N1,1001102,bridge,C,,21.4289716,92.0348608,224.0,PANAR CHORH -3 SLAB CULVERT,,
1103,N1,1001103,bridge,B,,21.4294438,92.0316104,362.0,PANCHARA SLAB CULVERT,,
1104,N1,1001104,bridge,C,,21.4300827,92.0304716,141.0,PANCHARA SLAB CULVERT,,
1105,N1,1001105,bridge,A,,21.4303257834586,92.0296206984962,3.5,MOHURI RARA BOX,,
1106,N1,1001106,bridge,C,,21.430416,92.0293049,133.0,PANCHARA SLAB CULVERT,,
1107,N1,1001107,link,,,21.430166,92.0283604,106.0,,,
1108,N1,1001108,bridge,A,,21.4301539217391,92.0283434956521,10.3,RABAR DAM BOX,,
1109,N1,1001109,bridge,A,,21.4298882,92.0279716,46.0,PANCHORI,,
1110,N1,1001110,bridge,A,,21.426498621044,92.0238834076672,9.0,LINK ROAD CULVERT,,
1111,N1,1001111,bridge,B,,21.4262493,92.0235827,613.0,DALA -2 SLAB CULVERT,,
1112,N1,1001112,bridge,A,,21.4258604,92.023166,65.0,DALA-2 SLAB CULVERT,,
1113,N1,1001113,link,,,21.4258049,92.0232493,13.0,,,
1114,N1,1001114,bridge,A,,21.4225549,92.0274438,582.0,PANAR CHORI SLAB CULVERT,,
1115,N1,1001115,bridge,A,,21.4220827,92.0278604,71.0,PANAR HORA SLAB CULVERT,,
1116,N1,1001116,link,,,21.4199716,92.0302493,326.0,,,
1117,N1,1001117,bridge,A,,21.4191104,92.032416,266.0,TULA BAGAN.,,
1118,N1,1001118,bridge,B,,21.4165,92.0353052,449.0,PARARHORA CULVERT,,
1119,N1,1001119,bridge,C,,21.4156389,92.0367219,182.0,TULA BAGUN,,
1120,N1,1001120,link,,,21.4150556,92.037833,135.0,,,
1121,N1,1001121,bridge,A,,21.4135833,92.0393886,235.0,TULA BAGAN,,
1122,N1,1001122,bridge,A,,21.4124968430517,92.0395268517711,8.3,SHORAR COOL,,
1123,N1,1001123,bridge,A,,21.4120556,92.039583,367.0,NORTH-CONIAPARA,,
1124,N1,1001124,bridge,C,,21.4115,92.0438052,172.0,NORTH CONIAPARA,,
1125,N1,1001125,bridge,A,,21.4111667,92.0441108,48.0,NORTH CONIA PARA BOX CULVERT,,
1126,N1,1001126,bridge,B,,21.4110029325153,92.0443379558282,8.3,SOUTH MITTA CHORI,,
1127,N1,1001127,link,,,21.4103056,92.0453052,220.0,,,
1129,N1,1001129,bridge,A,,21.41025,92.0480552,243.0,WEST CONIARA,,
1130,N1,1001130,bridge,A,,21.4102981858461,92.0496622239999,8.2,SOUTH MITHACHARI,,
1131,N1,1001131,link,,,21.4103333,92.0508333,325.0,,,
1132,N1,1001132,bridge,A,,21.4099236838827,92.0518884435897,1.9,SOUTH MITTA CULVERT,,
1133,N1,1001133,bridge,C,,21.4094167,92.0531944,273.0,CONIA PARA,,
1134,N1,1001134,link,,,21.4090833,92.05475,180.0,,,
1135,N1,1001135,bridge,A,,21.4079722,92.056,210.0,KHONIA POLONG,,
1136,N1,1001136,link,,,21.4067222,92.0570556,169.0,,,
1137,N1,1001137,bridge,B,,21.4058611,92.0594167,293.0,KHONIA POLONG.,,
1138,N1,1001138,link,,,21.4040556,92.0619722,268.0,,,
1139,N1,1001139,bridge,C,,21.4039167,92.0628333,157.0,DOA PATONG,,
1140,N1,1001140,link,,,21.4008889,92.0658611,481.0,,,
1141,N1,1001141,bridge,C,,21.3987858977186,92.0665265524714,1.3,CHALIYA TOLI -2 ARCH MASONRY,,
1143,N1,1001143,link,,,21.398583,92.0665833,463.0,,,
1146,N1,1001146,bridge,C,,21.393333,92.068166,435.0,JASOYA PALONG,,
1147,N1,1001147,link,,,21.3891108,92.0686938,484.0,,,
1148,N1,1001148,bridge,C,,21.3889441,92.0688049,18.0,JASOYA PALONG RCC GIDER BRIDGE,,
1149,N1,1001149,link,,,21.3885274,92.0692771,57.0,,,
1150,N1,1001150,bridge,D,,21.3873052,92.0697771,148.0,MORICHIA,,
1151,N1,1001151,link,,,21.3858886,92.0704438,176.0,,,
1152,N1,1001152,bridge,B,,21.384583,92.0704993,153.0,Jasoya check post.,,
1153,N1,1001153,bridge,B,,21.3844064618421,92.0705223447368,2.8,PANAR CHORA SLAB CULVERT,,
1154,N1,1001154,link,,,21.3839441,92.0705827,76.0,,,
1155,N1,1001155,bridge,B,,21.3831050828947,92.0708809157894,1.8,PANCHORI SLAB CULVERT,,
1156,N1,1001156,bridge,A,,21.3829076671052,92.0709510842105,1.7,PANCHARA SLAB CULVERT,,
1157,N1,1001157,bridge,C,,21.3826938,92.0710271,152.0,MARIECHA BAZAR,,
1159,N1,1001159,link,,,21.3811104,92.0710827,377.0,,,
1161,N1,1001161,bridge,B,,21.378916,92.0703327,91.0,MORICHIA PALONG,,
1162,N1,1001162,bridge,C,,21.3778510915584,92.0703548240259,2.2,DALA-3 SLAB CULVERT,,
1163,N1,1001163,link,,,21.3775827,92.0703604,193.0,,,
1165,N1,1001165,bridge,A,,21.3768882285714,92.0711223285714,1.5,DALA SLAB CULVERT,,
1166,N1,1001166,bridge,A,,21.3762792890109,92.0717458313186,3.0,DALA SLAB CULVERT,,
1167,N1,1001167,link,,,21.3762216,92.0718049,347.0,,,
