index,road,id,model_type,condition,name,lat,lon,length,bridge_name,in,out
194,N1,1000194,bridge,B,,23.481166,91.0404441,913.0,CORI PAI BOX CULVERT,,
195,N1,1000195,link,,,23.4814716,91.0419719,141.0,,,
196,N1,1000196,bridge,B,,23.4820827,91.0504167,871.0,COREPAI BOX CULVERT,,
197,N1,1000197,link,,,23.4821382,91.0516944,129.0,,,
198,N1,1000198,bridge,A,,23.4815271,91.0590278,760.0,NIMSHAR SLAB CULVERT,,
199,N1,1000199,link,,,23.4815549,91.0613611,1240.0,,,
201,N1,1000201,bridge,C,,23.4770827,91.0789993,944.0,KABILA DUBARCHAR SLAB CULVERT,,
204,N1,1000204,link,,,23.4775549,91.0986663,3056.0,,,
207,N1,1000207,bridge,B,,23.4781159049382,91.1070332074074,3.0,NAZIRA BOX CULVERT,,
208,N1,1000208,intersection,A,,23.4789438,91.1177216,972.0,,,
210,N1,1000210,link,,,23.4789716,91.118166,1028.0,,,
213,N1,1000213,bridge,A,,23.479544924,91.129047144,2.9,AMTOLI SLAB CULVERT,,
215,N1,1000215,link,,,23.4682216,91.1394441,3000.0,,,
217,N1,1000217,bridge,A,,23.459,91.142333,68.0,DHANPUR RCC GIDER BRIDGE,,
223,N1,1000223,link,,,23.4373886,91.1521944,5169.0,,,
229,N1,1000229,bridge,B,,23.4212487704918,91.1678943372365,35.9,PADUAR BAZER RCCGIDER,,
230,N1,1000230,link,,,23.4195271,91.171416,427.0,,,
231,N1,1000231,bridge,C,,23.4191382,91.1721938,90.0,Mostapur Bridge,,
234,N1,1000234,link,,,23.4130556,91.1849163,3573.0,,,
238,N1,1000238,bridge,A,,23.4100278,91.2090833,37.0,RAZAPARA RCC GIDER BRIDGE,,
241,N1,1000241,link,,,23.4035556,91.2178049,2980.0,,,
244,N1,1000244,bridge,A,,23.3914441,91.2293049,10.0,SUAGAZI RCC GIDER BRIDGE,,
248,N1,1000248,link,,,23.3779716,91.2403608,2990.0,,,
252,N1,1000252,bridge,C,,23.3683327,91.2471108,171.0,LAL BAG RCC GIDER BRIDGE,,
253,N1,1000253,link,,,23.3615278,91.2515556,904.0,,,
254,N1,1000254,bridge,A,,23.3586389,91.25325,366.0,CHANSIRI BOXCUIVERT,,
259,N1,1000259,link,,,23.3390552,91.2672216,3634.0,,,
264,N1,1000264,bridge,A,,23.3301462324,91.2748792824,24.0,MIABAZAR BOX CULVERT,,
265,N1,1000265,link,,,23.3246382,91.278666,1000.0,,,
266,N1,1000266,bridge,B,,23.324166,91.2791104,73.0,DOLL BARI CULVERT,,
267,N1,1000267,link,,,23.3240827,91.279166,10.0,,,
268,N1,1000268,bridge,A,,23.3180696869138,91.2830867321701,9.2,NOYA BAZER BOX CULVERT,,
269,N1,1000269,link,,,23.3171382,91.2836941,917.0,,,
270,N1,1000270,bridge,A,,23.3149444,91.2844719,270.0,LALGORE BEZER CULVERT,,
272,N1,1000272,link,,,23.3096389,91.2861386,730.0,,,
274,N1,1000274,bridge,A,,23.30425,91.288583,547.0,SUPUYA BOX CULVERT,,
275,N1,1000275,bridge,B,,23.3034306450331,91.2889770397351,2.6,DHARMA PUR SLAB CULVERT,,
276,N1,1000276,link,,,23.3006111,91.290333,453.0,,,
277,N1,1000277,bridge,B,,23.296083,91.2914997,519.0,BOWCHI BAZAR CULVERT,,
278,N1,1000278,link,,,23.2959719,91.2915274,481.0,,,
280,N1,1000280,bridge,B,,23.2876663,91.2936386,502.0,AMAN GONG SLAB CULVERT,,
282,N1,1000282,link,,,23.2787216,91.3002778,2498.0,,,
285,N1,1000285,bridge,B,,23.2677493,91.3054722,116.0,HARISHARDE CULVERT,,
286,N1,1000286,link,,,23.2654444,91.3064444,480.0,,,
288,N1,1000288,bridge,B,,23.2618360940594,91.3070217386138,3.0,RANGAMATIA (1) BOX CULVERT,,
289,N1,1000289,link,,,23.2601111,91.3072778,404.0,,,
290,N1,1000290,bridge,B,,23.25941665,91.3073611,3.0,RANGOWATIA 2 CULVERT,,
291,N1,1000291,bridge,B,,23.2587222,91.3074444,156.0,SONAGATI BOX CULVERT,,
292,N1,1000292,bridge,B,,23.2576429774881,91.3076156494075,3.6,NOWA PARA BOX CULVERT,,
293,N1,1000293,link,,,23.2511944,91.3086389,844.0,,,
294,N1,1000294,bridge,A,,23.249833,91.3091944,174.0,KALIR BAZAR BOX CULVERT,,
295,N1,1000295,bridge,B,,23.248333,91.3098056,186.0,KALIA BAZER BOC CULVERT,,
297,N1,1000297,link,,,23.2452774,91.3110556,640.0,,,
299,N1,1000299,bridge,B,,23.2429040619631,91.3119739539877,19.2,BALUJURI BOX CULVERT,,
300,N1,1000300,bridge,B,,23.2416941,91.3123611,163.0,CHAUDDAGARAM BOX CULVERT,,
301,N1,1000301,bridge,A,,23.2397920309669,91.3125740860465,2.6,BALUZURI 2 CULVERT,,
302,N1,1000302,bridge,A,,23.2344997,91.3131667,817.0,CHADDAGRAM BAZAR BOX CULVERT,,
303,N1,1000303,link,,,23.2343052,91.3131667,335.0,,,
305,N1,1000305,bridge,B,,23.2275549,91.3135278,448.0,HAYDAR POLE BOX CULVERT,,
306,N1,1000306,link,,,23.2253882,91.3135833,237.0,,,
307,N1,1000307,bridge,A,,23.221416,91.3137222,450.0,FALGUNCORA CULVERT,,
308,N1,1000308,link,,,23.2184993,91.3143889,550.0,,,
310,N1,1000310,bridge,A,,23.2103056,91.3157222,718.0,ATTOCK GRAM BOX CULVERT,,
311,N1,1000311,link,,,23.2078889,91.3159722,282.0,,,
312,N1,1000312,bridge,C,,23.201,91.3168049,771.0,BOSONTA PUR BOX CULVERT,,
313,N1,1000313,link,,,23.1990274,91.3170549,229.0,,,
314,N1,1000314,bridge,B,,23.1921108,91.3185549,865.0,BASHONTA PUR (2),,
315,N1,1000315,link,,,23.1909997,91.3192493,135.0,,,
316,N1,1000316,bridge,B,,23.1866941,91.3212493,523.0,NANKORA BOX CULVERT,,
317,N1,1000317,link,,,23.1866108,91.3212771,477.0,,,
319,N1,1000319,bridge,A,,23.1773604,91.3198049,614.0,ANDAJER BAZER BOX CULVERT,,
320,N1,1000320,link,,,23.172916,91.3205271,515.0,,,
321,N1,1000321,bridge,B,,23.1681382,91.3213604,546.0,DIMATOLI (1) BOX CULVERT,,
322,N1,1000322,link,,,23.1680549,91.3213604,454.0,,,
324,N1,1000324,bridge,B,,23.1571667,91.3224993,792.0,DIMATOLY (2) BOX CULVERT,,
325,N1,1000325,link,,,23.1554167,91.3232771,208.0,,,
326,N1,1000326,bridge,B,,23.1496941,91.3254993,631.9999999999854,JAGARNATHPUR BOX CULVERT,,
327,N1,1000327,link,,,23.1480274,91.3264993,368.0000000000291,,,
329,N1,1000329,bridge,B,,23.1433886,91.326666,420.99999999998545,JAGOT PUR BOX CULVERT,,
330,N1,1000330,link,,,23.1382219,91.3263049,579.0000000000146,,,
331,N1,1000331,bridge,B,,23.1374163,91.3264716,102.0,FOKIR BAZAR SLAB CULVERT,,
332,N1,1000332,link,,,23.1295827,91.3284993,898.0,,,
333,N1,1000333,bridge,B,,23.1290827,91.3287216,69.99999999998545,KAKKARA CULVERT,,
334,N1,1000334,bridge,A,,23.1252363577777,91.3303863688888,6.5,HASO BOTHACH BOX CULVERT,,
335,N1,1000335,link,,,23.1234993,91.3311382,930.0,,,
337,N1,1000337,bridge,A,,23.1193049,91.3329993,248.0,Chanara Box Culvert,,
338,N1,1000338,link,,,23.1191382,91.3330827,1028.0,,,
340,N1,1000340,bridge,A,,23.1108056,91.3381386,75.0,PODOYA BOX CULVERT,,
341,N1,1000341,link,,,23.1051111,91.3413608,925.0,,,
343,N1,1000343,bridge,B,,23.1017563206521,91.343162998913,3.1,CHANGARPULL(II) BOX CULVERT,,
344,N1,1000344,bridge,A,,23.1005833,91.3437774,368.0,UTTOR KAIEATI CULVERT,,
345,N1,1000345,bridge,B,,23.0973512527272,91.3454956309091,9.5,ADONCORA,,
346,N1,1000346,bridge,B,,23.0961941,91.3461108,550.0,KOKALI BOX CULVERT,,
347,N1,1000347,link,,,23.095583,91.3464441,82.0,,,
348,N1,1000348,bridge,B,,23.0901108,91.3494163,688.0,DUTHOSHA BOX CULVERT,,
349,N1,1000349,link,,,23.0876108,91.3508889,312.0,,,
350,N1,1000350,bridge,B,,23.0870753710144,91.3512101492753,9.25,FOEALTPARA BOX CULVERT,,
352,N1,1000352,link,,,23.0808049,91.3548611,1082.0,,,
355,N1,1000355,bridge,B,,23.0732493,91.3594167,766.0,MOHAMMAD ALI MAZAR,,
357,N1,1000357,link,,,23.0688604,91.3607222,1138.0,,,
360,N1,1000360,bridge,A,,23.0614722,91.3616667,230.0,FATAPUR BOX CULVERT,,
361,N1,1000361,link,,,23.0538611,91.3637222,882.0,,,
362,N1,1000362,bridge,A,,23.0479441,91.3651389,500.0,DEBIPUR SLAB CULVERT,,
364,N1,1000364,link,,,23.0427774,91.3654444,1521.0,,,
367,N1,1000367,bridge,A,,23.029416,91.3656389,735.0,CHARIPUR CULVERT.,,
370,N1,1000370,link,,,23.0193604,91.3697771,2288.0,,,
374,N1,1000374,intersection,A,,23.0095556,91.3813604,614.0,,,
376,N1,1000376,link,,,22.9963886,91.3998052,2515.0,,,
379,N1,1000379,bridge,A,,22.9947280792802,91.4022894900763,23.4,RAMPUR BRIDGE,,
380,N1,1000380,bridge,A,,22.9945936133042,91.4024539137404,22.15,Rampur Bridge(R),,
381,N1,1000381,bridge,A,,22.9927169359869,91.4047486961832,1.9,bridge at id 1000381,,
386,N1,1000386,link,,,22.9774438,91.4205827,5857.0,,,
391,N1,1000391,bridge,B,,22.9614487369369,91.4429962027027,94.05,LAMUA BRIDGE,,
394,N1,1000394,link,,,22.9514444,91.4600278,4166.0,,,
398,N1,1000398,bridge,A,,22.9486038666666,91.4794993833333,1.5,FAZAILPUR BOXCULVERT,,
400,N1,1000400,link,,,22.9497774,91.4980274,2296.0,,,
402,N1,1000402,bridge,B,,22.9496126090047,91.502066899526,191.5,MUHURI BRIDGE,,
406,N1,1000406,link,,,22.940833,91.5124444,4854.0,,,
411,N1,1000411,bridge,B,,22.9149647061403,91.5262895350877,220.6,DHOOM GHAT PC GIRDER,,
412,N1,1000412,link,,,22.9138056,91.5268604,228.0,,,
413,N1,1000413,bridge,A,,22.9097128884012,91.5289285034482,6.1,BUMGAT BOXCULVERT,,
414,N1,1000414,link,,,22.9085833,91.5294993,638.0,,,
415,N1,1000415,bridge,A,,22.9046667,91.5314438,464.0,BAROYARHAT BOX CULVERT,,
416,N1,1000416,bridge,A,,22.9042462955223,91.5316297776119,3.0,BOROYAR PARA SLUB CULVERT,,
420,N1,1000420,link,,,22.8929719,91.5350274,2536.0,,,
424,N1,1000424,bridge,A,,22.875166,91.5407219,915.0,MADDUM SONAPHAR-3,,
425,N1,1000425,bridge,A,,22.8746986941176,91.5408836647058,4.3,UTTOR SONAPAR BOX CULVERT,,
426,N1,1000426,link,,,22.8744438,91.5409719,85.0,,,
427,N1,1000427,bridge,A,,22.8731382,91.5414441,162.0,MAMAFOUN ASTANA CULVERT,,
428,N1,1000428,bridge,A,,22.872722034892,91.5415958766187,2.0,CHAIRMEN BARI BOX CULVERT,,
429,N1,1000429,bridge,A,,22.868416,91.5431663,556.0,MAMAFAKIR ASTANA SLAB CULVERT,,
430,N1,1000430,bridge,A,,22.8680563702127,91.5432963340425,1.5,MADDAM SONAPAR(1) BOX CULVERT,,
431,N1,1000431,link,,,22.8661111,91.5439997,282.0,,,
432,N1,1000432,bridge,A,,22.86111772310757,91.54512584501992,576.0,MASTANNAGOR BONCUL(1),,
433,N1,1000433,bridge,A,,22.8609876872509,91.5451551717131,4.3,DHARBAR TILA CULVERT,,
434,N1,1000434,bridge,A,,22.8595833,91.5454719,177.0,MUSTAU NOGAR(2),,
435,N1,1000435,link,,,22.8575556,91.5456386,247.0,,,
436,N1,1000436,bridge,A,,22.856,91.5457219,165.0,MUSTAN NAGAR -4,,
437,N1,1000437,bridge,A,,22.8550556,91.545833,113.0,RAIPUR BOX CUL-1,,
438,N1,1000438,link,,,22.8486663,91.5463608,722.0,,,
439,N1,1000439,bridge,A,,22.8485274,91.5463886,17.0,RAIPUR (2) BOX CULVERT,,
440,N1,1000440,bridge,C,,22.8484441,91.5464163,10.0,PURPU DURGAPURE BOX CUL,,
441,N1,1000441,link,,,22.8452219,91.5475274,380.0,,,
442,N1,1000442,bridge,A,,22.8434551375,91.54814955625,1.5,MASTARI HAGOR 3 CULVERT,,
446,N1,1000446,link,,,22.8313882,91.5503611,3593.0,,,
450,N1,1000450,bridge,B,,22.811563437647,91.5562562129411,9.5,MUCHIPOOL CULVERT,,
452,N1,1000452,link,,,22.808,91.5579167,1000.0,,,
455,N1,1000455,bridge,A,,22.8045833,91.5591111,155.0,MIRSARAI BOX CUL,,
456,N1,1000456,link,,,22.7974719,91.5613611,845.0,,,
457,N1,1000457,bridge,B,,22.7934163,91.5633333,493.0,MIRAISORI BRIDGE,,
459,N1,1000459,link,,,22.7893608,91.5655833,1507.0,,,
462,N1,1000462,bridge,A,,22.7811382,91.5696382,15.0,IANAINIPOL BOX CULVERT.,,
463,N1,1000463,link,,,22.7771104,91.5713327,486.0,,,
464,N1,1000464,bridge,A,,22.774197092,91.5728737519999,6.0,Mirsorai(2) box culvert,,
465,N1,1000465,link,,,22.7732771,91.5733604,499.0,,,
467,N1,1000467,bridge,A,,22.7693604,91.5756104,469.0,BOKIMTOLA BOX CULVERT,,
468,N1,1000468,link,,,22.7661944,91.5779993,531.0,,,
470,N1,1000470,bridge,A,,22.7621944,91.5811382,453.0,VARTAKA BOX CULVERT,,
471,N1,1000471,link,,,22.7585278,91.5845274,547.0,,,
472,N1,1000472,bridge,A,,22.7526389,91.5893608,820.0,VARTAGIA BOX CULVERT,,
473,N1,1000473,bridge,B,,22.7525,91.5894719,23.0,BOTHAGIA (-3) BOX CULVERT,,
476,N1,1000476,link,,,22.7435552,91.5949163,2157.0,,,
479,N1,1000479,bridge,A,,22.7349163,91.5979719,12.0,NIAZAMPUR BOX CULVERT,,
480,N1,1000480,link,,,22.7263882,91.6007778,988.0,,,
481,N1,1000481,bridge,A,,22.7221104,91.6030833,539.0,MIRJAPUR BOX CULVERT,,
482,N1,1000482,link,,,22.7185549,91.6053056,461.0,,,
483,N1,1000483,bridge,A,,22.7172707342307,91.6061084846153,3.0,MIRZAPUR (2) BOX CULVERT,,
485,N1,1000485,link,,,22.716,91.6069167,550.0,,,
487,N1,1000487,bridge,C,,22.7138727382812,91.6082352218749,19.2,ISAMATI BOX CULVERT,,
488,N1,1000488,bridge,A,,22.7124167,91.6090556,256.0,DUKHIN UTHPAR BOX CULVERT,,
489,N1,1000489,link,,,22.7076111,91.6118056,744.0,,,
491,N1,1000491,bridge,A,,22.706,91.6126944,68.0,VANGGARPOL BOX CULVERT,,
493,N1,1000493,link,,,22.7002222,91.6157778,943.0,,,
495,N1,1000495,bridge,A,,22.6919719,91.6198604,784.0,BORO KAMALDA BOX CULVERT,,
496,N1,1000496,link,,,22.6904163,91.6205271,216.0,,,
497,N1,1000497,bridge,A,,22.689583,91.6208327,98.0,TARAT BOX CULVERT,,
498,N1,1000498,link,,,22.685083,91.6228327,861.0,,,
500,N1,1000500,bridge,A,,22.6769438,91.6268327,670.0,Tarial Bazar Culvert,,
501,N1,1000501,bridge,A,,22.6751382,91.6274438,231.0,MIRJA PUR (3) BOX CULVERT,,
502,N1,1000502,link,,,22.6743049,91.6277493,99.0,,,
503,N1,1000503,bridge,A,,22.6733049,91.6280827,120.0,SATU DURUAR HAT BOX CULVERT,,
505,N1,1000505,link,,,22.6678604,91.6301104,1007.0,,,
507,N1,1000507,bridge,A,,22.6638333,91.6321382,138.0,RONA SORA CULVERT,,
508,N1,1000508,bridge,A,,22.6596667,91.6347219,540.0,NUNA CHARA BOX CULVERT,,
510,N1,1000510,link,,,22.6543889,91.6381386,1299.0,,,
513,N1,1000513,bridge,A,,22.6489997,91.6411108,67.0,KACHAI PATH BOX CULVERT,,
514,N1,1000514,bridge,A,,22.6474561112311,91.6419171170626,12.4,BOTTOL BOX CULVERT,,
515,N1,1000515,bridge,A,,22.6452774,91.6430552,463.0,KACHAI POTTI BOX CULVERT,,
516,N1,1000516,link,,,22.641583,91.6451108,470.0,,,
517,N1,1000517,bridge,A,,22.6338608,91.6494719,974.0,EGOL PUR BOX CULVERT,,
518,N1,1000518,link,,,22.6330827,91.649833,87.0,,,
519,N1,1000519,bridge,A,,22.6320271,91.6503889,135.0,SITAKUNDA SLAB,,
520,N1,1000520,bridge,A,,22.625916,91.6541389,782.0,MOHADAB PUR BOX CULVERT,,
521,N1,1000521,bridge,B,,22.6258323373493,91.6541857554217,6.1,UTTOR SITAKONDO BAZAR BOX CULVERT,,
522,N1,1000522,link,,,22.6252216,91.6545278,83.0,,,
523,N1,1000523,bridge,A,,22.6234716,91.6553056,219.0,DULAHAJRA(R),,
526,N1,1000526,link,,,22.6180271,91.6578333,860.0,,,
529,N1,1000529,bridge,A,,22.6168604,91.6588611,16.0,MADICAL MORE CULVERT,,
530,N1,1000530,link,,,22.6123889,91.6622222,984.0,,,
532,N1,1000532,bridge,A,,22.6088889,91.6641111,72.0,DOKHIN MOHADEB PUR BOX CULVERT,,
533,N1,1000533,bridge,B,,22.6023506949579,91.6683367336134,4.5,KALIAVA BOX CULVERT,,
534,N1,1000534,link,,,22.6015833,91.6688327,952.0,,,
535,N1,1000535,bridge,A,,22.601,91.6692771,130.0,HATILOTA BOX CULVERT,,
536,N1,1000536,link,,,22.6000556,91.6699438,164.0,,,
538,N1,1000538,bridge,B,,22.5971665766519,91.671819207489,9.3,SKM BOX CULVERT(1),,
539,N1,1000539,link,,,22.5942219,91.6737771,706.0,,,
541,N1,1000541,bridge,C,,22.5907497,91.6754716,408.0,BAROCONDO BRIDGE,,
542,N1,1000542,link,,,22.584583,91.6780827,757.0,,,
543,N1,1000543,bridge,A,,22.5836663,91.6784716,117.0,BARO-CUNDHOW BOX CULVERT,,
544,N1,1000544,link,,,22.5834997,91.6785827,26.0,,,
545,N1,1000545,bridge,A,,22.5815086746355,91.6795390413994,2.5,BAROGINDO CULVERT,,
547,N1,1000547,link,,,22.5779438,91.6811382,857.0,,,
549,N1,1000549,bridge,A,,22.5731938,91.6830827,377.0,PHPMORE BON CULVERT,,
550,N1,1000550,bridge,A,,22.5730549,91.6831938,18.0,CHARA KANDI BOX CULVERT,,
551,N1,1000551,link,,,22.5679716,91.6846941,605.0,,,
552,N1,1000552,bridge,A,,22.5664722,91.6851663,178.0,OHIDPUR BOX CULVERT,,
553,N1,1000553,bridge,A,,22.5664212916363,91.6851826636363,4.5,R. R TEXTAIL BOX CULVERT,,
555,N1,1000555,link,,,22.564,91.6859441,822.0,,,
558,N1,1000558,bridge,B,,22.5543319776357,91.6887963149094,21.6,BARSH BARIA BRIDGE,,
559,N1,1000559,link,,,22.5514167,91.6896941,939.0,,,
560,N1,1000560,bridge,A,,22.5503056,91.6902774,144.0,SOUTH BALSH KHALI BOX CULVERT,,
561,N1,1000561,bridge,A,,22.5501667,91.6903886,31.0,DOKHIN BASH-KHALI BOX CULVERT,,
562,N1,1000562,link,,,22.5438886,91.6945274,825.0,,,
563,N1,1000563,bridge,A,,22.5428608,91.6950274,119.0,SOTTANA MONDIR CULVERT,,
564,N1,1000564,link,,,22.5354997,91.6979441,882.0,,,
565,N1,1000565,bridge,A,,22.5347774,91.698333,90.0,GULAM JUTE MILE BOX CULVERT,,
566,N1,1000566,link,,,22.5273049,91.7019444,910.0,,,
567,N1,1000567,bridge,B,,22.5229359167189,91.7038366163009,16.3,KYSTELGATE ARCH,,
569,N1,1000569,link,,,22.519265407228914,91.70540328072288,1040.0,,,
571,N1,1000571,bridge,C,,22.5165556,91.7065833,276.0,BORO KUMIRA BRIDGE,,
574,N1,1000574,link,,,22.5131389,91.7080833,724.0,,,
577,N1,1000577,bridge,A,,22.5094444,91.7096389,144.0,ROYL CIMINT GATE CULVETRT,,
578,N1,1000578,bridge,A,,22.5093611,91.7096944,12.0,GORA MARA RCC GIRDER BRIDGE,,
580,N1,1000580,link,,,22.5073056,91.7106389,844.0,,,
583,N1,1000583,bridge,B,,22.4969163,91.7155556,685.0,GORA MARI BOX CULVERT,,
584,N1,1000584,link,,,22.4968052,91.7156389,315.0,,,
586,N1,1000586,bridge,A,,22.4869441,91.7192771,887.0,BARAOWLLA BOX CULVERT,,
587,N1,1000587,link,,,22.4854163,91.7195549,174.0,,,
588,N1,1000588,bridge,A,,22.48280706570156,91.72005100244988,297.0,HATIBORI BOX CULVERT,,
589,N1,1000589,bridge,B,,22.4811642144766,91.7203633632516,23.2,MUDDO SONAISORI BRIDGE,,
592,N1,1000592,link,,,22.4765271,91.7213327,1734.0,,,
595,N1,1000595,bridge,B,,22.4624386352,91.7285307,23.2,SHLAKHAR PAD BRIDGE,,
596,N1,1000596,link,,,22.4603056,91.7295827,1000.0,,,
597,N1,1000597,bridge,A,,22.4588333,91.7303604,184.0,KODOM RASUL BOX CULVERT,,
598,N1,1000598,link,,,22.4586389,91.7304716,834.0,,,
600,N1,1000600,bridge,C,,22.4460793332411,91.7353674287057,26.3,SALAKHARPAD BRIDGE,,
601,N1,1000601,link,,,22.4433886,91.7364163,1000.0,,,
602,N1,1000602,bridge,A,,22.4424997,91.7366663,104.0,HASNA BAD BOX CULVERT,,
603,N1,1000603,bridge,A,,22.4422219,91.7367497,31.0,VATERIE BRIDGE,,
606,N1,1000606,link,,,22.4307493,91.7415274,1865.0,,,
609,N1,1000609,bridge,B,,22.4220415536,91.7480209792,35.1,DHAMAKHALI BRIDGE,,
611,N1,1000611,link,,,22.4185549,91.7504722,2000.0,,,
614,N1,1000614,bridge,A,,22.4101111,91.7544444,200.0,VATIARI CULVERT,,
616,N1,1000616,link,,,22.40839921010101,91.75514357643098,800.0,,,
618,N1,1000618,bridge,A,,22.3996108,91.7573333,400.0,T. B HOSPITAL GATE BOX CULVERT,,
619,N1,1000619,bridge,A,,22.3988608,91.7576667,104.0,GAMMON BRIDGE,,
620,N1,1000620,link,,,22.3988052,91.7576667,496.0,,,
622,N1,1000622,bridge,A,,22.3937774,91.7588056,59.0,PAKKA MATA BOX CULVERT,,
624,N1,1000624,link,,,22.3892497,91.7605,941.0,,,
627,N1,1000627,bridge,A,,22.3815271,91.7652222,625.0,GLAXO BOX CULVERT,,
628,N1,1000628,link,,,22.379166,91.7675827,375.0,,,
629,N1,1000629,bridge,A,,22.3764716,91.770416,436.0,CORNAIL HAT BOX CULVERT,,
631,N1,1000631,link,,,22.369166,91.7741938,1312.0,,,
634,N1,1000634,bridge,B,,22.3644444,91.8511111,8309.0,SHIKALBAHA BOX CULVERT,,
635,N1,1000635,link,,,22.3646111,91.8508333,393.0,,,
636,N1,1000636,bridge,A,,22.3632778,91.8514722,169.0,ISLAMPUR CULVERT,,
637,N1,1000637,bridge,C,,22.3599057425992,91.8522694918171,4.65,BOALIA BOX CULVERT,,
638,N1,1000638,link,,,22.3561111,91.8531667,831.0,,,
639,N1,1000639,bridge,A,,22.3555,91.8530833,71.0,SHIKALBAHA MORE,,
640,N1,1000640,bridge,A,,22.3553889,91.8530556,14.0,SHIKALBAHA BOX CULVERT,,
641,N1,1000641,bridge,B,,22.3522674714754,91.852622049836,14.7,BAKULIA BRIDGE,,
642,N1,1000642,link,,,22.3473886,91.8519444,915.0,,,
643,N1,1000643,bridge,C,,22.3427219,91.8531389,549.0,SHIKALBAHA BRIDGE,,
644,N1,1000644,link,,,22.3423608,91.8530833,44.0,,,
645,N1,1000645,bridge,B,,22.3395393508599,91.8533871579852,38.4,HAFAS BAGAR BRIDGE,,
646,N1,1000646,link,,,22.3387497,91.8534722,407.0,,,
647,N1,1000647,bridge,B,,22.338362487628867,91.853695585567,52.0,SHANTERHAT CULVERT,,
649,N1,1000649,link,,,22.3373886,91.8542778,172.0,,,
651,N1,1000651,bridge,B,,22.3357673216494,91.8538536927835,39.4,RAZAKATI BRIDGE,,
652,N1,1000652,bridge,A,,22.3349153368556,91.8533979043814,48.5,RAJAKHALI RCC GIDER BRIDGE,,
653,N1,1000653,link,,,22.3314716,91.8515556,776.0,,,
654,N1,1000654,bridge,B,,22.3297493,91.8521111,209.0,SHANTERHAT BOX CULVERT,,
655,N1,1000655,bridge,C,,22.3266451369152,91.852759390139,914.0,Hajrath Sha Amanath Satu,,
656,N1,1000656,link,,,22.3228327,91.8535556,791.0,,,
657,N1,1000657,bridge,A,,22.3212771,91.8536111,178.0,KUSUMPUR BOX CULVERT,,
659,N1,1000659,link,,,22.3152222,91.8553333,763.0,,,
661,N1,1000661,bridge,C,,22.3129265129032,91.856181916129,11.0,SHIKALBAHA BRIDGE,,
662,N1,1000662,bridge,A,,22.3108333,91.8570278,496.0,tassi bazer(R),,
664,N1,1000664,link,,,22.30825,91.8589722,504.0,,,
666,N1,1000666,bridge,C,,22.306457756,91.860449028,15.2,SHIKALBAHA,,
667,N1,1000667,bridge,A,,22.3043056,91.8621667,400.0,MONSHA CULVERT,,
668,N1,1000668,bridge,A,,22.3026235524271,91.8635646970873,3.0,SOUTH MITTACHORI,,
669,N1,1000669,link,,,22.3021667,91.8639444,602.0,,,
671,N1,1000671,bridge,A,,22.2975350260563,91.866363031514,3.0,KADUMTOLI CULVERT,,
672,N1,1000672,bridge,A,,22.2950274,91.8671938,568.0,Pirol,,
673,N1,1000673,link,,,22.2919441,91.8693327,478.0,,,
675,N1,1000675,bridge,A,,22.2916421411764,91.8702911411764,3.0,NOLBILA CULVERT,,
677,N1,1000677,link,,,22.293583,91.8748604,946.0,,,
680,N1,1000680,bridge,A,,22.2951108,91.8781104,54.0,UZIRPUR HIGH SCHOOL,,
682,N1,1000682,link,,,22.2985552,91.886333,1952.0,,,
685,N1,1000685,bridge,C,,22.3015833,91.897333,173.0,PATIYA BRIDGE,,
688,N1,1000688,link,,,22.3053611,91.9106389,2429.0,,,
692,N1,1000692,bridge,A,,22.3124722,91.9188327,167.9999999999709,PALYA BUS STATION,,
693,N1,1000693,link,,,22.3156389,91.9224993,642.0000000000582,,,
695,N1,1000695,bridge,A,,22.3157468089473,91.9243524131578,3.0,UTTOR SONAPUR,,
696,N1,1000696,link,,,22.3155556,91.9253882,190.0,,,
697,N1,1000697,bridge,C,,22.3137778,91.9322216,750.0,SRIMI BRIDGE,,
700,N1,1000700,link,,,22.3098611,91.9477219,3260.999999999971,,,
703,N1,1000703,bridge,A,,22.3010278,91.9641667,925.9999999999709,MOJAFFARABAD,,
704,N1,1000704,bridge,A,,22.3009444,91.9646667,52.000000000029104,MOJAFFORABAD BOX CULVERT,,
705,N1,1000705,link,,,22.3009167,91.9648889,1022.0,,,
707,N1,1000707,bridge,A,,22.2956941,91.9787493,568.0,MOJAFFORABAD,,
708,N1,1000708,link,,,22.295333,91.9803049,432.0,,,
710,N1,1000710,bridge,A,,22.2933608,91.9821104,60.0,ROWSONAT CUL,,
711,N1,1000711,bridge,A,,22.292083,91.9822493,146.0,KANCHANAGAR CUL,,
712,N1,1000712,link,,,22.291833,91.9823327,794.0,,,
714,N1,1000714,bridge,B,,22.286583,91.9911108,303.0,KHANCHANAGAR BADAMTOLA,,
715,N1,1000715,link,,,22.2863052,91.991583,72.0,,,
716,N1,1000716,bridge,B,,22.2862497,91.9916941,25.0,NORTH JOARA PAKKAR DOKAN,,
717,N1,1000717,link,,,22.2836386,91.9967497,600.0,,,
718,N1,1000718,bridge,A,,22.2820549,91.9986663,270.0,GASBAREA BOX CULVERT,,
719,N1,1000719,bridge,B,,22.2811424692972,91.9995571696216,14.0,KOMOLMUNSHE HAT BOX CULVERT,,
720,N1,1000720,link,,,22.2761938,92.0043889,925.0,,,
