scenario_id,iteration,prob_A,prob_B,prob_C,prob_D,Average driving time,Worst bridge,Worst bridge delay,Probs
8,0,0.1,0.2,0.4,0.8,1999.9952061361457,Daud Kandi Bridge,140.50744659304303,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}"
8,1,0.1,0.2,0.4,0.8,1381.7696917808219,BOTTOL BOX CULVERT,38.186961386971376,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}"
8,2,0.1,0.2,0.4,0.8,1548.0008826125331,Daud Kandi Bridge,141.94681627743583,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}"
8,3,0.1,0.2,0.4,0.8,1699.589626933576,MEGHNA BRIDGE,141.84992796676397,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}"
8,4,0.1,0.2,0.4,0.8,1636.934293429343,Daud Kandi Bridge,139.7721234269403,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}"
8,5,0.1,0.2,0.4,0.8,1564.7798408488063,KANCHPUR PC GIRDER BRIDGE,141.9851250607766,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}"
8,6,0.1,0.2,0.4,0.8,1613.8705357142858,Daud Kandi Bridge,140.9180221004363,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}"
8,7,0.1,0.2,0.4,0.8,1347.3563512361466,CHANDINA- SHAHA PARA RCC GIDER GRIDGE,38.40871798766369,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}"
8,8,0.1,0.2,0.4,0.8,1687.9228675136117,Daud Kandi Bridge,141.19686173417847,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}"
8,9,0.1,0.2,0.4,0.8,1712.5882891125343,MEGHNA BRIDGE,140.2914518276612,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}"
