scenario_id,iteration,prob_A,prob_B,prob_C,prob_D,Average driving time,Worst bridge,Worst bridge delay,Probs
0,0,0.0,0.0,0.0,0.0,585.0,CORNAIL HAT BOX CULVERT,0.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
0,1,0.0,0.0,0.0,0.0,585.0,CORNAIL HAT BOX CULVERT,0.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
0,2,0.0,0.0,0.0,0.0,585.0,CORNAIL HAT BOX CULVERT,0.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
0,3,0.0,0.0,0.0,0.0,585.0,CORNAIL HAT BOX CULVERT,0.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
0,4,0.0,0.0,0.0,0.0,585.0,CORNAIL HAT BOX CULVERT,0.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
0,5,0.0,0.0,0.0,0.0,585.0,CORNAIL HAT BOX CULVERT,0.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
0,6,0.0,0.0,0.0,0.0,585.0,CORNAIL HAT BOX CULVERT,0.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
0,7,0.0,0.0,0.0,0.0,585.0,CORNAIL HAT BOX CULVERT,0.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
0,8,0.0,0.0,0.0,0.0,585.0,CORNAIL HAT BOX CULVERT,0.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
0,9,0.0,0.0,0.0,0.0,585.0,CORNAIL HAT BOX CULVERT,0.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
