road,id,condition,bridge_name,betweenness_centrality,closeness_centrality,degreecentrality_centrality
N1,1004,A,bridge at id 1004,0.0013679885755037298,0.0017086037039137402,0.00034217279726261765
N1,1010,A,bridge at id 1010,0.0034164583710256224,0.0017262582635938777,0.00034217279726261765
N1,1017,C,KANCHPUR PC GIRDER BRIDGE,0.005801011646405048,0.001747274461095118,0.00034217279726261765
N1,1021,B,KATCHPUR BOX CULVERT,0.4336456743304239,0.0017538500684736674,0.00034217279726261765
N1,1022,A,NOYAPARA CULVERT,0.4336729006053601,0.0017540948135512753,0.00034217279726261765
N1,1023,A,ADUPUR CULVERT,0.4337002439825541,0.0017543406800538818,0.00034217279726261765
N1,1025,A,NAYABARI KASPUR BOX CULVERT,0.43375528204371544,0.0017548357809964946,0.00034217279726261765
N1,1028,A,KHAS PARA BOX CULVERT,0.4338387174023908,0.0017555868661077423,0.00034217279726261765
N1,1029,A,DAWAN BAG BOX CULVERT,0.43386676339313157,0.00175583948052385,0.00034217279726261765
N1,1030,B,NAYABARI BOX CULVERT,0.4338949264861301,0.0017560932228622007,0.00034217279726261765
N1,1033,A,MADAN PUR (R),0.4339801183786724,0.0017568612268993038,0.00034217279726261765
N1,1034,A,Madanpur Bridge(R),0.43400874988070204,0.001757119490438354,0.00034217279726261765
N1,1036,A,KAWTALA BOX CULVERT,0.43406636419153477,0.001757639416590011,0.00034217279726261765
N1,1040,B,MALIBAG BOX CULVERT,0.4341829980402937,0.0017586928925036956,0.00034217279726261765
N1,1045,B,LANGOLBANDO PC GIDER BRIDGE,0.4343314251520426,0.0017600353633110467,0.00034217279726261765
N1,1049,B,DARIKANDI BRIDGE (R),0.434452274682082,0.0017611299192622117,0.00034217279726261765
N1,1050,A,Darikandi Bridge (R),0.4344827798202363,0.0017614064250199872,0.00034217279726261765
N1,1051,B,SONARKALI BRIDGE(R),0.4345134020606484,0.0017616840795600039,0.00034217279726261765
N1,1053,C,MOLLIK PARA BRIDGE (R),0.434574997848246,0.0017622428391737086,0.00034217279726261765
N1,1056,A,KRIBORDI BOX CULVERT,0.43466964574810485,0.0017630896207562554,0.00034217279726261765
N1,1057,B,SHADIPUR BOX CULVERT,0.4347050399055219,0.0017634236666842658,0.00034217279726261765
N1,1060,A,MARIKHALL BRIDGE,0.4348153502323601,0.0017644265643852687,0.00034217279726261765
N1,1063,B,SANGAKADI CULVERT,0.4349256605591984,0.0017654306034752252,0.00034217279726261765
N1,1068,B,ASHIR CHAR (R),0.4351095111039288,0.0017671065436756482,0.00034217279726261765
N1,1069,A,ASHIR CHAR (Right),0.4351462812128749,0.0017674421136249074,0.00034217279726261765
N1,1071,C,MEGHNA BRIDGE,0.4352198214307671,0.0017681136360130111,0.00034217279726261765
N1,1074,A,TATULTALA CULVERT,0.4353301317576053,0.0017691218769096755,0.00034217279726261765
N1,1075,A,BAILAKANDI CULVERT,0.4353669018665514,0.0017694582127836317,0.00034217279726261765
N1,1077,A,MALUAKANDI CULVEDRT,0.4354404420844436,0.0017701312683316096,0.00034217279726261765
N1,1079,A,BHATIR CHAR BRIDGE,0.43551398230233573,0.0017708048360998182,0.00034217279726261765
N1,1083,A,ANARPUR BRIDGE(R),0.4356610627381201,0.0017721535106376206,0.00034217279726261765
N1,1086,A,VITIKANDA - ANAR PUR CULVERT,0.43577137306495833,0.0017731663654761323,0.00034217279726261765
N1,1091,A,ALI PURA P.C BRIDGE (RIGHT),0.4359552236096888,0.0017748570321536076,0.00034217279726261765
N1,1095,A,VOBAR CHAR BRIDGE(R),0.4361023040454731,0.0017762118885553911,0.00034217279726261765
N1,1096,A,BOBAIRCHAR BRIDGE(R),0.4361390741544192,0.0017765509259188902,0.00034217279726261765
N1,1098,A,PURRANBUICHE BOX CULVERT,0.4362126143723114,0.001777229389080058,0.00034217279726261765
N1,1099,A,NOYAPARA,0.43624938448125744,0.0017775688150260978,0.00034217279726261765
N1,1101,A,MADHAYA BAUSHIA BRIDGE(R),0.43632292469914963,0.001778248056020442,0.00034217279726261765
N1,1103,C,BOCTAR KANDI BOX CULVERT,0.4363964649170418,0.001778927816313605,0.00034217279726261765
N1,1105,A,bridge at id 1105,0.436470005134934,0.0017796080965013423,0.00034217279726261765
N1,1109,A,CHAR BOUSHEA (2),0.4366170855707183,0.0017809702189481216,0.00034217279726261765
N1,1110,B,CHAR BOWSHIA BRIDGE(R),0.4366538556796644,0.0017813110754273242,0.00034217279726261765
N1,1112,C,Daud Kandi Bridge,0.4367273958975566,0.0017819931799508237,0.00034217279726261765
N1,1121,C,BALDHA KHAL RCC GIDER BRIDGE,0.43705832687807133,0.0017850691260002266,0.00034217279726261765
N1,1123,B,MAIS PARA BOX CULVERT,0.4371318670959635,0.0017857541121991294,0.00034217279726261765
N1,1129,C,SHAHID NAGIR,0.43735248774964003,0.0017878122286356438,0.00034217279726261765
N1,1134,C,SARKAR BARI CULVERT,0.4413754772648894,0.0017893852260151201,0.00034217279726261765
N1,1138,C,AMIRABATH SLAB CULVERT,0.4414602592995294,0.0017901787942985025,0.00034217279726261765
N1,1143,C,Ginlatoly,0.4415662368428294,0.001791171745024174,0.00034217279726261765
N1,1148,A,RAIPUR BOX CULVERT,0.44167467353354306,0.001792188877390671,0.00034217279726261765
N1,1152,C,AITAL BANGA BOX CULVERT,0.44176929215783745,0.0017930773409936132,0.00034217279726261765
N1,1156,B,ILLIOT BAZER,0.44186391078213183,0.001793966685931219,0.00034217279726261765
N1,1163,B,KHAT GHOR BOX CULVERT,0.4544425376293467,0.0017938472114806222,0.00034217279726261765
N1,1167,B,BAKRA BOX CULVERT,0.4543945257036528,0.0017933958848544726,0.00034217279726261765
N1,1173,B,MATIA BAZER,0.4543225078151119,0.0017927193205762464,0.00034217279726261765
N1,1175,A,SONAPUR BOX CULVERT,0.45429850185226495,0.0017924939125741378,0.00034217279726261765
N1,1180,B,KARON KHAL SLAB CULVERT,0.4542384869451475,0.0017919306404810774,0.00034217279726261765
N1,1182,A,MILL GHAT BOX CULVERT,0.45421448098230055,0.0017917054307526542,0.00034217279726261765
N1,1189,C,CHANDINA- SHAHA PARA RCC GIDER GRIDGE,0.45413046011233615,0.0017909176423005861,0.00034217279726261765
N1,1194,B,CORI PAI BOX CULVERT,0.4540704452052188,0.0017903553602688137,0.00034217279726261765
N1,1196,B,COREPAI BOX CULVERT,0.4540464392423718,0.0017901305463037403,0.00034217279726261765
N1,1198,A,NIMSHAR SLAB CULVERT,0.4540224332795248,0.001789905788791117,0.00034217279726261765
N1,1201,C,KABILA DUBARCHAR SLAB CULVERT,0.4539864243352544,0.0017895687583240206,0.00034217279726261765
N1,1207,B,NAZIRA BOX CULVERT,0.45393607036440464,0.0017890976764686976,0.00034217279726261765
N1,1208,A,TIPRA BAZAR BOX CULVERT,0.453938646614076,0.0017891217723110678,0.00034217279726261765
N1,1213,A,AMTOLI SLAB CULVERT,0.4858258841659596,0.0017884703178183661,0.00034217279726261765
N1,1217,A,DHANPUR RCC GIDER BRIDGE,0.48559378749101967,0.0017863036807941029,0.00034217279726261765
N1,1229,B,PADUAR BAZER RCCGIDER,0.48488625564945204,0.0017797311007477002,0.00034217279726261765
N1,1231,C,Mostapur Bridge,0.48476669424424834,0.0017786252155194712,0.00034217279726261765
N1,1238,A,RAZAPARA RCC GIDER BRIDGE,0.4843445406049151,0.001774731467491899,0.00034217279726261765
N1,1244,A,SUAGAZI RCC GIDER BRIDGE,0.48397812764028997,0.0017713656395675504,0.00034217279726261765
N1,1252,C,LAL BAG RCC GIDER BRIDGE,0.4834830192943535,0.0017668378589975728,0.00034217279726261765
N1,1254,A,CHANSIRI BOXCUIVERT,0.48335807118529145,0.0017656988602859436,0.00034217279726261765
N1,1264,A,MIABAZAR BOX CULVERT,0.482726304504514,0.0017599622293135936,0.00034217279726261765
N1,1266,B,DOLL BARI CULVERT,0.482598545941265,0.0017588066714892172,0.00034217279726261765
N1,1268,A,NOYA BAZER BOX CULVERT,0.48247031896898485,0.0017576484017578287,0.00034217279726261765
N1,1270,A,LALGORE BEZER CULVERT,0.4823416235876736,0.0017564874338274537,0.00034217279726261765
N1,1274,A,SUPUYA BOX CULVERT,0.48208282759795745,0.001754157458215339,0.00034217279726261765
N1,1275,B,DHARMA PUR SLAB CULVERT,0.482017835844884,0.0017535732993639135,0.00034217279726261765
N1,1277,B,BOWCHI BAZAR CULVERT,0.4818875010319636,0.0017524029957246764,0.00034217279726261765
N1,1280,B,AMAN GONG SLAB CULVERT,0.48169112054564966,0.0017506426011464089,0.00034217279726261765
N1,1285,B,HARISHARDE CULVERT,0.48136147768997056,0.001747695553527624,0.00034217279726261765
N1,1288,B,RANGAMATIA (1) BOX CULVERT,0.48116228674946965,0.0017459195664264896,0.00034217279726261765
N1,1290,B,RANGOWATIA 2 CULVERT,0.48102890727784675,0.0017447323708898045,0.00034217279726261765
N1,1291,B,SONAGATI BOX CULVERT,0.4809620418886486,0.001744137817025769,0.00034217279726261765
N1,1292,B,NOWA PARA BOX CULVERT,0.4808950593971927,0.0017435426280511996,0.00034217279726261765
N1,1294,A,KALIR BAZAR BOX CULVERT,0.48076074310750744,0.0017423503516298502,0.00034217279726261765
N1,1295,B,KALIA BAZER BOC CULVERT,0.4806934093092782,0.0017417532676125673,0.00034217279726261765
N1,1299,B,BALUJURI BOX CULVERT,0.48042290309378305,0.001739358666172286,0.00034217279726261765
N1,1300,B,CHAUDDAGARAM BOX CULVERT,0.48035498378426483,0.0017387584580410365,0.00034217279726261765
N1,1301,A,BALUZURI 2 CULVERT,0.4802869473724888,0.0017381576302294903,0.00034217279726261765
N1,1302,A,CHADDAGRAM BAZAR BOX CULVERT,0.48021879385845495,0.0017375561844514733,0.00034217279726261765
N1,1305,B,HAYDAR POLE BOX CULVERT,0.4800136307028067,0.0017357481564543105,0.00034217279726261765
N1,1307,A,FALGUNCORA CULVERT,0.479876269754419,0.0017345397460360797,0.00034217279726261765
N1,1310,A,ATTOCK GRAM BOX CULVERT,0.4796693500649039,0.0017327225770342666,0.00034217279726261765
N1,1312,C,BOSONTA PUR BOX CULVERT,0.4795308180939382,0.0017315081154259746,0.00034217279726261765
N1,1314,B,BASHONTA PUR (2),0.4793918177139414,0.0017302912573074832,0.00034217279726261765
N1,1316,B,NANKORA BOX CULVERT,0.4792523489249134,0.001729072016367168,0.00034217279726261765
N1,1319,A,ANDAJER BAZER BOX CULVERT,0.479042267474438,0.001727238717097506,0.00034217279726261765
N1,1321,B,DIMATOLI (1) BOX CULVERT,0.4789016276628321,0.0017260135789578127,0.00034217279726261765
N1,1324,B,DIMATOLY (2) BOX CULVERT,0.47868978967848985,0.001724171497984976,0.00034217279726261765
N1,1326,B,JAGARNATHPUR BOX CULVERT,0.47854797884430605,0.0017229405480866959,0.00034217279726261765
N1,1329,B,JAGOT PUR BOX CULVERT,0.478334384326097,0.0017210898135039444,0.00034217279726261765
N1,1331,B,FOKIR BAZAR SLAB CULVERT,0.4781914024693353,0.0017198531371945532,0.00034217279726261765
N1,1333,B,KAKKARA CULVERT,0.47804795220354246,0.001718614194194877,0.00034217279726261765
N1,1334,A,HASO BOTHACH BOX CULVERT,0.47797605141725935,0.001717993876946374,0.00034217279726261765
N1,1337,A,Chanara Box Culvert,0.47775964644486324,0.001716129562643867,0.00034217279726261765
N1,1340,A,PODOYA BOX CULVERT,0.47754218755214706,0.0017142602402486602,0.00034217279726261765
N1,1343,B,CHANGARPULL(II) BOX CULVERT,0.4773236747391108,0.0017123859556812835,0.00034217279726261765
N1,1344,A,UTTOR KAIEATI CULVERT,0.4772506029302498,0.0017117600993845864,0.00034217279726261765
N1,1345,B,ADONCORA,0.477177414019131,0.0017111336985313232,0.00034217279726261765
N1,1346,B,KOKALI BOX CULVERT,0.47710410800575437,0.001710506754818976,0.00034217279726261765
N1,1348,B,DUTHOSHA BOX CULVERT,0.47695714467222783,0.0017092512456040514,0.00034217279726261765
N1,1350,B,FOEALTPARA BOX CULVERT,0.4768097129296701,0.001707993585307924,0.00034217279726261765
N1,1355,B,MOHAMMAD ALI MAZAR,0.4764390842837645,0.0017048401125398646,0.00034217279726261765
N1,1360,A,FATAPUR BOX CULVERT,0.47606552808141417,0.0017016734917990693,0.00034217279726261765
N1,1362,A,DEBIPUR SLAB CULVERT,0.47591528588466947,0.001700403209383782,0.00034217279726261765
N1,1367,A,CHARIPUR CULVERT.,0.47553763110329644,0.001697218536123605,0.00034217279726261765
N1,1374,A,RAMPUR BOX CULVERT,0.4750039961145471,0.0016927388021490976,0.00034217279726261765
N1,1379,A,RAMPUR BRIDGE,0.0005128883720775911,0.0016847021550352563,0.00034217279726261765
N1,1380,A,Rampur Bridge(R),0.0004107752032846403,0.001683855727126066,0.00034217279726261765
N1,1381,A,bridge at id 1381,0.00041965545783372146,0.0016830111185271739,0.00034217279726261765
N1,1391,B,LAMUA BRIDGE,0.44170430040476394,0.001681406662800438,0.00034217279726261765
N1,1398,A,FAZAILPUR BOXCULVERT,0.44092966896948255,0.0016750317955137233,0.00034217279726261765
N1,1402,B,MUHURI BRIDGE,0.440487022435036,0.0016714106706059914,0.00034217279726261765
N1,1411,B,DHOOM GHAT PC GIRDER,0.4394910677325314,0.0016633201064524868,0.00034217279726261765
N1,1413,A,BUMGAT BOXCULVERT,0.43926974446530814,0.0016615328287049196,0.00034217279726261765
N1,1415,A,BAROYARHAT BOX CULVERT,0.4390484211980849,0.001659749387781064,0.00034217279726261765
N1,1416,A,BOROYAR PARA SLUB CULVERT,0.4389377595644733,0.0016588591022691603,0.00034217279726261765
N1,1424,A,MADDUM SONAPHAR-3,0.4190418810369873,0.0016507028124925867,0.00034217279726261765
N1,1425,A,UTTOR SONAPAR BOX CULVERT,0.4189040516795684,0.001649606154766642,0.00034217279726261765
N1,1427,A,MAMAFOUN ASTANA CULVERT,0.41862804165795714,0.0016474144190052717,0.00034217279726261765
N1,1428,A,CHAIRMEN BARI BOX CULVERT,0.41848986099376484,0.0016463193425763814,0.00034217279726261765
N1,1429,A,MAMAFAKIR ASTANA SLAB CULVERT,0.41835156322731476,0.0016452247948465198,0.00034217279726261765
N1,1430,A,MADDAM SONAPAR(1) BOX CULVERT,0.4182131483586069,0.0016441307766091808,0.00034217279726261765
N1,1432,A,MASTANNAGOR BONCUL(1),0.4179359673144178,0.0016419443317665804,0.00034217279726261765
N1,1433,A,DHARBAR TILA CULVERT,0.41779720113893654,0.0016408519067288684,0.00034217279726261765
N1,1434,A,MUSTAU NOGAR(2),0.4176583178611975,0.001639760014318794,0.00034217279726261765
N1,1436,A,MUSTAN NAGAR -4,0.41738019999894604,0.0016375778304741327,0.00034217279726261765
N1,1437,A,RAIPUR BOX CUL-1,0.4172409654144337,0.0016364875405762117,0.00034217279726261765
N1,1439,A,RAIPUR (2) BOX CULVERT,0.4169621449386355,0.0016343085686420784,0.00034217279726261765
N1,1440,C,PURPU DURGAPURE BOX CUL,0.4168225590473497,0.0016332198881195477,0.00034217279726261765
N1,1442,A,MASTARI HAGOR 3 CULVERT,0.4165430359580048,0.001631044141719179,0.00034217279726261765
N1,1450,B,MUCHIPOOL CULVERT,0.41542025951031347,0.0016223627930731076,0.00034217279726261765
N1,1455,A,MIRSARAI BOX CUL,0.4147147184071282,0.001616954647810956,0.00034217279726261765
N1,1457,B,MIRAISORI BRIDGE,0.4144316822500496,0.0016147952262840592,0.00034217279726261765
N1,1462,A,IANAINIPOL BOX CULVERT.,0.41372204256784173,0.0016094063121769142,0.00034217279726261765
N1,1464,A,Mirsorai(2) box culvert,0.413437366979154,0.0016072546166292145,0.00034217279726261765
N1,1467,A,BOKIMTOLA BOX CULVERT,0.4130094753291891,0.0016040312364844246,0.00034217279726261765
N1,1470,A,VARTAKA BOX CULVERT,0.41258052975890397,0.0016008128678514598,0.00034217279726261765
N1,1472,A,VARTAGIA BOX CULVERT,0.41229398053409166,0.0015986700815390118,0.00034217279726261765
N1,1473,B,BOTHAGIA (-3) BOX CULVERT,0.41215053026829884,0.0015975995281273182,0.00034217279726261765
N1,1479,A,NIAZAMPUR BOX CULVERT,0.4112873695261281,0.0015911880035585988,0.00034217279726261765
N1,1481,A,MIRJAPUR BOX CULVERT,0.4109987124606756,0.0015890553371869399,0.00034217279726261765
N1,1483,A,MIRZAPUR (2) BOX CULVERT,0.41070958698619187,0.001586924933156387,0.00034217279726261765
N1,1487,C,ISAMATI BOX CULVERT,0.41012993081013094,0.0015826709311683009,0.00034217279726261765
N1,1488,A,DUKHIN UTHPAR BOX CULVERT,0.40998472401047126,0.001581608852030683,0.00034217279726261765
N1,1491,A,VANGGARPOL BOX CULVERT,0.4095484009979454,0.0015784260351450262,0.00034217279726261765
N1,1495,A,BORO KAMALDA BOX CULVERT,0.4089649975496352,0.0015741902817652477,0.00034217279726261765
N1,1497,A,TARAT BOX CULVERT,0.4086725932119334,0.001572075844792408,0.00034217279726261765
N1,1500,A,Tarial Bazar Culvert,0.40823310843844723,0.001568908501363568,0.00034217279726261765
N1,1501,A,MIRJA PUR (3) BOX CULVERT,0.40808637930943625,0.0015678538722637663,0.00034217279726261765
N1,1503,A,SATU DURUAR HAT BOX CULVERT,0.40779256974464095,0.0015657463453417639,0.00034217279726261765
N1,1507,A,RONA SORA CULVERT,0.40720354538795683,0.0015615382313716104,0.00034217279726261765
N1,1508,A,NUNA CHARA BOX CULVERT,0.40705599654314134,0.0015604876517237181,0.00034217279726261765
N1,1513,A,KACHAI PATH BOX CULVERT,0.40631649578519696,0.0015552434721016728,0.00034217279726261765
N1,1514,A,BOTTOL BOX CULVERT,0.40616824432683474,0.0015541963834155945,0.00034217279726261765
N1,1515,A,KACHAI POTTI BOX CULVERT,0.4060198757662147,0.0015531498782989487,0.00034217279726261765
N1,1517,A,EGOL PUR BOX CULVERT,0.4057227873382013,0.0015510586207280873,0.00034217279726261765
N1,1519,A,SITAKUNDA SLAB,0.40542523050115664,0.0015489697032656363,0.00034217279726261765
N1,1520,A,MOHADAB PUR BOX CULVERT,0.4052762764292477,0.001547926123272652,0.00034217279726261765
N1,1521,B,UTTOR SITAKONDO BAZAR BOX CULVERT,0.4051272052550809,0.0015468831297375777,0.00034217279726261765
N1,1523,A,DULAHAJRA(R),0.40482871159997397,0.001544798903919587,0.00034217279726261765
N1,1529,A,MADICAL MORE CULVERT,0.40393042018046627,0.0015385603497335882,0.00034217279726261765
N1,1532,A,DOKHIN MOHADEB PUR BOX CULVERT,0.4034796935902322,0.0015354490393789484,0.00034217279726261765
N1,1533,B,KALIAVA BOX CULVERT,0.40332921718897197,0.0015344131191402876,0.00034217279726261765
N1,1535,A,HATILOTA BOX CULVERT,0.4030279130796781,0.001532343056087164,0.00034217279726261765
N1,1538,B,SKM BOX CULVERT(1),0.4025750786488039,0.0015292424114779258,0.00034217279726261765
N1,1541,C,BAROCONDO BRIDGE,0.4021211902976095,0.0015261471169266295,0.00034217279726261765
N1,1543,A,BARO-CUNDHOW BOX CULVERT,0.401818012552191,0.0015240865649878855,0.00034217279726261765
N1,1545,A,BAROGINDO CULVERT,0.4015143663977413,0.001522028399044859,0.00034217279726261765
N1,1549,A,PHPMORE BON CULVERT,0.40090566886174844,0.001517919237866904,0.00034217279726261765
N1,1550,A,CHARA KANDI BOX CULVERT,0.40075320172210577,0.001516893443750373,0.00034217279726261765
N1,1552,A,OHIDPUR BOX CULVERT,0.400447916136047,0.001514843653621474,0.00034217279726261765
N1,1553,A,R. R TEXTAIL BOX CULVERT,0.400295097689631,0.0015138196583662558,0.00034217279726261765
N1,1558,B,BARSH BARIA BRIDGE,0.39952924892368386,0.0015087086950663548,0.00034217279726261765
N1,1560,A,SOUTH BALSH KHALI BOX CULVERT,0.39922208970150047,0.0015066685226142052,0.00034217279726261765
N1,1561,A,DOKHIN BASH-KHALI BOX CULVERT,0.3990683344370221,0.001505649340579684,0.00034217279726261765
N1,1563,A,SOTTANA MONDIR CULVERT,0.398760472601292,0.0015036127866511083,0.00034217279726261765
N1,1565,A,GULAM JUTE MILE BOX CULVERT,0.3984521423565307,0.0015015786485535264,0.00034217279726261765
N1,1567,B,KYSTELGATE ARCH,0.39814334370273824,0.0014995469290202481,0.00034217279726261765
N1,1571,C,BORO KUMIRA BRIDGE,0.39752434116805985,0.0014954907563575627,0.00034217279726261765
N1,1577,A,ROYL CIMINT GATE CULVETRT,0.3965923242983086,0.0014894247023826209,0.00034217279726261765
N1,1578,A,GORA MARA RCC GIRDER BRIDGE,0.3964365782954478,0.001488415821363618,0.00034217279726261765
N1,1583,B,GORA MARI BOX CULVERT,0.3956560917472769,0.0014833805544924733,0.00034217279726261765
N1,1586,A,BARAOWLLA BOX CULVERT,0.3951863945912809,0.001480366715581664,0.00034217279726261765
N1,1588,A,HATIBORI BOX CULVERT,0.39487267764266126,0.001478360544947219,0.00034217279726261765
N1,1589,B,MUDDO SONAISORI BRIDGE,0.39471564351496474,0.0014773583770643208,0.00034217279726261765
N1,1595,B,SHLAKHAR PAD BRIDGE,0.3937709796013722,0.0014713582310472949,0.00034217279726261765
N1,1597,A,KODOM RASUL BOX CULVERT,0.39345515481211235,0.0014693630882920044,0.00034217279726261765
N1,1600,C,SALAKHARPAD BRIDGE,0.3929805393612891,0.001466374980557047,0.00034217279726261765
N1,1602,A,HASNA BAD BOX CULVERT,0.3926635435494514,0.0014643859825816986,0.00034217279726261765
N1,1603,A,VATERIE BRIDGE,0.39250486999014583,0.0014633924064830913,0.00034217279726261765
N1,1609,B,DHAMAKHALI BRIDGE,0.39155036948689886,0.0014574438852935558,0.00034217279726261765
N1,1614,A,VATIARI CULVERT,0.3907517320887705,0.0014525037486773395,0.00034217279726261765
N1,1618,A,T. B HOSPITAL GATE BOX CULVERT,0.39011071432962763,0.001448562763039915,0.00034217279726261765
N1,1619,A,GAMMON BRIDGE,0.3899501671341974,0.0014475790633259498,0.00034217279726261765
N1,1622,A,PAKKA MATA BOX CULVERT,0.38946782293436005,0.0014446316794751576,0.00034217279726261765
N1,1627,A,GLAXO BOX CULVERT,0.38866157388947536,0.0014397317689808127,0.00034217279726261765
N1,1629,A,CORNAIL HAT BOX CULVERT,0.38833825455571697,0.0014377761477241812,0.00034217279726261765
N1,1634,B,SHIKALBAHA BOX CULVERT,0.38752790693180955,0.0014328979644268678,0.00034217279726261765
N1,1636,A,ISLAMPUR CULVERT,0.38720294816644213,0.0014309510426234902,0.00034217279726261765
N1,1637,C,BOALIA BOX CULVERT,0.3870402931303717,0.0014299785148480454,0.00034217279726261765
N1,1639,A,SHIKALBAHA MORE,0.3867146317514575,0.001428035326344552,0.00034217279726261765
N1,1640,A,SHIKALBAHA BOX CULVERT,0.38655162540861365,0.001427064665927702,0.00034217279726261765
N1,1641,B,BAKULIA BRIDGE,0.3863885019635121,0.001426094628271173,0.00034217279726261765
N1,1643,C,SHIKALBAHA BRIDGE,0.38606190376653554,0.0014241564218368378,0.00034217279726261765
N1,1645,B,HAFAS BAGAR BRIDGE,0.38573483716052787,0.001422220708214815,0.00034217279726261765
N1,1647,B,SHANTERHAT CULVERT,0.385407302145489,0.0014202874885429332,0.00034217279726261765
N1,1651,B,RAZAKATI BRIDGE,0.3847508268883178,0.001416428535425011,0.00034217279726261765
N1,1652,A,RAJAKHALI RCC GIDER BRIDGE,0.3845864153183805,0.001415465357544854,0.00034217279726261765
N1,1654,B,SHANTERHAT BOX CULVERT,0.38425724087173263,0.0014135408751522972,0.00034217279726261765
N1,1655,C,Hajrath Sha Amanath Satu,0.38409247799502194,0.001412579570885152,0.00034217279726261765
N1,1657,A,KUSUMPUR BOX CULVERT,0.3837626009348273,0.001410658836806201,0.00034217279726261765
N1,1661,C,SHIKALBAHA BRIDGE,0.3831014415873445,0.0014068248696791573,0.00034217279726261765
N1,1662,A,tassi bazer(R),0.38293585899482935,0.0014058679412561267,0.00034217279726261765
N1,1666,C,SHIKALBAHA,0.3743313900213653,0.0014019859508774826,0.00034217279726261765
N1,1667,A,MONSHA CULVERT,0.374161943054343,0.0014010134276770262,0.00034217279726261765
N1,1668,A,SOUTH MITTACHORI,0.37399249608732077,0.0014000422527721795,0.00034217279726261765
N1,1671,A,KADUMTOLI CULVERT,0.37348415518625405,0.0013971367898505482,0.00034217279726261765
N1,1672,A,Pirol,0.3733147082192318,0.0013961709801860766,0.00034217279726261765
N1,1675,A,NOLBILA CULVERT,0.3728063673181651,0.0013932815463255984,0.00034217279726261765
N1,1680,A,UZIRPUR HIGH SCHOOL,0.37195913248305384,0.0013884923087740836,0.00034217279726261765
N1,1685,C,PATIYA BRIDGE,0.37111189764794256,0.0013837358832898682,0.00034217279726261765
N1,1692,A,PALYA BUS STATION,0.36992576887878686,0.0013771313729139818,0.00034217279726261765
N1,1695,A,UTTOR SONAPUR,0.36311278879612435,0.0013742671359003248,0.00034217279726261765
N1,1697,C,SRIMI BRIDGE,0.36275433878502894,0.0013722918659365934,0.00034217279726261765
N1,1703,A,MOJAFFARABAD,0.36167617829755566,0.001366384646745737,0.00034217279726261765
N1,1704,A,MOJAFFORABAD BOX CULVERT,0.3614960750250745,0.0013654028183596105,0.00034217279726261765
N1,1707,A,MOJAFFORABAD,0.36095506259408433,0.0013624619699451844,0.00034217279726261765
N1,1710,A,ROWSONAT CUL,0.36041299624277406,0.001359528070474958,0.00034217279726261765
N1,1711,A,KANCHANAGAR CUL,0.36023207325448836,0.0013585516468109715,0.00034217279726261765
N1,1714,B,KHANCHANAGAR BADAMTOLA,0.30837216736957296,0.0013552988358574278,0.00034217279726261765
N1,1716,B,NORTH JOARA PAKKAR DOKAN,0.3079481400941151,0.001353026798495536,0.00034217279726261765
N1,1718,A,GASBAREA BOX CULVERT,0.30752364440962604,0.001350759868866522,0.00034217279726261765
N1,1719,B,KOMOLMUNSHE HAT BOX CULVERT,0.3073112209139948,0.0013496283153636884,0.00034217279726261765
N1,1721,A,GASBAREA COLLEGE BOX CULVERT,0.30688602261595904,0.001347369022822057,0.00034217279726261765
N1,1723,A,KHORNA CULVERT,0.3064603559088921,0.0013451148053760407,0.00034217279726261765
N1,1725,C,MAZAR POINT BRIDGE,0.30603422079279397,0.0013428656500250882,0.00034217279726261765
N1,1727,C,KHORNA BVS STATION,0.3056076172676647,0.001340621543799677,0.00034217279726261765
N1,1728,B,KHOLGHAR CUL,0.3053941398517134,0.0013395013800645526,0.00034217279726261765
N1,1729,C,AJIMPUR CUL,0.3051805453335043,0.001338382473761292,0.00034217279726261765
N1,1739,B,NOYARHAT,0.30303815952723473,0.0013272622156945294,0.00034217279726261765
N1,1750,C,SANGO BRIDGE DOMAJAR,0.3006680098295635,0.001315173069575693,0.00034217279726261765
N1,1759,A,NOYAKHALAR MUK,0.29893536482330146,0.0013064739865271127,0.00034217279726261765
N1,1764,A,KARANERHAT CULVERT,0.2978486558710095,0.0013010764320633313,0.00034217279726261765
N1,1766,A,KOACHIA(MADARBHI),0.2974131525742882,0.0012989258361126718,0.00034217279726261765
N1,1768,A,KATGOR CULVERT,0.2969771808685357,0.0012967800363763995,0.00034217279726261765
N1,1771,A,MITADIGI,0.2963223450429736,0.0012935703027242215,0.00034217279726261765
N1,1772,A,MOULOVER DOKAN,0.2961038322299373,0.0012925027762826957,0.00034217279726261765
N1,1774,A,PATATR PULL CULVERT,0.29566645529709135,0.001290371291369149,0.00034217279726261765
N1,1778,A,PATANER PULL(BRIDGE),0.29479029620430597,0.0012861225506461639,0.00034217279726261765
N1,1782,A,RAJGHATA BRIDGE,0.2939122634753959,0.0012818927008656777,0.00034217279726261765
N1,1783,A,NOYAKHALARMUK,0.29369246253752396,0.0012808381787511028,0.00034217279726261765
N1,1785,A,NOYA KHALAR MUK (KARANIERHAT) BOX CULVERT,0.29325250935500663,0.0012787326523343598,0.00034217279726261765
