road,id,model_type,condition,name,lat,lon,length,bridge_name
N1,2227,link,,,21.282666,92.1006944,13.0,
N1,2228,link,,,21.2790827,92.1019722,428.0,
N1,2229,link,,,21.277666,92.1026111,168.0,
N1,2230,bridge,A,,21.271611640763,92.1056070839357,23.5,CHADIRIKHANA
N1,2231,link,,,21.2695827,92.1066111,996.0,
N1,2232,bridge,B,,21.2694716,92.1066667,15.0,KUTU - PALONG MOSZID SLAB
N1,2233,bridge,C,,21.2678604,92.1088333,292.0,KOSHO - BINNA - BRIDGE
N1,2234,link,,,21.2677493,92.109,26.0,
N1,2235,bridge,C,,21.2676412724612,92.1091529913941,11.1,EJILA
N1,2236,bridge,C,,21.2655833478485,92.1120674774526,11.5,MODDO RAJAPALONG
N1,2237,bridge,C,,21.2646111,92.1134444,581.0,KASHO - BINNAI SLAB
N1,2238,link,,,21.2641111,92.1140833,90.0,
N1,2239,bridge,A,,21.2639722,92.1141944,14.0,KATU PALLANG SLAB
N1,2240,bridge,A,,21.2637222,92.1144722,45.0,KUTUNG PALANG SLAB
N1,2241,bridge,A,,21.2623611,92.1161667,234.0,KOSUKONA
N1,2242,link,,,21.26225,92.1163056,18.0,
N1,2243,link,,,21.2580278,92.1214438,715.0,
N1,2244,bridge,A,,21.2565556,92.122916,224.0,BALAKHALI TV CENTER
N1,2245,bridge,A,,21.2565,92.1229716,13.0,BALUKHALI-2 SLAB
N1,2246,link,,,21.2550278,92.1245827,239.0,
N1,2247,link,,,21.2537778,92.1266382,250.0,
N1,2248,link,,,21.2521944,92.1286104,276.0,
N1,2249,bridge,A,,21.2521111,92.1287493,17.0,BALUKHALI KASTOM
N1,2250,bridge,A,,21.2504722,92.1307493,120.0,BALUKHALI OLD BUS STAND
N1,2251,link,,,21.2504167,92.1307493,90.0,
N1,2252,bridge,A,,21.248083,92.1341108,781.0,BAKUHHALI KASHAMIA
N1,2253,link,,,21.2479997,92.1342219,13.0,
N1,2254,link,,,21.2462219,92.1364719,41.0,
N1,2255,bridge,B,,21.2447497,92.1389441,300.0,BALUKHALI
N1,2256,bridge,D,,21.242333,92.1413608,383.0,BALUKHAKI
N1,2257,link,,,21.2422219,92.1415552,22.0,
N1,2258,link,,,21.2412497,92.1440552,302.0,
N1,2259,link,,,21.2357774,92.1511667,980.0,
N1,2260,link,,,21.236333,92.1586667,998.0,
N1,2261,bridge,A,,21.2308784786138,92.1607571460396,2.0,P. F PARA SLAB
N1,2262,bridge,C,,21.2293155332673,92.1613561450495,11.3,KUTUB PALONG
N1,2263,link,,,21.2283604,92.1617222,1010.0,
N1,2264,bridge,C,,21.2261382,92.1611667,265.0,DAIM PARA CULVERT
N1,2265,bridge,A,,21.2243327,92.1614444,209.0,DAIM PARA CULVERT
N1,2266,link,,,21.2198049,92.1618611,528.0,
N1,2267,bridge,C,,21.2165556,92.1626944,400.0,PALONG KHALI BAZAR (1)
N1,2268,bridge,C,,21.2152778,92.1649722,303.0,PALONG KHALI BAZAR BRIDGE
N1,2269,link,,,21.2142778,92.166666,196.0,
N1,2270,link,,,21.21375,92.1674438,106.0,
N1,2271,bridge,C,,21.2127222,92.1678882,128.0,PALONG KHALI RCC GIDER BRIDGE
N1,2272,link,,,21.2105833,92.1681382,244.0,
N1,2273,bridge,B,,21.2096944,92.168416,100.0,KARUN TOLI RCC GIDER BRIDGE
N1,2274,link,,,21.2056389,92.1703327,536.0,
N1,2275,bridge,C,,21.2011389,92.170416,527.0,GIRA TALI RCC GIDER BRIDGE
N1,2276,link,,,21.1989997,92.1703604,248.0,
N1,2277,bridge,A,,21.1977219,92.1705549,125.0,GIVATOLI RCC GIDER BRIDGE
N1,2278,link,,,21.1969441,92.1707493,113.0,
N1,2279,bridge,D,,21.1965552,92.1708604,47.0,KATA KHALI RCC GIDER BRIDGE
N1,2280,link,,,21.1925552,92.1697216,484.0,
N1,2281,bridge,C,,21.1923052,92.1695271,42.0,ULI BANIA BOX CULVERT
N1,2282,bridge,B,,21.1906108,92.167916,261.0,KHARA KANDI RCC GIDER BRIDGE
N1,2283,link,,,21.1897497,92.166666,173.0,
N1,2284,bridge,C,,21.1866386,92.1638056,457.0,ULIBANIA BOX CULVERT
N1,2285,bridge,A,,21.1859441,92.1610833,313.0,DMONIR GONA RCC GIDER BRIDGE
N1,2286,bridge,B,,21.185833,92.1609167,23.0,BALUR KHALI -(1) RCC GIDER BRIDGE
N1,2287,link,,,21.1843052,92.1594167,233.0,
N1,2288,bridge,A,,21.1839744314735,92.1593026449213,1.2,GOGU GONA
N1,2289,bridge,C,,21.1797067107296,92.1578310562231,3.1,THANGKHALI BOX CULVERT
N1,2290,bridge,C,,21.178666,92.1574722,699.0,BALU KHALI -2 BOX CULVERT
N1,2291,bridge,B,,21.177417156701,92.1570372113402,3.1,THANG KHALI BOX CULVERT
N1,2292,link,,,21.1761938,92.1566111,291.0,
N1,2293,bridge,C,,21.1754208098765,92.1562526135802,48.8,THANG KHALI BRIDGE
N1,2294,bridge,A,,21.1742771,92.1557222,243.0,wheke kang (1)
N1,2295,bridge,C,,21.1724828063829,92.1552940329787,9.4,CHANG KHALI BRIDGE
N1,2296,bridge,A,,21.1718327,92.1551389,282.0,WHIKE KANG BRIDGE
N1,2297,bridge,B,,21.1703723502057,92.1547387765432,31.1,CHANG KHALI BRIDGE
N1,2298,bridge,C,,21.1698049,92.1545833,243.0,MOA EX-KANG-BAZAR
N1,2299,link,,,21.1694993,92.1543056,48.0,
N1,2300,bridge,B,,21.1688213638709,92.153662396129,9.4,JAM TOLI BRIDGE
N1,2301,bridge,A,,21.168416,92.1532778,155.0,HOA EX KANG BAZAE
N1,2302,bridge,A,,21.168232930909,92.1531459818181,3.0,JAM TOLI BOX CULVERT
N1,2303,link,,,21.1677216,92.1527778,110.0,
N1,2304,bridge,A,,21.1673327,92.1524167,65.0,AMTULI BOX CULVERT
N1,2305,bridge,B,,21.1666653482213,92.1523376486166,9.3,DAIM PARA BRIDGE
N1,2306,bridge,A,,21.1652222,92.1521667,253.0,TASSI-PARA BAR
N1,2307,bridge,B,,21.1649444,92.1521944,32.0,TAS SE BRIDGE HOANGK
N1,2308,link,,,21.16325,92.1522222,195.0,
N1,2309,bridge,A,,21.1624722,92.1522778,89.0,LAMBA-BIL PORA
N1,2310,bridge,C,,21.1619757444915,92.1523314669491,1.25,DAIM PARA CULVERT
N1,2311,link,,,21.1604167,92.1525,236.0,
N1,2312,bridge,A,,21.1602045009259,92.1525257175926,3.0,DAIM PARA CULVERT
N1,2313,link,,,21.1595,92.1526111,108.0,
N1,2314,bridge,A,,21.1593056,92.1526111,21.0,LAMBABIL MIDDLE PARA
N1,2315,bridge,A,,21.1586667,92.1525,73.0,LAMBABIL MIDDLE
N1,2316,bridge,C,,21.1584534746478,92.1525195633802,3.0,PALONG KHALI CULVERT
N1,2317,bridge,A,,21.1556389,92.1527778,355.0,LAMBA - BIL - (1) BOX CULVERT
N1,2318,bridge,A,,21.1537778,92.1528611,217.0,LAM BA BIL (2) BOX CULVERT
N1,2319,bridge,A,,21.1521944,92.1535278,212.0,LAMBA BIL (3) BOX CULVERT
N1,2320,link,,,21.1507222,92.1545,198.0,
N1,2321,bridge,C,,21.147333,92.1574167,538.0,LAMBA BIL BOX
N1,2322,bridge,A,,21.1442774,92.1586389,369.0,UNCHI - PRANG BRIDGE
N1,2323,link,,,21.1441663,92.1586944,19.0,
N1,2324,link,,,21.1435274,92.1589722,81.0,
N1,2325,bridge,A,,21.1414997,92.1599167,248.0,KUTUB DIA PARA (1) CULVERT
N1,2326,bridge,A,,21.1410552,92.1602222,61.0,KUTUB DIA PARA CULVERT
N1,2327,bridge,A,,21.1388871840796,92.1636379074626,3.3,GIVA TOLI RCC GIDER BRIDGE
N1,2328,bridge,A,,21.1381108,92.1648611,603.0,KUTUB - DIA PARA (3)
N1,2329,bridge,A,,21.1380664956896,92.1651978,1.2,GIVA TOLI BOX CULVERT
N1,2330,link,,,21.1379719,92.1659167,116.0,
N1,2331,bridge,C,,21.1379210829268,92.1663534195121,32.0,GIVATOLI RCC GIDER BRIDGE
N1,2332,bridge,A,,21.137833,92.1671104,123.0,KANGOR PARA MOZGID
N1,2333,bridge,A,,21.1375552,92.1683049,131.0,KHAN GIOR PARA (1)
N1,2334,bridge,A,,21.1372219,92.1708882,271.0,KHANGOR PRAMARY (2)
N1,2335,bridge,B,,21.1371108,92.1727771,200.0,KHAN GOR PARA BRIDGE
N1,2336,link,,,21.1368886,92.173916,120.0,
N1,2337,bridge,A,,21.1367219,92.1741382,30.0,RHANCHOR PARA BOX CULVERT
N1,2338,link,,,21.1363886,92.1752493,128.0,
N1,2339,bridge,A,,21.1363608,92.1755549,32.0,KHANCHOR PARA (2)
N1,2340,bridge,A,,21.1360412976525,92.1760569938967,4.8,ULUBANIA RCC GIDER BRIDGE
N1,2341,bridge,A,,21.1353886,92.1770827,213.0,KHANCHOR PARA- BOX CULVERT
N1,2342,bridge,A,,21.1333886,92.1806938,494.0,NOYA PARA (1) BOX CULVERT
N1,2343,bridge,C,,21.1333608,92.1808327,17.0,NOYA PARA (1) BRIDGE
N1,2344,link,,,21.1329438,92.1824438,176.0,
N1,2345,link,,,21.1326938,92.183333,97.0,
N1,2346,bridge,A,,21.1319716,92.1846108,160.0,NAYAPARA
N1,2347,bridge,A,,21.1309716,92.1856941,174.0,NOYA PARA
N1,2348,bridge,B,,21.1297680981982,92.1870470012012,7.9,BALU KHALI-3 BOX CULVERT
N1,2349,bridge,A,,21.1290060819819,92.187903612012,1.2,W HIME KANG BOX CULVERT
N1,2350,bridge,A,,21.1283226864864,92.1886718423423,1.2,WHIKE KANG BOX CULVERT
N1,2351,bridge,B,,21.1278570099099,92.1891953267267,1.2,WHIKE KANG BOX CULVERT
N1,2352,link,,,21.1269438,92.1902219,666.0,
N1,2353,bridge,A,,21.1268327,92.1902774,12.0,NINA BAZAR BOX CULVERT
N1,2354,bridge,B,,21.1242771,92.1918886,337.0,NOYA BAZAR BRIDGE
N1,2355,link,,,21.1239993,92.1919997,41.0,
N1,2356,link,,,21.1229993,92.1926663,134.0,
N1,2357,link,,,21.122166,92.1931941,113.0,
N1,2358,bridge,C,,21.1215698917647,92.1935169658823,73.3,HOACX KANG BARAR
N1,2359,link,,,21.1214993,92.1935552,85.0,
N1,2360,link,,,21.1198604,92.1954719,283.0,
N1,2361,bridge,C,,21.1190827,92.1960274,111.0,NOYA BAZAR CULVERT
N1,2362,bridge,B,,21.1175827,92.1966663,193.0,NAYA BAZAR BRIDGE
N1,2363,bridge,B,,21.1165,92.1969163,127.0,NAYA BAZAR BRIDGE
N1,2364,bridge,C,,21.1161389,92.1969997,51.0,KHARANG KHALI - BOX CUVERT (1)
N1,2365,link,,,21.1158333,92.1971386,39.0,
N1,2366,link,,,21.1151667,92.1975552,87.0,
N1,2367,link,,,21.1146111,92.1979719,78.0,
N1,2368,link,,,21.1121111,92.2002778,377.0,
N1,2369,bridge,C,,21.1118611,92.2006389,47.0,KHARANG KHAIL
N1,2370,bridge,C,,21.1090556,92.2045278,315.0,MOULIVI BAZAR FISHARI BRIDGE
N1,2371,link,,,21.1078333,92.2058611,430.0,
N1,2372,link,,,21.1078333,92.2069444,198.0,
N1,2373,link,,,21.1058333,92.20725,70.0,
N1,2374,bridge,C,,21.1053611,92.2073889,64.0,MOULOVI BAZAR BOX CULVERT (1)
N1,2375,bridge,C,,21.1043611,92.2075278,120.0,MOULOVI BAZAR BOX CULVERT
N1,2376,bridge,A,,21.1026389,92.2077778,207.0,ALI AXBAR PARA BOX CULVERT
N1,2377,link,,,21.1012778,92.2081389,172.0,
N1,2378,bridge,A,,21.1005774145454,92.208578050909,3.0,ON SIFAPAING BOX CULVERT
N1,2379,link,,,21.0996386,92.2091667,220.0,
N1,2380,bridge,A,,21.0988710315789,92.2096579157894,1.2,UNCHING OPLONG CULVERT (1)
N1,2381,link,,,21.0975552,92.2105,285.0,
N1,2382,bridge,B,,21.097333,92.2106111,28.0,NILA - HOAB RABG BRIDGE
N1,2383,link,,,21.0939441,92.2118611,399.0,
N1,2384,link,,,21.0936663,92.2119444,36.0,
N1,2385,link,,,21.0923052,92.2123333,158.0,
N1,2386,bridge,A,,21.0905260238297,92.2128845902127,2.7,KANGOR PARA
N1,2387,link,,,21.090333,92.2129444,235.0,
N1,2388,link,,,21.0891941,92.2135,144.0,
N1,2389,bridge,A,,21.0864997,92.2151111,346.0,NILLA BOX CULVERT (1)
N1,2390,bridge,A,,21.0859441,92.2153889,68.0,NILA. BARAR BOX CULVERT
N1,2391,link,,,21.0838608,92.2161111,253.0,
N1,2392,link,,,21.0811104,92.2169438,333.0,
N1,2393,bridge,A,,21.0803049,92.2174993,105.0,NILA - DORGA- PARA-(1) BOX
N1,2394,bridge,A,,21.0783327,92.2186382,261.0,NILA DOGA PARA BOX CULVERT
N1,2395,bridge,A,,21.077916,92.2189993,59.0,NAT MURA PARA BOX CULVERT
N1,2396,link,,,21.0765549,92.2209993,260.0,
N1,2397,link,,,21.0745271,92.2220549,259.0,
N1,2398,link,,,21.0735271,92.2226104,146.0,
N1,2399,bridge,B,,21.0728327,92.2232216,110.0,CHOUDORIY PARA RCC GIDER BRIDGE
N1,2400,link,,,21.071666,92.2242216,182.0,
N1,2401,bridge,B,,21.071231875641,92.2242923685897,5.8,GIMON KHALI BRIDGE
N1,2402,bridge,C,,21.0695363333333,92.2245687666666,7.5,GIM - MOGARI BRIDGE
N1,2403,bridge,B,,21.0691104,92.2246382,312.0,RONGI HALI BOX CULVERT
N1,2404,link,,,21.0668882,92.2246104,250.0,
N1,2405,link,,,21.0655833,92.2245549,146.0,
N1,2406,bridge,C,,21.0650556,92.2245271,78.0,RONGI- KHALI RCC GIDER BRIDGE
N1,2407,link,,,21.063,92.2254993,261.0,
N1,2408,link,,,21.0615556,92.2262771,188.0,
N1,2409,link,,,21.0597778,92.2263882,204.0,
N1,2410,link,,,21.0596667,92.2263882,15.0,
N1,2411,link,,,21.0565833,92.2266104,342.0,
N1,2412,bridge,C,,21.0549722,92.2268049,184.0,ALA KHALI KUNA PARA
N1,2413,link,,,21.0513611,92.2302493,648.0,
N1,2414,link,,,21.0513611,92.2305827,38.0,
N1,2415,link,,,21.0513056,92.2317493,125.0,
N1,2416,bridge,C,,21.0512778,92.2323327,64.0,LADA BAZAR BOX CULVERT
N1,2417,link,,,21.0507222,92.2338608,189.0,
N1,2418,link,,,21.0479441,92.2346386,328.0,
N1,2419,link,,,21.0446941,92.2356941,381.0,
N1,2420,link,,,21.0439163,92.2359441,87.0,
N1,2421,bridge,C,,21.0407497,92.2374997,397.0,LADAPARA RCC GIDER BRIDGE
N1,2422,link,,,21.0363608,92.2396941,540.0,
N1,2423,bridge,A,,21.0360552,92.2398608,41.0,NAYAPARA BOX CULVERT
N1,2424,link,,,21.0338608,92.2407774,271.0,
N1,2425,bridge,A,,21.0321104,92.241083,203.0,NAYA PARA BOX CULVERT
N1,2426,bridge,B,,21.0300549,92.2413608,233.0,MOSINNI RCC GIDER BRIDGE
N1,2427,bridge,A,,21.0269438,92.2416941,354.0,NOYA PARA CULVERT
N1,2428,link,,,21.0249993,92.2418608,209.0,
N1,2429,bridge,A,,21.0228882,92.2420274,244.0,Noya Para Bridge
N1,2430,bridge,B,,21.0226104,92.2420552,35.0,JADIMURA (NOYA PARA)BRIDGE
N1,2431,link,,,21.0186104,92.2431386,484.0,
N1,2432,bridge,A,,21.0169993,92.2440274,207.0,JADIMURA BRIDGE.
N1,2433,bridge,A,,21.0150833,92.245333,256.0,Umor khali Bridge
N1,2434,link,,,21.0107222,92.2487219,607.0,
N1,2435,bridge,A,,21.0101389,92.2492497,91.0,DONDO MIA BOX CULVERT
N1,2436,bridge,A,,21.0078889,92.251,316.0,DOMMO MIA BOX CULVERT
N1,2437,bridge,C,,21.0064444,92.2520833,201.0,DHANDO MIA
N1,2438,link,,,21.0029444,92.2531944,424.0,
N1,2439,bridge,B,,20.9990274,92.2537778,445.0,DONDO MIA CHAK POST BRIDGE
N1,2440,link,,,20.9986386,92.2538889,50.0,
N1,2441,bridge,B,,20.9942497,92.2545278,503.0,DOMDO MIA BRIDGE
N1,2442,link,,,20.9940274,92.2546111,34.0,
N1,2443,bridge,B,,20.9875274,92.2545556,742.0,DOMDO MIA
N1,2444,link,,,20.9852774,92.2536389,277.0,
N1,2445,bridge,B,,20.9778049,92.25075,892.0,KARUMTOLI
N1,2446,link,,,20.9775827,92.2506111,32.0,
N1,2447,link,,,20.9769438,92.2502222,76.0,
N1,2448,bridge,B,,20.9732781770034,92.2493761152148,30.4,NOYAPARA RCC GIDER BRIDGE
N1,2449,bridge,B,,20.9697216,92.2485552,861.0,KAKUM TOLI CHACK BOX CULVERT
N1,2450,link,,,20.9682771,92.2488052,174.0,
N1,2451,bridge,A,,20.9673604,92.2491663,119.0,BAROY TOLI RCC GIDER BRIDGE
N1,2452,link,,,20.9671104,92.2494441,42.0,
N1,2453,bridge,A,,20.9649678916913,92.2514288706231,1.2,NOYA PARA CULVERT
N1,2454,bridge,A,,20.9648611,92.2515278,337.0,BORY TOLI SLAB CULVERT
N1,2455,bridge,A,,20.9641892820433,92.2518817702786,1.2,NOYA PARA BOX CULVERT(R)
N1,2456,bridge,A,,20.9622778,92.2528889,323.0,BORYTOLI SLAB CULVERT
N1,2457,bridge,A,,20.9620556,92.2530556,31.0,BARITOLI BOX CULVERT
N1,2458,link,,,20.9606389,92.2535,168.0,
N1,2459,bridge,B,,20.9580833,92.2543056,302.0,NAITOM PARA RCC GIDER BRIDGE
N1,2460,bridge,A,,20.9571000129411,92.2546526588235,1.2,JADIMORH BOX CULVERT
N1,2461,link,,,20.9566667,92.2548056,170.0,
N1,2462,link,,,20.9538889,92.2559722,336.0,
N1,2463,link,,,20.9531667,92.2562778,93.0,
N1,2464,link,,,20.95225,92.2566111,120.0,
N1,2465,link,,,20.9521667,92.2566944,16.0,
N1,2466,bridge,A,,20.94957125079681,92.25817740896414,335.0,NAITANG PARA RCC GIDER BRIDGE
N1,2467,bridge,B,,20.9482774,92.2589167,167.0,NAITOM PARA RCC GIDER BRIDGE
N1,2468,bridge,A,,20.9481536869565,92.2592633282608,1.5,DONDO MIA BOX CULVERT
N1,2469,link,,,20.9481386,92.2593056,46.0,
N1,2470,link,,,20.9459163,92.2603333,330.0,
N1,2471,link,,,20.9445552,92.2603333,187.0,
N1,2472,bridge,B,,20.9436941,92.2603056,99.0,TEKNAF NAITANG RCC GIDER BRIDGE
N1,2473,link,,,20.9373886,92.2623333,752.0,
N1,2474,link,,,20.9371108,92.2624722,40.0,
N1,2475,link,,,20.9361663,92.2628611,109.0,
N1,2476,bridge,A,,20.9361108,92.2628611,12.0,BUS STAND TEKNAF BOX CULVERT
N1,2477,bridge,C,,20.9346663,92.2631667,166.0,BUS STAND TEKNAF BOX CULVERT
N1,2478,bridge,C,,20.934333,92.26325,40.0,YAKNAT BRIDGE
N1,2479,link,,,20.9330549,92.2635,150.0,
N1,2480,bridge,A,,20.9303996793814,92.2639787999999,2.7,DONDOMIA
N1,2481,link,,,20.929666,92.2641111,388.0,
N1,2482,link,,,20.9293327,92.2641389,37.0,
N1,2483,bridge,C,,20.9281373875,92.264301196875,34.8,DONOMIA
N1,2484,link,,,20.9270827,92.2644444,256.0,
N1,2485,bridge,D,,20.9253890280839,92.2649451585301,2.7,DONMIA
N1,2486,link,,,20.9238882,92.2653889,381.0,
N1,2487,link,,,20.9234993,92.2656111,51.0,
N1,2488,link,,,20.9195827,92.268416,530.0,
N1,2489,link,,,20.9194993,92.2684716,17.0,
N1,2490,link,,,20.9189993,92.2686382,55.0,
N1,2491,bridge,A,,20.9188881999999,92.26870765,1.2,KARUNTON BOX CULVERT
N1,2492,link,,,20.9187771,92.2687771,30.0,
N1,2493,bridge,A,,20.91799614,92.2691008942857,6.0,KARUM TOLI SHOTHA (1)
N1,2494,link,,,20.9176382,92.2692493,140.0,
N1,2495,bridge,A,,20.9167064980392,92.2698571431372,6.0,SHOLO BANDOR TAKNAF
N1,2496,link,,,20.9157222,92.2704993,255.0,
N1,2497,link,,,20.9154167,92.2706938,38.0,
N1,2498,bridge,A,,20.9146350810344,92.2712067017241,2.8,KARUMTOLI (3)BOX CULVERT
N1,2499,link,,,20.9136389,92.2718604,232.0,
N1,2500,link,,,20.9132778,92.2721938,83.0,
N1,2501,bridge,B,,20.9126751559322,92.2727211220339,34.3,KARUMTOLI
N1,2502,link,,,20.9123889,92.2729716,118.0,
N1,2503,link,,,20.9122222,92.2729438,26.0,
N1,2504,bridge,A,,20.9116242986547,92.2733424008968,1.3,KARUM TOLI BOX CULVERT
N1,2505,bridge,C,,20.9104284959641,92.2741396026905,23.7,KARUMTOLI BRIDGE
N1,2506,bridge,A,,20.909823120852,92.2745431860986,10.6,KARUM TOLI RCC GIDER BRIDGE
N1,2507,bridge,A,,20.909456906278,92.2747873291479,10.6,KARAN TOLI RCC GIDER BRIDGE
N1,2508,link,,,20.9088889,92.275166,446.0,
N1,2509,link,,,20.9085556,92.2753604,47.0,
N1,2510,link,,,20.90675,92.2764993,238.0,
N1,2511,link,,,20.9059444,92.2771104,123.0,
N1,2512,link,,,20.9048333,92.277916,146.0,
N1,2513,link,,,20.9047222,92.2779716,17.0,
N1,2514,bridge,C,,20.9045718551546,92.2780768381443,17.5,BAROY TOLI RCC GIDER BRIDGE
N1,2515,bridge,C,,20.9036912639175,92.2786932329896,8.3,BAROY TOLI RCC GIDER BRIDGE
N1,2516,link,,,20.9033333,92.2789438,194.0,
N1,2517,bridge,B,,20.9032027737864,92.2790446582524,6.1,BARIY TOLI RCC GIDER BRIDGE
N1,2518,link,,,20.9027222,92.279416,103.0,
N1,2519,bridge,B,,20.9018849327974,92.2798735897106,23.0,NAITAN PARA RCC GIDER BRIDGE
N1,2520,link,,,20.9003333,92.2807216,311.0,
N1,2521,link,,,20.9001111,92.2809716,36.0,
N1,2522,link,,,20.8994441,92.2817216,113.0,
N1,2523,link,,,20.8984719,92.2828604,164.0,
N1,2524,link,,,20.8982219,92.283166,47.0,
N1,2525,link,,,20.8981108,92.2832493,15.0,
N1,2526,link,,,20.8980274,92.283333,22.0,
N1,2527,link,,,20.8977497,92.2836941,53.0,
N1,2528,link,,,20.8969163,92.2854441,210.0,
N1,2529,link,,,20.8967774,92.2857219,33.0,
N1,2530,link,,,20.8965552,92.286083,47.0,
N1,2531,link,,,20.8953608,92.2877219,219.0,
N1,2532,link,,,20.8948052,92.2881941,84.0,
N1,2533,link,,,20.894083,92.2887774,103.0,
N1,2534,link,,,20.8939441,92.2889163,24.0,
N1,2535,link,,,20.8932774,92.2896386,105.0,
N1,2536,link,,,20.8927774,92.2901386,79.0,
N1,2537,link,,,20.8926386,92.2902774,21.0,
N1,2538,link,,,20.8919163,92.2916663,171.0,
N1,2539,link,,,20.8918886,92.2918052,20.0,
N1,2540,link,,,20.891833,92.2923052,56.0,
N1,2541,link,,,20.8889163,92.2982497,742.0,
N1,2542,link,,,20.888833,92.2983886,15.0,
N1,2543,link,,,20.8869441,92.2996386,258.0,
N1,2544,link,,,20.8858608,92.2991941,133.0,
N1,2545,link,,,20.8820271,92.2977774,474.0,
N1,2546,link,,,20.8782216,92.2977774,431.0,
N1,2547,link,,,20.8768604,92.2978886,163.0,
N1,2548,link,,,20.8764993,92.2978886,43.0,
N1,2549,link,,,20.8692771,92.2981386,794.0,
N1,2550,link,,,20.8688604,92.2982219,50.0,
N1,2551,link,,,20.8650278,92.2982497,428.0,
N1,2552,link,,,20.8646667,92.2981941,42.0,
N1,2553,intersection,,,20.8629722,92.298083,178.0,
N1,2554,intersection,,,20.8629167,92.298083,130.0,
N102,1210,intersection,,,23.4789716,91.118166,0.0,
N102,2556,link,,,23.4815827,91.1167771,329.0,
N102,2557,bridge,A,,23.4865823366366,91.1134175204204,3.0,PORISPUR BOX CULVERT
N102,2558,link,,,23.4866663,91.1133611,666.0,
N102,2559,link,,,23.4867219,91.1133056,5.0,
N102,2560,link,,,23.4935274,91.1069167,1000.0,
N102,2561,bridge,A,,23.4937774,91.1064722,64.0,Brorechon
N102,2562,bridge,A,,23.496333,91.1059167,301.0,SHABAR BAZAR
N102,2563,bridge,A,,23.4976941,91.1055833,155.0,ZUMUR BOX CULVERT
N102,2564,link,,,23.5020278,91.1050556,480.0,
N102,2565,link,,,23.5093333,91.0996386,1000.0,
N102,2566,bridge,B,,23.5112222,91.0981108,261.0,DEAB POR SLAB CULVERT
N102,2567,link,,,23.5166389,91.0939441,739.0,
N102,2568,link,,,23.5246104,91.0887774,1056.0,
N102,2569,link,,,23.5322771,91.0834719,1000.0,
N102,2570,bridge,C,,23.5323882,91.0834719,24.0,RAMPUR
N102,2571,link,,,23.5419441,91.0772771,1000.9999999999991,
N102,2572,bridge,A,,23.5421941,91.0742493,456.0000000000009,BARUARA BRIDGE.
N102,2573,link,,,23.5423052,91.0741382,17.0,
N102,2574,link,,,23.5457774,91.0706104,496.0,
N102,2575,bridge,A,,23.5501111,91.0661389,673.0,KONSENOGOR BOX CUL
N102,2576,link,,,23.5523611,91.064,327.0,
N102,2577,link,,,23.5531111,91.0633333,110.0,
N102,2578,bridge,A,,23.5555824089887,91.0615780033707,0.9,CONSUNAGAR SLAB
N102,2579,link,,,23.5590556,91.0591111,890.0,
N102,2580,bridge,A,,23.5605,91.0553056,875.0,HATAMARA BOX CULVERT.
N102,2581,bridge,C,,23.5501944,91.0549722,93.0,HATIMARA (2)SLAB CULVERT
N102,2582,link,,,23.5669438,91.0549167,8.0,
N102,2583,bridge,B,,23.5739730932019,91.0589041898522,6.0,KAKORTOLA CULVERT
N102,2584,link,,,23.5745827,91.05925,1015.0,
N102,2585,link,,,23.5768882,91.041833,989.0,
N102,2586,link,,,23.5813882,91.0357774,988.0,
N102,2587,bridge,A,,23.5825549,91.0352497,160.0,BUGRABUS BOX CULVERT
N102,2588,link,,,23.5858886,91.0283049,864.0000000000018,
N102,2589,link,,,23.58744775805022,91.01909396942392,999.9999999999982,
N102,2590,bridge,A,,23.5879997,91.0158333,354.0,BHIRALLA BOX CULVERT
N102,2591,link,,,23.5902219,91.01,614.0,
N102,2592,bridge,C,,23.5911108,91.0077778,249.0,BARRA BOX CULVERT
N102,2593,link,,,23.5935552,91.0011944,751.0,
N102,2594,bridge,A,,23.5944441,90.9996663,181.0,BARRA (3)BOX CULVERT
N102,2595,bridge,A,,23.5965552,90.9971108,359.0,BARRA 2 BOX CUL
N102,2596,link,,,23.5997219,90.9941386,460.0,
N102,2597,link,,,23.6026111,90.9896108,550.0,
N102,2598,link,,,23.6065556,90.9889997,470.0,
N102,2599,bridge,B,,23.6080278,90.9883608,174.0,BARHA BOX CULVERT
N102,2600,bridge,A,,23.6098404598465,90.9859215237851,2.8,DABIDDAR CULVERT
N102,2601,bridge,A,,23.6102778,90.985333,391.0,Boro Alompur Arch Masonary
N102,2602,link,,,23.6122222,90.9818049,446.0,
N102,2603,bridge,A,,23.6165278,90.9769438,717.0,SAIRCHOR BOX CULVERT
N102,2604,link,,,23.6187493,90.9756104,283.0,
N102,2605,link,,,23.6236104,90.9727771,619.0,
N102,2606,bridge,A,,23.623916,90.9726382,36.0,Bingla Bari Bridge
N102,2607,link,,,23.6268882,90.9710549,344.0,
N102,2608,link,,,23.6269716,90.9709716,15.0,
N102,2609,bridge,A,,23.6341663,90.9707771,836.0,Companigong RCC Girder Bridge
N102,2610,link,,,23.6351941,90.9708049,120.0,
N102,2611,link,,,23.6354719,90.9708327,29.0,
N102,2612,link,,,23.6376108,90.9708882,242.0,
N102,2613,bridge,A,,23.6430552,90.9710827,612.0,Nagorpar Box Culvert
N102,2614,link,,,23.6443886,90.9711104,152.0,
