road,id,model_type,condition,name,lat,lon,length,bridge_name
N208,4291,bridge,A,,24.47419518,91.770249575,6.0,RATAULI BOX CULVERT
N208,4292,bridge,A,,24.4753160084,91.7721055005,1.5,NAYANAGAR BOX CULVERT
N208,4293,link,,,24.4757216,91.7727771,1000.0,
N208,4294,bridge,A,,24.4756382,91.7758049,305.0,BONOVITI BOX CULVERT
N208,4295,link,,,24.4757216,91.7757216,515.0,
N208,4296,link,,,24.4809716,91.7777216,180.0,
N208,4297,bridge,A,,24.4852497,91.7766382,509.0,PURBO SULTANPUR CULVERT
N208,4298,link,,,24.4854163,91.7766104,17.0,
N208,4299,link,,,24.489333,91.7751104,474.0,
N208,4300,link,,,24.4909719,91.7744993,190.0,
N208,4301,bridge,A,,24.4936941,91.7742216,310.0,MONU PC GIRDER BRIDGE
N208,4302,link,,,24.4948608,91.7734438,150.0,
N208,4303,link,,,24.4978886,91.7734993,350.0,
N208,4304,bridge,A,,24.5004594350734,91.7783028721044,8.5,ISLAMPUR CULVERT
N208,4305,bridge,A,,24.5006389,91.7786382,613.0,CHANALE BOX CULVERT
N208,4306,link,,,24.5017778,91.7823327,387.0,
N208,4307,bridge,A,,24.5028056,91.7859441,383.0,ISLAMPUR BOX CULVERT
N208,4308,bridge,A,,24.503549793446,91.7901272894291,2.5,RAISREE CULVERT
N208,4309,link,,,24.5036111,91.7904719,473.0,
N208,4310,link,,,24.5036389,91.7907774,29.0,
N208,4311,bridge,A,,24.5031944,91.7970274,644.0,RAISREE SETU BOX CULVERT
N208,4312,link,,,24.5028056,91.8006111,356.0,
N208,4313,bridge,A,,24.5027222,91.8011667,59.0,TALTOLA BOX CULVERT
N208,4314,link,,,24.5026944,91.8017222,56.0,
N208,4315,link,,,24.5015556,91.8103611,885.0,
N208,4316,bridge,A,,24.5007778,91.8167216,700.0,KADOM HATE BOX CULVERT
N208,4317,link,,,24.5018333,91.8195271,300.0,
N208,4318,bridge,C,,24.50375,91.8243327,538.0,ASRAFUL KAPUL
N208,4319,link,,,24.5038889,91.8246382,39.0,
N208,4320,link,,,24.50525,91.8280271,373.0,
N208,4321,bridge,A,,24.5055278,91.828916,99.0,ASRAKAPUL BOX CULVERT
N208,4322,bridge,A,,24.5066389,91.8320827,339.0,MOLAL BOX CULVERT
N208,4323,link,,,24.5093333,91.836833,562.0,
N208,4324,bridge,A,,24.5126667,91.841833,634.0,CHATURACAHEL BOX CULVERT
N208,4325,bridge,A,,24.5134722,91.8431941,169.0,Chatura Box Culvert
N208,4326,link,,,24.51425,91.8444719,162.0,
N208,4327,bridge,A,,24.5160278,91.8474997,366.0,GOBINDO PATI BOX CULVERT
N208,4328,link,,,24.5176382,91.8535,634.0,
N208,4329,link,,,24.517666,91.8536389,18.0,
N208,4330,bridge,A,,24.5179438,91.8599722,643.0,GOBINDO PATI BOX CULVERT
N208,4331,link,,,24.5179716,91.8599722,9.0,
N208,4332,link,,,24.5204438,91.8619167,330.0,
N208,4333,bridge,B,,24.5240827,91.8640833,462.0,MOYNAR DOKAN BOX CULVERT
N208,4334,link,,,24.525666,91.865,203.0,
N208,4335,bridge,A,,24.5268049,91.8656667,144.0,MAHASOHOSRO BOX CULVERT
N208,4336,link,,,24.5337497,91.869166,856.0,
N208,4337,bridge,A,,24.5342497,91.8692493,60.0,PONIGRAM BOX CULVERT
N208,4338,bridge,B,,24.5357774,91.8696104,172.0,PONNIGRAM BOX CULVERT
N208,4339,link,,,24.5410552,91.8741382,768.0,
N208,4340,bridge,A,,24.541583,91.874666,81.0,VINAAJURI BOX CULVERT
N208,4341,bridge,A,,24.5437635299019,91.8765472294117,11.2,CHODURI BARI BOX CULVERT
N208,4342,link,,,24.5444163,91.8771104,408.0,
N208,4343,link,,,24.5484441,91.8796104,511.0,
N208,4344,link,,,24.552,91.8809716,425.0,
N208,4345,link,,,24.5570833,91.8820827,575.0,
N208,4346,bridge,A,,24.5578056,91.8821938,86.0,UDNACHARA BRIDGE
N208,4347,link,,,24.558,91.8822493,22.0,
N208,4348,link,,,24.5656944,91.8848608,892.0,
N208,4349,bridge,A,,24.5681382,91.8859441,295.0,Kuchimora Bridge
N208,4350,link,,,24.5684438,91.8861386,71.0,
N208,4351,bridge,A,,24.5719993,91.8884441,433.0,TALJURI BOX CULVERT
N208,4352,bridge,B,,24.573166,91.8888608,144.0,TAI JURI BOX CULVERT
N208,4353,link,,,24.5738621125,91.88910648965518,57.0,
N208,4354,link,,,24.5759993,91.8898608,175.0,
N208,4355,bridge,A,,24.5773049,91.8906386,254.0,BRAMMON GRAM BOX CULVERT
N208,4356,link,,,24.5818604,91.8931941,571.0,
N208,4357,bridge,B,,24.5819993,91.8932497,35.0,KARIMPUR BOX CULVERT
N208,4358,bridge,A,,24.5884441,91.894833,733.0,KARIMPUR BOX CULVERT
N208,4359,link,,,24.5898886,91.8956108,178.0,
N208,4360,link,,,24.5902774,91.8960552,54.0,
N208,4361,bridge,A,,24.5930552,91.8979997,344.0,KARIMPUR BOX CULVERT
N208,4362,bridge,A,,24.5958052,91.898583,334.0,KARIMPUR BOX CULVERT
N208,4363,bridge,A,,24.5966108,91.8988608,132.0,GOYESPUR
N208,4364,link,,,24.5981386,91.8992497,177.0,
N208,4365,link,,,24.5983886,91.899333,13.0,
N208,4366,link,,,24.6011389,91.9003333,322.0,
N208,4367,bridge,A,,24.6033544798099,91.9013600653206,4.5,TIKERPAR BOX CULVERT
N208,4368,bridge,C,,24.6045556,91.9019167,421.0,Kutalpur Bridge
N208,4369,link,,,24.6067222,91.9029722,257.0,
N208,4370,bridge,B,,24.6079722,91.9035,150.0,TIKERPAR BOX CULVERT
N208,4371,bridge,A,,24.6116389,91.9049167,441.0,DAMY BRIDGE
N208,4372,link,,,24.612,91.9050556,46.0,
N208,4373,bridge,B,,24.6133056,91.9056111,161.0,CHAN BAG CULVERT
N208,4374,link,,,24.61475,91.9062222,182.0,
N208,4375,bridge,A,,24.6156944,91.9066111,111.0,UTTAR BAG BOX CULVERT
N208,4376,link,,,24.623416,91.9078056,869.0,
N208,4377,link,,,24.6239716,91.9079444,40.0,
N208,4378,bridge,B,,24.6247493,91.9081111,91.0,KALAMOA BOX CULVERT
N208,4379,bridge,A,,24.6249716,91.9081667,28.0,MOTOP PUR BRIDGE
N208,4380,link,,,24.6281938,91.9090556,106.0,
N208,4381,bridge,A,,24.6302216,91.9096111,506.0,RAJAPUR BOX CULVERT
N208,4382,bridge,B,,24.6313604,91.9093333,147.0,RAJAPUR BOX CULVERT
N208,4383,bridge,A,,24.632416,91.9104167,112.0,RAJAPUR BOX CULVERT
N208,4384,link,,,24.6325827,91.9104444,20.0,
N208,4385,bridge,A,,24.6343052,91.9129167,330.0,KHALAI KUL BOX CULVERT
N208,4386,bridge,A,,24.6350410278145,91.9134225609271,4.6,HOLDIKUL BOX CULVERT
N208,4387,link,,,24.6365274,91.9144444,302.0,
N208,4388,bridge,B,,24.637081747826,91.9146634043478,3.0,LALA PUR BOX CULVERT
N208,4389,bridge,A,,24.6387774,91.9153333,276.0,KHALAI KUL BOX CULVERT
N208,4390,link,,,24.6397497,91.9158056,92.0,
N208,4391,bridge,A,,24.6417219,91.91625,227.0,LALAPUR BOX CULVERT
N208,4392,bridge,A,,24.6426108,91.9163333,104.0,LALAPUR BOX CULVERT
N208,4393,bridge,A,,24.6448608,91.9167771,258.0,AUKNRZGHAT CULVERT
N208,4394,link,,,24.6451108,91.9168604,30.0,
N208,4395,link,,,24.6483608,91.917916,381.0,
N208,4396,bridge,A,,24.6486663,91.9180549,39.0,CHILARCHOK CULVERT
N208,4397,bridge,A,,24.6515,91.9218882,502.0,CHILAR CHOK BOX CULVERT
N208,4398,link,,,24.6543056,91.9239716,399.0,
N208,4399,link,,,24.6548056,91.9240827,60.0,
N208,4400,bridge,A,,24.6558056,91.9243604,118.0,MIRZAPUR BOX CULVERT
N208,4401,bridge,A,,24.6574722,91.9253327,216.0,Mirzapur box culvert
N208,4402,bridge,A,,24.6580180704318,91.9254406734219,3.0,Mirzapur box culvert
N208,4403,bridge,A,,24.66,91.9258327,301.0,MIRJAPUR BOX CULVERT
N208,4404,link,,,24.6614722,91.9256938,180.0,
N208,4405,bridge,A,,24.6643611,91.9257771,321.0,Kacha bahor
N208,4406,bridge,A,,24.6666389,91.9264993,249.0,PALBARI CULVERT
N208,4407,bridge,A,,24.6668604,91.9267771,60.0,FENCHUGANJ BRIDGE
N208,4408,link,,,24.6680271,91.927416,144.99999999999636,
N208,4409,link,,,24.6682216,91.9275549,27.000000000003638,
N208,4410,link,,,24.6697216,91.9282493,183.0,
N208,4411,bridge,A,,24.6700271,91.9283604,39.0,Karmada culvert
N208,4412,bridge,A,,24.673416,91.9294993,394.0,KARMADA BOX CULVERT
N208,4413,link,,,24.6782493,91.9300827,547.0,
N208,4414,bridge,A,,24.6809438,91.9302771,299.0,FARIDPUR CULVERT
N208,4415,bridge,A,,24.6827771,91.9303882,205.0,FARIDPURBOX CULVERT
N208,4416,bridge,A,,24.6848886,91.9304993,239.0,FARIDPUR BOX CULVERT
N208,4417,bridge,A,,24.6859719,91.930666,122.0,FARIDPUR BOX CULVERT
N208,4418,link,,,24.6869163,91.9309438,115.0,
N208,4419,bridge,C,,24.6884163,91.9313604,180.0,LUTPURBOX CULVERT
N208,4420,bridge,A,,24.6884719,91.9314438,85.0,IUTPUR BOX CULVERT
N208,4421,bridge,A,,24.6897219,91.9317216,65.0,NURPUR CULVERT
N208,4422,bridge,A,,24.6913608,91.9323327,199.0,NURPUR BOX CULVERT
N208,4423,bridge,A,,24.6925274,91.9331104,155.0,NURPUR
N208,4424,link,,,24.6934997,91.933583,121.0,
N208,4425,bridge,A,,24.6937432846153,91.9334248307692,257.6,KUSIARA BRIDGE
N208,4426,link,,,24.695083,91.9325549,195.0,
N208,4427,bridge,A,,24.6961108,91.9318327,138.0,Kushiara culvert
N208,4428,link,,,24.6981386,91.930416,270.0,
N208,4429,bridge,B,,24.7025746324324,91.9290493339527,19.0,MOLIKPUR BOX CULVERT
N208,4430,link,,,24.7032778,91.9288327,592.0,
N208,4431,link,,,24.7055833,91.9287771,268.0,
N208,4432,link,,,24.7120833,91.9285827,732.0,
N208,4433,bridge,C,,24.7172493,91.9283327,579.0,Elaspur steal deck
N208,4434,link,,,24.718416,91.9283049,131.0,
N208,4435,link,,,24.7210271,91.9288327,290.0,
N208,4436,bridge,A,,24.7212771,91.9288882,31.0,KALPARA BOX CULVERT
N208,4437,link,,,24.7248882,91.9284716,399.0,
N208,4438,link,,,24.7332216,91.9266938,956.0,
N208,4439,link,,,24.7336386,91.9265271,44.0,
N208,4440,bridge,B,,24.7416941,91.923416,950.0,KUTALPUR BAZER
N208,4441,link,,,24.7425552,91.9231382,50.0,
N208,4442,bridge,B,,24.7440140336192,91.9226249174957,12.0,KUTALPUR
N208,4443,link,,,24.7470552,91.9215549,583.0,
N208,4444,link,,,24.7506389,91.9203049,417.0,
N208,4445,bridge,D,,24.7514980282296,91.9199961492823,36.4,KUTALPUR
N208,4446,link,,,24.7524167,91.919666,209.0,
N208,4447,link,,,24.7549167,91.9188049,285.0,
N208,4448,link,,,24.7551944,91.9187216,42.0,
N208,4449,link,,,24.7593056,91.9172771,474.0,
N208,4450,bridge,B,,24.7659215057,91.9151637269,31.6,DHARAMPUR
N208,4451,link,,,24.7679993,91.9145,1000.0,
N208,4452,bridge,A,,24.7693882,91.9140833,160.0,HAJIGANJ
N208,4453,link,,,24.7696382,91.9140278,32.0,
N208,4454,link,,,24.7767216,91.9126944,808.0,
N208,4455,bridge,A,,24.778916,91.9118056,265.0,HAJIGONJ
N208,4456,bridge,A,,24.7792216,91.9116944,34.0,MAHAMODA BAD
N208,4457,link,,,24.7854163,91.9097778,701.0,
N208,4458,link,,,24.7868886,91.9095278,162.0,
N208,4459,link,,,24.7928886,91.9097778,680.0,
N208,4460,link,,,24.7931386,91.9098056,34.0,
N208,4461,link,,,24.7943052,91.9099722,124.0,
N208,4462,bridge,A,,24.8001608595,91.91226345,20.8,MOGLA BAZER
N208,4463,link,,,24.8026111,91.9132222,1000.0,
N208,4464,link,,,24.8035556,91.9135833,115.0,
N208,4465,link,,,24.80379200858757,91.91351123717514,28.0,
N208,4466,link,,,24.8110278,91.9113056,857.0,
N208,4467,link,,,24.8191382,91.9014722,1000.0,
N208,4468,bridge,A,,24.8243342277777,91.9014922777777,3.0,NAIKHAI BOX CULVERT
N208,4469,link,,,24.8263327,91.9015,990.0,
N208,4470,bridge,A,,24.8275549,91.9007778,155.0,JALKER KANDI
N208,4471,link,,,24.8286938,91.9000556,230.0,
N208,4472,link,,,24.83458573073593,91.89835436623376,615.0,
N208,4473,link,,,24.835333,91.8981386,78.0,
N208,4474,link,,,24.8354719,91.8979719,25.0,
N208,4475,link,,,24.8425552,91.895583,897.0,
N208,4476,intersection,,,24.8479997,91.896583,677.0,
N208,4477,link,,,24.8495274,91.8949163,243.0,
N208,4478,link,,,24.8557778,91.8881108,1000.0,
N208,4479,bridge,A,,24.8586061783783,91.8850362789189,3.0,SIB BARI BOX CULVERT
N208,4480,link,,,24.8615278,91.8818604,925.0,
N208,4481,link,,,24.8618889,91.8810271,85.0,
N208,4482,link,,,24.8694993,91.8760271,1000.0,
N208,4483,bridge,B,,24.8780833333333,91.8753333333333,5.6,KADAM TALI BOX CULVERT
N208,3824,intersection,,,24.87784884913793,91.87557391336208,900.0,
R151,1419,intersection,,,22.8939997,91.5346941,0.0,
R151,4513,link,,,22.8946941,91.5357219,135.0,
R151,4514,link,,,22.8952774,91.5365274,117.0,
R151,4515,link,,,22.9001111,91.5396108,678.0,
R151,4516,bridge,B,,22.90025,91.5396941,20.0,PRBU HINDULI CULVERT
R151,4517,bridge,B,,22.9034444,91.5401108,355.0,PRBU HIRDUL STABCULVERT
R151,4518,link,,,22.9089722,91.5402497,625.0,
R151,4519,bridge,B,,22.9111667,91.5406941,252.0,TALTULY SLAB CULVERT
R151,4520,link,,,22.9141667,91.5434997,428.0,
R151,4521,bridge,B,,22.9157222,91.5451108,255.0,FURBU HINGULI BRIDGE
R151,4522,link,,,22.9175549,91.5475274,320.0,
R151,4523,link,,,22.9176382,91.5476663,19.0,
R151,4524,link,,,22.9199716,91.5506111,406.0,
R151,4525,bridge,B,,22.9213049,91.5508611,155.0,TELI GRAM BRIDGE
R151,4526,link,,,22.921416,91.5508889,10.0,
R151,4527,bridge,B,,22.9238604,91.5513889,276.99999999999955,LAXMISORA BRIDGE
R151,4528,link,,,22.9239993,91.5514167,18.00000000000091,
R151,4529,bridge,B,,22.926166,91.5521111,254.99999999999955,KORER HAT BAZER
R151,4530,intersection,,,22.929416,91.5526944,353.0,
R151,4531,intersection,,,22.9298049,91.5528333,42.0,
R151,4532,bridge,C,,22.929416,91.5585833,398.0,KARER HAT BAZAR
R151,4533,bridge,A,,22.9293459835255,91.5597269210873,3.1,SULTURBA CULVERT
R151,4534,link,,,22.929166,91.5626667,607.0,
R151,4535,link,,,22.9290549,91.5649722,240.0,
R151,4536,link,,,22.9282771,91.5670271,215.0,
R151,4537,link,,,22.9273882,91.5686382,210.0,
R151,4538,link,,,22.9264993,91.5717216,335.0,
R151,4539,bridge,A,,22.9261382,91.5776104,620.0,KORER HAT FOREST GATE
R151,4540,bridge,A,,22.9262216,91.5794438,185.0,GEAMARA CULVERT
R151,4541,link,,,22.9264993,91.5814716,195.0,
R151,4542,bridge,A,,22.9265827,91.5819993,58.0,SAMNER GIL CULVERT
R151,4543,bridge,A,,22.9265964425787,91.5821055860569,6.0,SAMNERGAL CULVERT
R151,4544,link,,,22.927416,91.5884441,667.0,
R151,4545,bridge,C,,22.9274323636363,91.5886277392727,2.7,NURALIPUL CULVERT
R151,4546,link,,,22.927666,91.5912497,275.0,
R151,4547,link,,,22.9238882,91.5993052,1000.0,
R151,4548,link,,,22.9225271,91.6021944,448.0,
R151,4549,link,,,22.9226938,91.6023889,26.0,
R151,4550,link,,,22.9230549,91.6039167,171.0,
R151,4551,link,,,22.9232216,91.6041389,29.0,
R151,4552,link,,,22.9229716,91.6070833,326.0,
R151,4553,bridge,C,,22.9230271,91.6073889,33.0,TULATULI BRIDGE
R151,4554,link,,,22.9230827,91.6076667,30.0,
R151,4555,bridge,C,,22.9229851787234,91.6079710723404,30.2,BUR CAAMP BRIDGE
R151,4556,bridge,B,,22.922166,91.6105278,329.0,TULATULI BRIDGE
R151,4557,link,,,22.9222771,91.6107222,24.0,
R151,4558,bridge,C,,22.9222530783783,91.6108678486486,30.2,BANGRA TABOR
R151,4559,link,,,22.9218327,91.6134167,555.0,
R151,4560,link,,,22.9215827,91.6137222,44.0,
R151,4561,bridge,C,,22.9214707133,91.6138499366999,49.8,KALAPANI BRIDGE
R151,4562,link,,,22.91625,91.6198049,1000.0,
R151,4563,link,,,22.9148611,91.6201104,159.0,
R151,4564,link,,,22.9146667,91.6202493,27.0,
R151,4565,link,,,22.9144167,91.6206382,48.0,
R151,4566,link,,,22.91125,91.6226938,466.0,
R151,4567,link,,,22.9099167,91.6232216,176.0,
R151,4568,link,,,22.9096667,91.6235549,44.0,
R151,4569,bridge,A,,22.9091319874999,91.6239195125,22.2,NIHARKANTI BRIDGE
R151,4570,link,,,22.9090556,91.6239716,80.0,
R151,4571,bridge,C,,22.9068611,91.6231104,270.0,KALAPANI BRIDGE
R151,4572,link,,,22.9066389,91.6230549,27.0,
R151,4573,link,,,22.9050833,91.6285271,703.0,
R151,4574,bridge,A,,22.9048611,91.628666,26.0,KOILA PARA
R151,4575,link,,,22.9047222,91.6288604,26.0,
R151,4576,link,,,22.90275,91.6310827,328.0,
R151,4577,link,,,22.9024444,91.634833,415.0,
R151,4578,link,,,22.9024444,91.6350274,20.0,
R151,4579,bridge,A,,22.902423625,91.636506625,21.25,BALUTILA BAZAR
R151,4580,link,,,22.9024167,91.6369997,120.0,
R151,4581,bridge,A,,22.8991386,91.6451941,20.0,KOILA BAZAR
R151,4582,link,,,22.8991663,91.6452774,45.0,
R151,4583,link,,,22.8993052,91.6458608,1000.0,
R151,4584,bridge,A,,22.8976066705882,91.6462651470588,15.25,FULLCHAR
R151,4585,link,,,22.8975552,91.6462774,68.0,
R151,4586,link,,,22.8974997,91.6463608,16.0,
R151,4587,link,,,22.8965552,91.6536389,916.0,
R151,4588,link,,,22.8943608,91.6625556,1000.0,
R151,4589,link,,,22.8916941,91.671416,1000.0,
R151,4590,link,,,22.8921108,91.6730827,178.0,
R151,4591,link,,,22.8921386,91.673166,12.0,
R151,4592,link,,,22.8925274,91.6744438,133.0,
R151,4593,link,,,22.8904997,91.6766104,315.0,
R151,4594,link,,,22.8897219,91.676666,92.0,
R151,4595,link,,,22.8818049,91.6814716,1040.0,
R151,4596,bridge,C,,22.8773327,91.6882497,900.0,HEAKU BAZAR
R151,4597,link,,,22.8767771,91.6890274,100.0,
R151,4598,link,,,22.8757216,91.6906108,202.0,
R151,4599,link,,,22.8731938,91.6957219,588.0,
R151,4600,link,,,22.8727771,91.6972219,220.0,
R151,4601,bridge,C,,22.8707216,91.6975552,234.0,HEAKO
R151,4602,link,,,22.8705549,91.6975274,21.0,
R151,4603,link,,,22.8646111,91.6988886,745.0,
R151,4604,bridge,C,,22.8626667,91.6997774,246.0,BATTAL
R151,4605,link,,,22.85775,91.7024444,639.0,
R151,4606,link,,,22.8565,91.7029167,115.0,
R151,4607,bridge,C,,22.8529722,91.7060556,566.0,Datmara Bridge
R151,4608,bridge,C,,22.8529722,91.7060556,566.0,SHANTIR HAT
R151,4609,link,,,22.8528889,91.7060833,16.0,
R151,4610,bridge,C,,22.8509486772727,91.7071494566985,12.0,KANDIR HAT
R151,4611,link,,,22.8498052,91.7077778,418.0,
R151,4612,link,,,22.8447219,91.7118333,770.0,
R151,4613,link,,,22.8441663,91.7131667,160.0,
R151,4614,link,,,22.8436108,91.7136111,70.0,
R151,4615,bridge,C,,22.8418082018,91.714317118,10.0,NARAYAN HAT BOX CULVERT
R151,4616,link,,,22.8355274,91.7167771,1000.0,
R151,4617,link,,,22.8316938,91.7175271,433.0,
R151,4618,bridge,D,,22.8315549,91.7175827,18.0,NARAYAN HAT
R151,4619,link,,,22.8265827,91.7178882,549.0,
R151,4620,link,,,22.8178327,91.7190549,985.0,
R151,4621,bridge,C,,22.8159722,91.7189716,216.0,NARAYANPUR BAILEY WITH STEEL DECK
R151,4622,link,,,22.8119722,91.7187493,541.0,
R151,4623,link,,,22.8116944,91.7185827,41.0,
R151,4624,link,,,22.8114167,91.7183327,36.0,
R151,4625,link,,,22.81018055,91.7181799,166.0,
R151,4626,bridge,A,,22.8096741753012,91.7181173072289,42.67,Gozaria Bridge
R151,4627,link,,,22.8089444,91.7180271,166.0,
R151,4628,link,,,22.8048056,91.7181382,412.0,
R151,4629,link,,,22.8011389,91.7191104,432.0,
R151,4630,bridge,C,,22.8000833,91.719166,119.99999999999636,NARAYANPUR KANDI BOX CULVERT
R151,4631,link,,,22.799583,91.7191104,57.00000000000364,
R151,4632,bridge,C,,22.7970859065613,91.7190226114216,25.0,MIZZAR HAT BAILEY WITH STEEL DECK
R151,4633,link,,,22.7924719,91.7188604,823.0,
R151,4634,link,,,22.7923886,91.7187771,11.0,
R151,4635,bridge,C,,22.7922774,91.7187493,14.0,MATIKATA
R151,4636,bridge,C,,22.7895865100775,91.7186557118863,10.0,MIZZAR HAT RCC GIDER BRIDGE
R151,4637,link,,,22.789083,91.7186382,387.0,
R151,4638,link,,,22.7871108,91.7194716,248.0,
R151,4639,link,,,22.7869441,91.7197216,33.0,
R151,4640,bridge,C,,22.7870269610169,91.7200982372881,3.0,MIZZAR HAT BOX CULVERT
R151,4641,bridge,C,,22.7873998355932,91.7217931050847,31.0,MIZZAR HAT BAILEY WITH STEEL DECK
R151,4642,link,,,22.7875552,91.7224993,413.0,
R151,4643,link,,,22.7800549,91.7266104,1004.0,
R151,4644,link,,,22.7720549,91.7293049,1017.0,
R151,4645,link,,,22.7662222,91.7298327,506.0,
R151,4646,link,,,22.76525,91.7311938,234.0,
R151,4647,link,,,22.7646667,91.7324438,138.0,
R151,4648,bridge,A,,22.7646261875,91.7324964604166,2.5,PODDAR PARA BOX CULVERT
R151,4649,link,,,22.7643889,91.7328049,48.0,
R151,4650,link,,,22.7634444,91.7331104,117.0,
R151,4651,bridge,C,,22.7610921541582,91.7338947123732,12.4,PODAR PARA BOX CULVERT
R151,4652,bridge,C,,22.7602224858012,91.7341846870182,4.5,KAGIR HAT RCC BRIDGE
R151,4653,link,,,22.7593611,91.7344719,493.0,
R151,4654,link,,,22.7564722,91.7349719,322.0,
R151,4655,bridge,C,,22.7560123371237,91.7351474852842,12.5,KAGIR HAT BOX CULVERT
R151,4656,link,,,22.7518889,91.7367219,598.0,
R151,4657,link,,,22.7487219,91.7381108,402.0,
R151,4658,bridge,C,,22.7480274,91.7422497,500.0,PUDAP PARA SLAB CULVERT
R151,4659,link,,,22.7469441,91.7461663,485.0,
R151,4660,link,,,22.7463886,91.7481386,233.0,
R151,4661,link,,,22.7422497,91.7531944,924.0,
R151,4662,link,,,22.74147428895705,91.75407717300614,70.0,
R151,4663,bridge,C,,22.7404441,91.75525,93.0,KAZIR HAT BOX CULVERT
R151,4664,link,,,22.7400552,91.7567222,161.0,
R151,4665,link,,,22.738083,91.7575556,246.0,
R151,4666,link,,,22.7368052,91.7580556,509.0,
R151,4667,link,,,22.7353608,91.7587778,71.0,
R151,4668,link,,,22.7341108,91.7598056,102.0,
R151,4669,link,,,22.7319993,91.7603889,232.0,
R151,4670,link,,,22.7303327,91.7607222,168.0,
R151,4671,link,,,22.7282216,91.7606111,390.0,
R151,4672,link,,,22.7238327,91.7615833,361.0,
R151,4673,link,,,22.7233882,91.7618056,54.0,
R151,4674,link,,,22.7217216,91.7620833,213.0,
R151,4675,link,,,22.7205827,91.7629722,190.0,
R151,4676,link,,,22.7199993,91.7631111,200.0,
R151,4677,link,,,22.718666,91.7636944,96.0,
R151,4678,link,,,22.7151111,91.7670827,527.0,
R151,4679,bridge,C,,22.7139057900584,91.7682198111111,4.5,MIZZAR HAT BOX CULVERT
R151,4680,link,,,22.7136389,91.7684716,342.0,
R151,4681,bridge,C,,22.7136502997107,91.7703943717454,3.0,POTICCHARI SLAB CULVERT
R151,4682,link,,,22.7136944,91.7778327,1037.0,
R151,4683,link,,,22.7135,91.7778882,100.0,
R151,4684,bridge,C,,22.71252649,91.7787853471795,3.0,FATICTCHHARI BOX CULVERT
R151,4685,bridge,C,,22.7098675,91.7812357641025,1.0,FATICTCHHARI SLAB CULVERT
R151,4686,link,,,22.7078333,91.7831104,390.0,
R151,4687,link,,,22.7081944,91.7840274,428.0,
R151,4688,sourcesink,,SoSi6,22.7082222,91.784083,80.0,
R170,1712,intersection,,,22.291833,91.9823327,0.0,
R170,4690,bridge,A,,22.2892497,91.9783327,637.0,PAIK PARA BOX CULVERT
R170,4691,link,,,22.287333,91.9782771,216.0,
R170,4692,link,,,22.286083,91.9787771,147.0,
R170,4693,bridge,A,,22.2855274,91.9787771,64.0,PORIR DIGHIR PARA CULVERT
R170,4694,link,,,22.2842497,91.9787216,148.0,
R170,4695,link,,,22.2830271,91.9774438,213.0,
R170,4696,link,,,22.2795549,91.9747216,575.0,
R170,4697,bridge,C,,22.2793604,91.973916,93.0,BATIXIN BRIDGE
R170,4698,bridge,A,,22.2777493,91.9730827,238.0,YATIKIAN SLAB CULVERT
R170,4699,bridge,A,,22.2762771,91.9725827,173.0,SRIMATIOVER BOX CULVERT
R170,4700,link,,,22.2761104,91.9724993,21.0,
R170,4701,bridge,A,,22.2738327,91.9725827,258.0,VATIKHINHI BOX CULVERT
R170,4702,bridge,A,,22.272166,91.9728882,197.0,VATIKHAIN BOX CULVERT
R170,4703,link,,,22.2719993,91.9730549,20.0,
R170,4704,bridge,A,,22.2705549,91.9733882,165.0,VATIKHIN BAILEY WITH STEEL DECK
R170,4705,link,,,22.2690271,91.9734993,177.0,
R170,4706,bridge,A,,22.2688599480243,91.9735001449848,1.8,VATIKHAIN BOX CULVERT
R170,4707,link,,,22.2635278,91.9735271,658.0,
R170,4708,bridge,C,,22.2622778,91.9719993,243.0,ALAMDARPARA BOX CULVERT
R170,4709,bridge,D,,22.2584444,91.9700271,519.0,SHATORA RCC GIDER BRIDGE
R170,4710,link,,,22.2565,91.9689438,238.0,
R170,4711,bridge,A,,22.255,91.9679993,200.0,SATORA BOX CULVERT
R170,4712,bridge,A,,22.2496941,91.9654444,668.0,BORIA RCC GIDER BRIDGE
R170,4713,link,,,22.2486108,91.9646111,132.0,
R170,4714,link,,,22.2468886,91.9619722,403.0,
R170,4715,link,,,22.246333,91.9613056,107.0,
R170,4716,link,,,22.2449163,91.9570556,490.0,
R170,4717,link,,,22.2439163,91.9557222,180.0,
R170,4718,link,,,22.2418886,91.9517778,515.0,
R170,4719,link,,,22.2414719,91.9488608,305.0,
R170,4720,link,,,22.2414719,91.9477774,162.0000000000009,
R170,4721,bridge,A,,22.2416108,91.9449441,242.9999999999991,MURALI
R170,4722,link,,,22.2410552,91.9439441,122.0,
R170,4723,link,,,22.2411108,91.9438886,13.0,
R170,4724,link,,,22.2419441,91.9401663,460.0,
R170,4725,link,,,22.2414719,91.9374163,295.0,
R170,4726,link,,,22.2401108,91.9312493,705.0,
R170,4727,link,,,22.2388052,91.9291938,265.0,
R170,4728,link,,,22.2384719,91.9285827,195.0,
R170,4729,link,,,22.2337219,91.9270271,540.0,
R170,4730,bridge,A,,22.2332493,91.9250827,228.0,BINGUL BOX CULVERT
R170,4731,bridge,A,,22.2330271,91.9231938,198.0,BINGUL SLAB CULVERT
R170,4732,bridge,C,,22.2329716,91.9230549,19.0,DUMURIA RCC GIDER BRIDGE
