,prob_A,prob_B,prob_C,prob_D,Run,Average driving time,Probs,Worst bridge delay,Worst bridge name
30,0.0,0.05,0.1,0.2,30,1347.9835133598635,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",141.75607025174503,Mokam Bazar Box Culvert
31,0.0,0.05,0.1,0.2,31,1236.9990200255645,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",141.83936709650118,MANDAR GRAM BOX CULVERT
32,0.0,0.05,0.1,0.2,32,1083.1231227504034,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",140.83805656046698,KORER HAT BAZER
33,0.0,0.05,0.1,0.2,33,1314.6365167811325,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",141.7101974467999,PACH GORIA SLAB CULVERT
34,0.0,0.05,0.1,0.2,34,953.7096265123619,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",141.3577301332589,POLARGHAT BAZAR BRIDGE
35,0.0,0.05,0.1,0.2,35,1292.9418849744054,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",141.2863110326519,ROJUBPUR BRIDGE BOX CULVERT
36,0.0,0.05,0.1,0.2,36,1275.1990141448778,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",142.3834758318347,SHANTIR HAT
37,0.0,0.05,0.1,0.2,37,1125.824704018676,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",141.83123397717526,LAXMISORA BRIDGE
38,0.0,0.05,0.1,0.2,38,1172.1765300961051,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",141.18254547753077,Kutalpur Bridge
39,0.0,0.05,0.1,0.2,39,1206.1351087325859,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",141.27533117316025,UKLIA-SHAHABMARKAT
