,0,1
590,92.0766678,21.7663835
591,92.0795355,21.7693907
592,92.414939,21.7586262
593,92.0705902,21.7575313
594,92.0617215,21.7587723
595,92.0725493,21.7691443
596,92.0816686,21.7711659
597,92.4096692,21.7750821
598,92.41012,21.7892614
599,92.0437164,21.7804629
600,92.0078643,21.7528755
601,91.9781019,21.7529056
602,92.0078525,21.7533113
603,92.0077548,21.7610707
604,91.9702103,21.7670242
605,92.0078291,21.7615318
606,92.0029671,21.771662
607,91.9696533,21.7674761
608,92.002554,21.7720008
609,91.9674395,21.7768013
610,92.409199,21.7766965
611,92.0581746,21.8069932
612,92.0770414,21.8045028
613,92.0740233,21.8155961
614,92.4335411,21.8136371
615,92.4801203,21.8163072
616,91.967316,21.777699
617,91.9874559,21.7963944
618,91.985746,21.7971833
619,91.9696144,21.811665
620,91.9696116,21.8118575
621,91.9695985,21.8306807
622,91.9695985,21.8306807
623,91.9695985,21.8306807
624,91.9695985,21.8306807
625,91.9695985,21.8306807
626,91.9695985,21.8306807
627,92.4360165,21.8160968
628,92.3982604,21.8282802
629,92.2362814,22.0025308
630,92.2702643,22.0626453
631,92.3247968,21.9115557
632,92.0610355,21.9031533
633,92.0678905,21.9558613
634,91.8982106,21.5205895
635,91.8894615,21.8557778
636,91.8894615,21.8557778
637,91.8895159,21.8560809
638,91.8895159,21.8560809
639,91.8894615,21.8557778
640,91.8895159,21.8560809
641,91.88536,21.8562019
642,91.8853055,21.8561996
643,91.8828358,21.8562744
644,91.8722181,21.8566887
645,91.8722181,21.8566887
646,91.8827955,21.8562727
647,91.8768866,21.8561848
648,91.8658502,21.7950795
649,91.8709518,21.814266
650,91.849281,21.7709192
651,91.8645597,21.7915242
652,91.8629428,21.7948172
653,91.862922,21.7952372
654,91.8636182,21.7949408
655,91.863641,21.7950009
656,91.8623342,21.7947427
657,91.8635759,21.7953238
658,91.8622262,21.7951129
659,91.8637374,21.7953186
660,91.8655013,21.8035118
661,91.8570805,21.8049217
662,91.8733695,21.8137051
663,91.8710059,21.8143936
664,91.8710059,21.8143936
665,91.8711676,21.8147619
666,91.8632406,21.8149249
667,91.8579695,21.8149379
668,91.8538778,21.8148688
669,91.8710059,21.8143936
670,91.8689811,21.8170539
671,91.8688693,21.8180785
672,91.8688326,21.8184836
673,91.8538708,21.8203323
674,91.8654701,21.825641
675,91.8484581,21.7858338
676,91.8505127,21.7847945
677,91.8507375,21.7898626
678,91.8449293,21.7879095
679,91.8482263,21.7873573
680,91.8450256,21.7964541
681,91.8471976,21.8052175
682,91.8566484,21.8054831
683,91.8547698,21.8402541
684,91.8544955,21.8541401
685,91.8594568,21.8405055
686,91.8545148,21.8542898
687,91.8705827,21.8338931
688,91.8675826,21.8272679
689,91.8739929,21.8392729
690,91.8686157,21.8405738
691,91.8686157,21.8405738
692,91.8596075,21.8405139
693,91.8686157,21.8405738
694,91.8693211,21.8518474
695,91.8693211,21.8518474
696,91.8693211,21.8518474
697,91.8722181,21.8566887
698,91.8720549,21.85673
699,91.8902293,21.859177
700,91.8767041,21.8601642
701,91.8806052,21.8647505
702,91.8855586,21.863214
703,91.8770791,21.8645969
704,91.8822668,21.8660761
705,91.8930754,21.8660832
706,91.8812615,21.8655683
707,91.8800948,21.8711492
708,91.8800401,21.8726337
709,91.8778912,21.8777001
710,91.8801495,21.8711545
711,91.8717716,21.8567981
712,91.8699174,21.8588177
713,91.8557279,21.8596432
714,91.8637829,21.8689499
715,91.8570415,21.8689505
716,91.8569814,21.8723221
717,91.8722778,21.8779752
718,91.87225,21.8775939
719,91.8722705,21.8780129
720,91.8639638,21.8796407
721,91.8620191,21.8793455
722,91.860058,21.8794202
723,91.8581737,21.8793913
724,91.8640792,21.8796439
725,91.8637937,21.8814374
726,91.8601337,21.8817519
727,91.8645064,21.881904
728,91.8704526,21.8816861
729,91.8647868,21.8821212
730,91.8638489,21.8814708
731,91.8705422,21.8816698
732,91.856729,21.8817295
733,91.8649585,21.8839032
734,91.8697796,21.8861644
735,91.8697796,21.8861644
736,91.8833169,21.9132152
737,91.8833169,21.9132152
738,91.8670299,21.8858713
739,91.8893113,21.8712586
740,91.8830272,21.8718264
741,91.8936723,21.8710321
742,91.8858144,21.8779184
743,91.8955791,21.8775475
744,91.8953884,21.8861167
745,91.8943623,21.8860021
746,91.8940617,21.8876099
747,91.8833169,21.9132152
748,91.8697796,21.8861644
749,91.8843728,21.888503
750,91.8670983,21.8858746
751,91.8584005,22.1628145
752,91.8578655,22.1634788
753,91.8577964,22.163565
754,91.873997,22.1658304
755,92.4712447,21.979575
756,92.2051277,21.9897852
757,92.0656696,21.9720799
758,92.0543202,22.0048347
759,92.4712447,21.979575
760,92.4155615,22.0334439
761,92.1077776,22.0450412
762,92.1091958,22.0552146
763,92.0540291,22.0073449
764,92.0539543,22.0083475
765,92.4162873,22.0467191
766,91.9697191,21.8392249
767,91.9696344,21.8399506
768,91.9153455,22.1592002
769,91.9153455,22.1592002
770,91.9416312,22.1609416
771,91.9153455,22.1592002
772,91.9134549,22.172129
773,91.9089922,22.1743682
774,91.8929861,22.1999954
775,91.9791025,22.1891763
776,91.8921779,22.223739
777,91.9089403,22.2206634
778,92.4093417,22.0488298
779,92.4093532,22.0489054
780,92.4094775,22.0493905
781,92.409523,22.0495881
782,92.4094957,22.0498777
783,92.0449262,22.0767566
784,92.4117047,22.0489755
785,92.4098574,22.0494476
786,92.4090026,22.0490223
787,92.408836,22.0490899
788,92.4081344,22.0493854
789,92.4091375,22.0494724
790,92.4089834,22.0495141
791,92.3788453,22.0531405
792,92.2482011,22.09799
793,92.2149928,22.1912093
794,92.2171915,22.1861641
795,92.2190184,22.1900791
796,92.2149928,22.1912093
797,92.3972761,22.0562
798,92.397008,22.0566025
799,92.3813816,22.0606133
800,92.3834397,22.0612536
801,92.3796361,22.0598499
802,92.352076,22.0645132
803,92.0565898,22.0733232
804,92.0562579,22.0740176
805,92.0562579,22.0740176
806,92.0527627,22.0754323
807,92.0496086,22.0774989
808,92.3055332,22.0676606
809,92.3014565,22.0690794
810,92.3013908,22.0691353
811,92.3839152,22.0854866
812,92.0562579,22.0740176
813,92.0562779,22.0767863
814,92.0526088,22.0761228
815,92.0576728,22.077042
816,92.0526229,22.0778474
817,92.0480886,22.0774764
818,92.0401689,22.085537
819,92.0253267,22.0848666
820,92.0384111,22.0854528
821,92.0408641,22.0761341
822,92.0395177,22.0882831
823,92.0387522,22.0890558
824,92.0362976,22.0944037
825,92.074986,22.0977032
826,92.0539564,22.091751
827,92.0750122,22.0977299
828,92.0378596,22.0888314
829,92.3769429,22.1058036
830,92.0740956,22.1021128
831,92.068261,22.1585492
832,92.1146886,22.1224138
833,92.1156096,22.1233206
834,92.1612224,22.1336068
835,92.3402838,22.1707257
836,92.067457,22.1597035
837,92.2141458,22.1880213
838,92.2149928,22.1912093
839,91.8845019,21.8884944
840,91.8898864,22.1624621
841,91.883889,22.162631
842,91.8816466,22.1640718
843,91.8816466,22.1640718
844,91.8816788,22.1644692
845,91.8858845,22.1645388
846,91.8816788,22.1644692
847,91.8880303,22.1644195
848,91.8499461,22.1621606
849,91.8503613,22.1632073
850,91.8575737,22.1637698
851,91.8570133,22.1634206
852,91.8513591,22.1647971
853,91.8527732,22.1669289
854,91.8562411,22.1650522
855,91.8553468,22.1659264
856,91.8532903,22.167301
857,91.8526466,22.1676686
858,91.8417057,22.1689861
859,91.8416521,22.1675852
860,91.8535083,22.1686095
861,91.8540247,22.1697542
862,91.8816466,22.1640718
863,91.8816788,22.1644692
864,91.8792648,22.1648567
865,91.8723481,22.1659202
866,91.8827624,22.1685131
867,91.8899507,22.1704307
868,91.8833525,22.1701525
869,91.8835564,22.1708778
870,91.8420072,22.1720878
871,91.8339166,22.1759785
872,91.8510419,22.1682052
873,91.8502457,22.1734854
874,91.8476709,22.1696816
875,91.8438086,22.17148
876,91.8420109,22.1723876
877,91.8367698,22.1749058
878,91.8493147,22.174245
879,91.8611808,22.169476
880,91.8744979,22.1728298
881,91.884048,22.1702662
882,91.8899821,22.1707462
883,91.8777604,22.1732779
884,91.8504305,22.1775932
885,91.8614061,22.1757651
886,91.8493362,22.1750796
887,91.8571075,22.181395
888,91.8434496,22.1785206
889,91.8461819,22.1811201
890,91.8460933,22.17956
891,91.8810162,22.1802826
892,91.8944495,22.182924
893,91.8739839,22.1794279
894,91.8743487,22.1828554
895,91.8744418,22.1840202
896,91.8744775,22.1846824
897,91.8744629,22.1854962
898,91.8744629,22.1854962
899,91.8742521,22.1874949
900,91.8744629,22.1854962
901,91.8724175,22.1917964
902,91.8741663,22.1882598
903,91.8732222,22.190803
904,91.8617209,22.192462
905,91.8540497,22.1831833
906,91.8453911,22.1844035
907,91.8481173,22.1843712
908,91.841186,22.1840175
909,91.8540573,22.1846916
910,91.8543287,22.1851106
911,91.8559697,22.1882979
912,91.8558624,22.1887946
913,91.8557853,22.1903612
914,91.8413189,22.1878696
915,91.8317601,22.1619713
916,91.8233398,22.1614527
917,91.8324038,22.1619614
918,91.8276617,22.1639685
919,91.8274793,22.165439
920,91.8274793,22.165439
921,91.8376287,22.1633425
922,91.8365881,22.165131
923,91.8355474,22.1683801
924,91.8274793,22.165439
925,91.8308267,22.1678137
926,91.8308267,22.1678137
927,91.8273183,22.1664227
928,91.8309769,22.1678435
929,91.8270501,22.1675554
930,91.8271896,22.1675554
931,91.8270287,22.169006
932,91.837736,22.1676349
933,91.8285629,22.1675454
934,91.8305477,22.1688073
935,91.8308267,22.1678137
936,91.8323914,22.1702567
937,91.8346248,22.1709996
938,91.8338415,22.1726424
939,91.829271,22.1732286
940,91.8291272,22.1737846
941,91.8283054,22.1777293
942,91.8287618,22.1782022
943,91.833498,22.1750378
944,91.8269536,22.1732933
945,91.8230527,22.1635517
946,91.8227402,22.1653848
947,91.8223826,22.1670406
948,91.8218955,22.1685903
949,91.8209563,22.1721531
950,91.8198963,22.1754312
951,91.8188324,22.1791075
952,91.818532,22.1803196
953,91.818135,22.1837968
954,91.8179742,22.1856005
955,91.8181087,22.1929684
956,91.8239704,22.1787942
957,91.8220833,22.1795148
958,91.8258694,22.1792413
959,91.8339934,22.1762284
960,91.8339934,22.1762284
961,91.8339934,22.1762284
962,91.8259408,22.1810302
963,91.8350706,22.1808483
964,91.8346093,22.1764372
965,91.8227473,22.1827384
966,91.8236808,22.1828973
967,91.8222216,22.1843379
968,91.821653,22.1840001
969,91.8185209,22.1838221
970,91.8188635,22.1853909
971,91.8232263,22.193932
972,91.8412719,22.1864918
973,91.8415936,22.196028
974,91.8321312,22.197982
975,91.8321013,22.1982778
976,91.8309086,22.2017076
977,91.8149437,22.1991969
978,91.8184413,22.2021769
979,91.8160426,22.2027701
980,91.8203188,22.2026338
981,91.8211986,22.2033788
982,91.8220837,22.2045559
983,91.8221086,22.2045872
984,91.8314443,22.2112309
985,91.8314443,22.2112309
986,91.8314926,22.2108336
987,91.831439,22.2109975
988,91.8324905,22.211277
989,91.8314443,22.2112309
990,91.8325393,22.2114973
991,91.8315531,22.2114803
992,91.832587,22.2117126
993,91.8326282,22.2119401
994,91.8326653,22.2121446
995,91.832764,22.2126065
996,91.8324351,22.211027
997,91.8315677,22.2116833
998,91.8316,22.2116843
999,91.8297942,22.2116938
1000,91.829833,22.211451
1001,91.830055,22.2122341
1002,91.8314144,22.2121169
1003,91.8297492,22.2126264
1004,91.8306831,22.2126257
1005,91.8309555,22.2108721
1006,91.8301998,22.2109379
1007,91.8294803,22.212013
1008,91.8288238,22.2117507
1009,91.829154,22.2119858
1010,91.8316598,22.2119364
