,prob_A,prob_B,prob_C,prob_D,Run,Average driving time,Probs,Worst bridge delay,Worst bridge name
80,0.1,0.2,0.4,0.8,80,1688.7858439201452,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",140.1963594146141,KANCHPUR PC GIRDER BRIDGE
81,0.1,0.2,0.4,0.8,81,1474.919964819701,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",140.84283909491057,MEGHNA BRIDGE
82,0.1,0.2,0.4,0.8,82,1372.8174807197943,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",137.8389576082028,Daud Kandi Bridge
83,0.1,0.2,0.4,0.8,83,1622.437890974084,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",140.92013072809453,Daud Kandi Bridge
84,0.1,0.2,0.4,0.8,84,1930.657495256167,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",142.89349093713614,Daud Kandi Bridge
85,0.1,0.2,0.4,0.8,85,1739.0283105022831,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",140.73215201619539,KANCHPUR PC GIRDER BRIDGE
86,0.1,0.2,0.4,0.8,86,1721.4455626715462,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",140.6646468113693,KANCHPUR PC GIRDER BRIDGE
87,0.1,0.2,0.4,0.8,87,1539.9214474845544,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",139.8905988433066,Daud Kandi Bridge
88,0.1,0.2,0.4,0.8,88,1341.9402730375427,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",140.37497606799133,KANCHPUR PC GIRDER BRIDGE
89,0.1,0.2,0.4,0.8,89,1193.9633333333334,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",67.66935058953315,LANGOLBANDO PC GIDER BRIDGE
