,prob_A,prob_B,prob_C,prob_D,Run,Average driving time,Probs,Worst bridge delay,Worst bridge name
70,0.05,0.1,0.2,0.4,70,1124.6454545454546,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}",140.4954453423401,MEGHNA BRIDGE
71,0.05,0.1,0.2,0.4,71,1200.9725913621262,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}",139.14378836103674,Daud Kandi Bridge
72,0.05,0.1,0.2,0.4,72,1243.7153652392947,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}",142.10453516314675,KANCHPUR PC GIRDER BRIDGE
73,0.05,0.1,0.2,0.4,73,1012.1315577078288,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}",38.275043430302595,Mostapur Bridge
74,0.05,0.1,0.2,0.4,74,1427.2095238095237,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}",139.26926502640814,KANCHPUR PC GIRDER BRIDGE
75,0.05,0.1,0.2,0.4,75,1166.6371168185583,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}",138.80523497060278,MEGHNA BRIDGE
76,0.05,0.1,0.2,0.4,76,991.1051364365971,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}",37.70784989058268,BORO KUMIRA BRIDGE
77,0.05,0.1,0.2,0.4,77,1037.7696674776967,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}",68.18545293648373,ASHIR CHAR (R)
78,0.05,0.1,0.2,0.4,78,1043.5137763371151,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}",38.504797363071745,SHLAKHAR PAD BRIDGE
79,0.05,0.1,0.2,0.4,79,951.7882919005614,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}",37.69804475227812,PURPU DURGAPURE BOX CUL
