road,id,model_type,name,lat,lon,length,condition
N1,717,bridge,bridge,22.0522778,92.1091111,296.61,A
N1,718,link,link,22.0516944,92.1090278,296.672,
N1,719,bridge,bridge,22.0486386,92.1082222,297.002,A
N1,720,bridge,bridge,22.0449719,92.1078333,297.441,A
N1,721,link,link,22.0443052,92.1073056,297.536,
N1,722,link,link,22.0434441,92.1063056,297.672,
N1,723,bridge,bridge,22.0379163,92.104,298.367,A
N1,724,link,link,22.037083,92.1039722,298.464,
N1,725,bridge,bridge,22.0320827,92.1041667,299.031,A
N1,726,link,link,22.028916,92.1035556,299.409,
N1,727,link,link,22.0284438,92.1032778,299.464,
N1,728,link,link,22.0283327,92.1031944,299.483,
N1,729,link,link,22.020666,92.1015556,300.382,
N1,730,bridge,bridge,22.0205549,92.1015,300.396,A
N1,731,link,link,22.0153056,92.094833,301.319,
N1,732,bridge,bridge,22.0077222,92.0927497,302.249,A
N1,733,link,link,22.0074167,92.0924997,302.298,
N1,734,bridge,bridge,22.0039167,92.0904163,302.763,A
N1,735,link,link,21.9999441,92.0880274,303.303,
N1,736,link,link,21.999833,92.0879997,303.319,
N1,737,bridge,bridge,21.9951108,92.0873608,303.866,A
N1,738,bridge,bridge,21.9950552,92.0872774,303.883,A
N1,739,link,link,21.9913886,92.086083,304.317,
N1,740,link,link,21.9908886,92.0859163,304.377,
N1,741,link,link,21.9907219,92.0858608,304.396,
N1,742,bridge,bridge,21.9893886,92.085333,304.556,A
N1,743,bridge,bridge,21.9862219,92.0835274,304.962,A
N1,744,link,link,21.9860552,92.0834441,304.986,
N1,745,link,link,21.9829716,92.0817771,305.375,
N1,746,bridge,bridge,21.9811104,92.0800271,305.64,A
N1,747,bridge,bridge,21.9810549,92.0799438,305.665,A
N1,748,link,link,21.9798882,92.0778327,305.919,
N1,749,link,link,21.9789716,92.0747493,306.261,
N1,750,link,link,21.9781104,92.0739993,306.394,
N1,751,link,link,21.9729438,92.0670827,307.411,
N1,752,link,link,21.9720827,92.0657222,307.582,
N1,753,link,link,21.967666,92.0635,308.146,
N1,754,link,link,21.9654167,92.0625556,308.411,
N1,755,link,link,21.9620278,92.0633611,308.666,
N1,756,bridge,bridge,21.9618611,92.0634444,308.687,A
N1,757,link,link,21.9590833,92.0653889,309.059,
N1,758,link,link,21.9578333,92.0665833,309.411,
N1,759,bridge,bridge,21.9569167,92.0673327,309.496,A
N1,760,link,link,21.9516111,92.0678604,310.017,
N1,761,link,link,21.9514444,92.0678604,310.038,
N1,762,link,link,21.9489441,92.0675271,310.341,
N1,763,bridge,bridge,21.9446663,92.0668049,310.802,A
N1,764,link,link,21.940583,92.0643889,311.341,
N1,765,bridge,bridge,21.9354441,92.0623056,311.956,A
N1,766,link,link,21.9333608,92.0614167,312.209,
N1,767,link,link,21.9322216,92.06075,312.366,
N1,768,bridge,bridge,21.931666,92.0603611,312.444,A
N1,769,link,link,21.9296104,92.0592778,312.708,
N1,770,link,link,21.9235827,92.0585,313.381,
N1,771,bridge,bridge,21.9177216,92.0597778,313.966,A
N1,772,bridge,bridge,21.9160833,92.0601389,314.269,A
N1,773,link,link,21.9148333,92.0604722,314.416,
N1,774,bridge,bridge,21.9128611,92.0606667,314.639,A
N1,775,bridge,bridge,21.9083889,92.0605278,315.15,A
N1,776,link,link,21.9059444,92.0609167,315.42,
N1,777,bridge,bridge,21.9031667,92.0611667,315.728,A
N1,778,link,link,21.8969997,92.0612222,316.293,
N1,779,bridge,bridge,21.89646793301105,92.06108684571824,316.356,A
N1,780,bridge,bridge,21.8908886,92.0596667,317.017,A
N1,781,link,link,21.8883886,92.0600833,317.299,
N1,782,bridge,bridge,21.8810271,92.0589722,318.132,A
N1,783,link,link,21.879416,92.0590833,318.311,
N1,784,link,link,21.874916,92.0591111,318.819,
N1,785,link,link,21.8704993,92.0591389,319.32,
N1,786,link,link,21.8625,92.0595,320.227,
N1,787,link,link,21.8616389,92.0596111,320.32,
N1,788,bridge,bridge,21.8597222,92.0602778,320.542,A
N1,789,link,link,21.8592222,92.0604444,320.601,
N1,790,link,link,21.85275,92.0609722,321.325,
N1,791,bridge,bridge,21.8526111,92.0609722,321.346,B
N1,792,link,link,21.8505,92.0609444,321.575,
N1,793,link,link,21.8441386,92.0628056,322.34,
N1,794,bridge,bridge,21.842583,92.0638611,322.553,A
N1,795,link,link,21.8399719,92.0651389,322.875,
N1,796,link,link,21.8363052,92.067416,323.357,
N1,797,bridge,bridge,21.8336663,92.0684438,323.671,C
N1,798,link,link,21.8322216,92.0689993,323.842,
N1,799,link,link,21.8280827,92.0712771,324.324,
N1,800,link,link,21.8256938,92.0723882,324.618,
N1,801,link,link,21.8252771,92.0725549,324.666,
N1,802,link,link,21.8208882,92.0741104,325.183,
N1,803,link,link,21.8195271,92.0741382,325.332,
N1,804,link,link,21.8179716,92.073916,325.513,
N1,805,link,link,21.8119444,92.0776382,326.344,
N1,806,bridge,bridge,21.8045278,92.077166,327.188,B
N1,807,link,link,21.8031389,92.0772493,327.344,
N1,808,link,link,21.8030278,92.0772771,327.359,
N1,809,link,link,21.8029167,92.0772771,327.369,
N1,810,link,link,21.7941941,92.0783882,328.362,
N1,811,bridge,bridge,21.7873886,92.0788882,329.137,A
N1,812,link,link,21.7864997,92.0790271,329.237,
N1,813,link,link,21.7853052,92.079166,329.375,
N1,814,link,link,21.7836941,92.0792771,329.555,
N1,815,link,link,21.7782493,92.0840552,330.374,
N1,816,bridge,bridge,21.7776382,92.0843886,330.454,A
N1,817,link,link,21.7758049,92.0851108,330.679,
N1,818,link,link,21.7737216,92.0840552,330.874,
N1,819,link,link,21.7732771,92.0837219,331.009,
N1,820,link,link,21.7713049,92.0818327,331.302,
N1,821,bridge,bridge,21.7711938,92.0816382,331.326,A
N1,822,link,link,21.7693327,92.079416,331.637,
N1,823,link,link,21.7664722,92.0767771,332.066,
N1,824,link,link,21.7646389,92.075916,332.302,
N1,825,link,link,21.7596389,92.0764993,332.877,
N1,826,link,link,21.7546944,92.0770271,333.43,
N1,827,link,link,21.7466386,92.080916,334.432,
N1,828,bridge,bridge,21.7392497,92.0828604,335.297,A
N1,829,link,link,21.738083,92.0834163,335.438,
N1,830,bridge,bridge,21.7376386,92.0834719,335.489,A
N1,831,link,link,21.7315827,92.0838052,336.169,
N1,832,link,link,21.7299993,92.083833,336.35,
N1,833,link,link,21.7296382,92.083833,336.389,
N1,834,link,link,21.7290271,92.0838608,336.458,
N1,835,bridge,bridge,21.7229438,92.0834719,337.147,A
N1,836,link,link,21.7215549,92.0830827,337.31,
N1,837,link,link,21.7204716,92.0822493,337.458,
N1,838,bridge,bridge,21.7169438,92.0824993,337.878,C
N1,839,link,link,21.7120833,92.0821104,338.491,
N1,840,link,link,21.7080278,92.0800549,339.018,
N1,841,link,link,21.7040556,92.0788604,339.507,
N1,842,link,link,21.7013611,92.0783882,339.817,
N1,843,link,link,21.6957497,92.0805827,340.515,
N1,844,link,link,21.6868608,92.0800827,341.527,
N1,845,link,link,21.678416,92.0770827,342.527,
N1,846,bridge,bridge,21.6747493,92.0766104,342.944,A
N1,847,bridge,bridge,21.6742216,92.0765549,343.006,A
N1,848,link,link,21.6704438,92.0762771,343.429,
N1,849,link,link,21.6695549,92.0760549,343.463,
N1,850,bridge,bridge,21.6688327,92.0759438,343.559,A
N1,851,bridge,bridge,21.6618889,92.074916,344.325,A
N1,852,link,link,21.6606111,92.0750827,344.468,
N1,853,bridge,bridge,21.6590556,92.0751382,344.644,A
N1,854,bridge,bridge,21.653,92.0751382,344.7,C
N1,855,link,link,21.6518056,92.0737771,345.484,
N1,856,bridge,bridge,21.6497219,92.0733049,345.721,A
N1,857,link,link,21.6491941,92.0733049,345.783,
N1,858,link,link,21.649083,92.0733049,345.801,
N1,859,link,link,21.6468052,92.0733604,346.052,
N1,860,link,link,21.6428608,92.0732216,346.499,
N1,861,link,link,21.634833,92.0770271,347.517,
N1,862,link,link,21.6259716,92.0773882,348.545,
N1,863,bridge,bridge,21.6213604,92.0724438,349.279,A
N1,864,link,link,21.6197771,92.0705271,349.545,
N1,865,bridge,bridge,21.617166,92.0679993,349.944,A
N1,866,link,link,21.6167771,92.0678049,349.995,
N1,867,link,link,21.6150556,92.0667771,350.054,
N1,868,link,link,21.61225,92.0652222,350.169,
N1,869,link,link,21.610086825,92.06399479375,350.309,
N1,870,link,link,21.6073056,92.0624167,350.489,
N1,871,link,link,21.6039167,92.0619444,351.286,
N1,872,link,link,21.603029505025123,92.061920540201,351.343,
N1,873,link,link,21.5977219,92.0617778,351.684,
N1,874,link,link,21.5951108,92.0611944,352.286,
N1,875,bridge,bridge,21.59379884019608,92.06161870980392,352.368,A
N1,876,link,link,21.588583,92.0633056,352.694,
N1,877,link,link,21.5875274,92.0650278,353.198,
N1,878,bridge,bridge,21.5861941,92.0650278,353.298,A
N1,879,bridge,bridge,21.584833,92.0652222,353.466,A
N1,880,link,link,21.5791938,92.0668049,354.197,
N1,881,bridge,bridge,21.5769993,92.0697216,354.326,A
N1,882,link,link,21.5717216,92.0718049,355.167,
N1,883,bridge,bridge,21.564,92.0702493,355.861,A
N1,884,link,link,21.5629444,92.0700271,356.187,
N1,885,link,link,21.5618056,92.0696382,356.322,
N1,886,link,link,21.5608333,92.0692771,356.443,
N1,887,link,link,21.5555,92.0679716,357.189,
N1,888,link,link,21.5553056,92.067916,357.385,
N1,889,link,link,21.5548889,92.0678049,357.437,
N1,890,link,link,21.5484719,92.0670827,357.86,
N1,891,link,link,21.548083,92.0670271,357.906,
N1,892,link,link,21.546583,92.0668327,358.089,
N1,893,link,link,21.538333,92.0639722,358.976,
N1,894,link,link,21.5294993,92.0650278,359.992,
N1,895,bridge,bridge,21.5283049,92.0650833,360.025,B
N1,896,link,link,21.5264716,92.0651944,360.237,
N1,897,link,link,21.5234716,92.0656111,360.581,
N1,898,link,link,21.5233049,92.0656389,360.601,
N1,899,link,link,21.5220827,92.0658611,360.74,
N1,900,link,link,21.520666,92.0661667,360.902,
N1,901,link,link,21.5161111,92.068166,361.457,
N1,902,link,link,21.5126944,92.0698604,361.881,
N1,903,link,link,21.5125556,92.0699438,361.908,
N1,904,bridge,bridge,21.5083889,92.0717493,362.42,A
N1,905,link,link,21.5069722,92.072916,362.624,
N1,906,link,link,21.505,92.0745549,362.908,
N1,907,bridge,bridge,21.4974719,92.0765549,363.819,A
N1,908,link,link,21.4968608,92.0769438,363.908,
N1,909,bridge,bridge,21.4964441,92.077166,363.956,A
N1,910,link,link,21.4901941,92.0818049,364.861,
N1,911,link,link,21.4870274,92.0898052,365.847,
N1,912,bridge,bridge,21.4851386,92.091333,366.121,A
N1,913,link,link,21.4793604,92.0938886,366.821,
N1,914,bridge,bridge,21.4767771,92.0957497,367.179,A
N1,915,link,link,21.4750549,92.0971663,367.429,
N1,916,link,link,21.4713604,92.0997497,367.951,
N1,917,bridge,bridge,21.4712216,92.0998886,367.972,A
N1,918,bridge,bridge,21.4708049,92.1002222,368.031,A
N1,919,link,link,21.4667216,92.1025,368.565,
N1,920,link,link,21.4635833,92.1029167,368.932,
N1,921,link,link,21.4564722,92.1038056,369.901,
N1,922,bridge,bridge,21.4545,92.10075,370.281,A
N1,923,link,link,21.4512778,92.0994441,370.703,
N1,924,link,link,21.4496108,92.0994997,370.925,
N1,925,bridge,bridge,21.4494719,92.0995274,370.982,A
N1,926,link,link,21.443833,92.1014167,371.58,
N1,927,link,link,21.4421663,92.1008611,371.804,
N1,928,link,link,21.4417497,92.1006667,371.86,
N1,929,link,link,21.4413608,92.1003611,371.922,
N1,930,bridge,bridge,21.4375552,92.0984997,372.389,A
N1,931,link,link,21.434583,92.0973886,372.733,
N1,932,link,link,21.4334441,92.0969997,372.882,
N1,933,bridge,bridge,21.4310271,92.0961941,373.167,C
N1,934,bridge,bridge,21.4290271,92.0954997,373.396,C
N1,935,link,link,21.4284993,92.0951941,373.475,
N1,936,link,link,21.4283604,92.0941663,373.588,
N1,937,link,link,21.4281104,92.0914719,373.872,
N1,938,bridge,bridge,21.427916,92.0896108,374.063,C
N1,939,bridge,bridge,21.4278882,92.0893886,374.088,B
N1,940,bridge,bridge,21.4271104,92.084083,374.649,C
N1,941,link,link,21.4269716,92.0821104,374.856,
N1,942,bridge,bridge,21.4267771,92.0804716,375.032,A
N1,943,link,link,21.4264716,92.0767771,375.416,
N1,944,link,link,21.4267216,92.0730827,375.82,
N1,945,bridge,bridge,21.427416,92.0707216,376.081,B
N1,946,link,link,21.4276938,92.0643611,376.82,
N1,947,bridge,bridge,21.4270827,92.0632778,376.951,A
N1,948,bridge,bridge,21.4273327,92.0608333,377.214,A
N1,949,bridge,bridge,21.4278882,92.0576667,377.551,D
N1,950,link,link,21.4280549,92.0554167,377.789,
N1,951,link,link,21.4280827,92.0551389,377.818,
N1,952,bridge,bridge,21.4280549,92.0529444,378.05,A
N1,953,bridge,bridge,21.4274993,92.0484441,378.513,A
N1,954,bridge,bridge,21.4275271,92.0483886,378.531,C
N1,955,link,link,21.4287771,92.0461941,378.803,
N1,956,bridge,bridge,21.4295549,92.044083,379.037,A
N1,957,bridge,bridge,21.4298049,92.0392774,379.537,C
N1,958,link,link,21.4296938,92.0368608,379.791,
N1,959,bridge,bridge,21.4289716,92.0348608,380.015,C
N1,960,bridge,bridge,21.4294438,92.0316104,380.377,B
N1,961,bridge,bridge,21.4300827,92.0304716,380.518,C
N1,962,bridge,bridge,21.430416,92.0293049,380.651,C
N1,963,link,link,21.430166,92.0283604,380.757,
N1,964,bridge,bridge,21.4298882,92.0279716,380.803,A
N1,965,bridge,bridge,21.4262493,92.0235827,381.416,B
N1,966,bridge,bridge,21.4258604,92.023166,381.481,A
N1,967,link,link,21.4258049,92.0232493,381.494,
N1,968,bridge,bridge,21.4225549,92.0274438,382.076,A
N1,969,bridge,bridge,21.4220827,92.0278604,382.147,A
N1,970,link,link,21.4199716,92.0302493,382.473,
N1,971,bridge,bridge,21.4191104,92.032416,382.739,A
N1,972,bridge,bridge,21.4165,92.0353052,383.188,B
N1,973,bridge,bridge,21.4156389,92.0367219,383.37,C
N1,974,link,link,21.4150556,92.037833,383.505,
N1,975,bridge,bridge,21.4135833,92.0393886,383.74,A
N1,976,bridge,bridge,21.4120556,92.039583,384.107,A
N1,977,bridge,bridge,21.4115,92.0438052,384.279,C
N1,978,bridge,bridge,21.4111667,92.0441108,384.327,A
N1,979,link,link,21.4103056,92.0453052,384.49,
N1,980,link,link,21.4101111,92.0458052,384.547,
N1,981,bridge,bridge,21.41025,92.0480552,384.79,A
N1,982,link,link,21.4103333,92.0508333,385.115,
N1,983,bridge,bridge,21.4094167,92.0531944,385.388,C
N1,984,link,link,21.4090833,92.05475,385.568,
N1,985,bridge,bridge,21.4079722,92.056,385.778,A
N1,986,link,link,21.4067222,92.0570556,385.947,
N1,987,bridge,bridge,21.4058611,92.0594167,386.24,B
N1,988,link,link,21.4040556,92.0619722,386.508,
N1,989,bridge,bridge,21.4039167,92.0628333,386.665,C
N1,990,link,link,21.4008889,92.0658611,387.146,
N1,991,link,link,21.3986941,92.0665556,387.409,
N1,992,link,link,21.398583,92.0665833,387.424,
N1,993,link,link,21.3971663,92.0668882,387.59,
N1,994,link,link,21.3969719,92.066916,387.609,
N1,995,bridge,bridge,21.393333,92.068166,388.044,C
N1,996,link,link,21.3891108,92.0686938,388.528,
N1,997,bridge,bridge,21.3889441,92.0688049,388.546,C
N1,998,link,link,21.3885274,92.0692771,388.603,
N1,999,bridge,bridge,21.3873052,92.0697771,388.751,D
N1,1000,link,link,21.3858886,92.0704438,388.927,
N1,1001,bridge,bridge,21.384583,92.0704993,389.08,B
N1,1002,link,link,21.3839441,92.0705827,389.156,
N1,1003,bridge,bridge,21.3826938,92.0710271,389.308,C
N1,1004,link,link,21.3813049,92.0710827,389.476,
N1,1005,link,link,21.3811104,92.0710827,389.506,
N1,1006,link,link,21.3796104,92.0706104,389.685,
N1,1007,bridge,bridge,21.378916,92.0703327,389.776,B
N1,1008,link,link,21.3775827,92.0703604,389.93,
N1,1009,link,link,21.3773882,92.0706104,389.969,
N1,1010,link,link,21.3762216,92.0718049,390.151,
N1,1011,link,link,21.3752493,92.0727771,390.316,
N1,1012,link,link,21.3747771,92.0734993,390.431,
N1,1013,link,link,21.3745549,92.0739716,390.496,
N1,1014,link,link,21.3742493,92.0755271,390.669,
N1,1015,link,link,21.3742493,92.0756938,390.685,
N1,1016,bridge,bridge,21.3736938,92.0768327,390.843,C
N1,1017,bridge,bridge,21.3731938,92.0773327,390.926,D
N1,1018,link,link,21.3714993,92.0785549,391.155,
N1,1019,link,link,21.3698327,92.0796104,391.361,
N1,1020,link,link,21.3678882,92.0803327,391.623,
N1,1021,link,link,21.3669438,92.0807771,391.757,
N1,1022,link,link,21.3662778,92.0810549,391.841,
N1,1023,link,link,21.3657222,92.0812771,391.905,
N1,1024,link,link,21.3644167,92.081416,392.056,
N1,1025,link,link,21.3615,92.0806382,392.397,
N1,1026,link,link,21.3580833,92.0790271,392.825,
N1,1027,link,link,21.35775,92.0790271,392.869,
N1,1028,bridge,bridge,21.3571944,92.0791104,392.933,A
N1,1029,bridge,bridge,21.3563333,92.0790827,393.029,B
N1,1030,link,link,21.35525,92.0790827,393.154,
N1,1031,bridge,bridge,21.3526667,92.0783327,393.459,A
N1,1032,link,link,21.3490552,92.0784716,393.876,
N1,1033,link,link,21.3463608,92.0790271,394.188,
N1,1034,link,link,21.3461386,92.0789993,394.214,
N1,1035,link,link,21.3414997,92.0788327,394.749,
N1,1036,link,link,21.3404997,92.0784993,394.872,
N1,1037,bridge,bridge,21.3381941,92.078916,395.14,A
N1,1038,bridge,bridge,21.3324716,92.0790827,395.797,A
N1,1039,link,link,21.3311104,92.0788604,395.961,
N1,1040,bridge,bridge,21.3297771,92.0787771,396.119,C
N1,1041,link,link,21.3295271,92.0789438,396.151,
N1,1042,link,link,21.324666,92.084583,396.98,
N1,1043,bridge,bridge,21.3241104,92.085333,397.086,C
N1,1044,bridge,bridge,21.3238049,92.0857219,397.141,A
N1,1045,bridge,bridge,21.3207493,92.0893052,397.651,A
N1,1046,link,link,21.3187493,92.0916108,397.988,
N1,1047,bridge,bridge,21.3179438,92.0921663,398.103,A
N1,1048,bridge,bridge,21.3177771,92.0922497,398.123,C
N1,1049,link,link,21.317666,92.0930274,398.205,
N1,1050,bridge,bridge,21.3125,92.096333,398.918,C
N1,1051,link,link,21.3121944,92.0966941,398.97,
N1,1052,link,link,21.3120278,92.0969163,398.994,
N1,1053,bridge,bridge,21.3101667,92.0974997,399.214,C
N1,1054,bridge,bridge,21.3039722,92.0967497,399.974,B
N1,1055,link,link,21.3037778,92.0968052,399.997,
N1,1056,link,link,21.2989441,92.0976108,400.552,
N1,1057,link,link,21.2956386,92.0993886,400.978,
N1,1058,link,link,21.2949997,92.0993886,401.052,
