road,id,model_type,name,lat,lon,length,condition
N1,204,bridge,bridge,23.4191382,91.1721938,91.583,B
N1,205,link,link,23.4149444,91.1801382,92.121,
N1,206,link,link,23.4131111,91.1846663,92.632,
N1,207,link,link,23.4130556,91.1849163,92.66,
N1,208,link,link,23.4125,91.1893886,93.121,
N1,209,link,link,23.4113056,91.1988886,94.129,
N1,210,link,link,23.4100833,91.2087778,95.156,
N1,211,bridge,bridge,23.4100278,91.2090833,95.193,A
N1,212,link,link,23.4048056,91.2165278,96.173,
N1,213,link,link,23.40375,91.2176382,96.345,
N1,214,link,link,23.4035556,91.2178049,96.374,
N1,215,link,link,23.398213447804338,91.22288776581436,97.173,
N1,216,link,link,23.3915274,91.2292493,98.173,
N1,217,bridge,bridge,23.3914441,91.2293049,98.183,A
N1,218,link,link,23.385083,91.2345552,99.075,
N1,219,link,link,23.3849719,91.2346108,99.09,
N1,220,link,link,23.3843886,91.2351108,99.173,
N1,221,link,link,23.3779716,91.2403608,100.071,
N1,222,link,link,23.3777493,91.2405274,100.101,
N1,223,link,link,23.377166,91.2409163,100.173,
N1,224,link,link,23.3695827,91.2462774,101.173,
N1,225,bridge,bridge,23.3683327,91.2471108,101.344,C
N1,226,link,link,23.3615278,91.2515556,102.248,
N1,227,bridge,bridge,23.3586389,91.25325,102.614,A
N1,228,link,link,23.3584444,91.2533333,102.638,
N1,229,link,link,23.3536944,91.2561389,103.248,
N1,230,link,link,23.3486386,91.2599444,103.935,
N1,231,link,link,23.3463608,91.2616944,104.248,
N1,232,link,link,23.3390552,91.2672216,105.248,
N1,233,link,link,23.3360274,91.2700549,105.692,
N1,234,link,link,23.3357219,91.2703049,105.736,
N1,235,link,link,23.3347219,91.271166,105.879,
N1,236,link,link,23.3321938,91.2734716,106.248,
N1,237,link,link,23.3246382,91.278666,107.248,
N1,238,bridge,bridge,23.324166,91.2791104,107.321,B
N1,239,link,link,23.3240827,91.279166,107.331,
N1,240,link,link,23.3171382,91.2836941,108.248,
N1,241,bridge,bridge,23.3149444,91.2844719,108.518,A
N1,242,link,link,23.31475,91.2845552,108.537,
N1,243,link,link,23.3096389,91.2861386,109.135,
N1,244,link,link,23.3086944,91.2864163,109.248,
N1,245,bridge,bridge,23.30425,91.288583,109.795,A
N1,246,link,link,23.3006111,91.290333,110.248,
N1,247,bridge,bridge,23.296083,91.2914997,110.767,B
N1,248,link,link,23.2959719,91.2915274,110.781,
N1,249,link,link,23.2919163,91.2922219,111.248,
N1,250,bridge,bridge,23.2876663,91.2936386,111.75,B
N1,251,link,link,23.283583,91.2952219,112.248,
N1,252,link,link,23.2787216,91.3002778,113.022,
N1,253,link,link,23.2768882,91.3011944,113.248,
N1,254,link,link,23.2686382,91.3049722,114.248,
N1,255,bridge,bridge,23.2677493,91.3054722,114.364,B
N1,256,link,link,23.2654444,91.3064444,114.641,
N1,257,link,link,23.2636667,91.30675,114.844,
N1,258,link,link,23.2601111,91.3072778,115.248,
N1,259,bridge,bridge,23.2587222,91.3074444,115.404,B
N1,260,link,link,23.2511944,91.3086389,116.248,
N1,261,bridge,bridge,23.249833,91.3091944,116.422,A
N1,262,bridge,bridge,23.248333,91.3098056,116.608,B
N1,263,link,link,23.2481663,91.3098889,116.631,
N1,264,link,link,23.2452774,91.3110556,116.978,
N1,265,link,link,23.243083,91.3119167,117.248,
N1,266,bridge,bridge,23.2416941,91.3123611,117.411,B
N1,267,bridge,bridge,23.2344997,91.3131667,118.228,A
N1,268,link,link,23.2343052,91.3131667,118.248,
N1,269,link,link,23.2314993,91.3132222,118.563,
N1,270,bridge,bridge,23.2275549,91.3135278,119.011,B
N1,271,link,link,23.2253882,91.3135833,119.248,
N1,272,bridge,bridge,23.221416,91.3137222,119.698,A
N1,273,link,link,23.2184993,91.3143889,120.026,
N1,274,link,link,23.2165556,91.3149167,120.248,
N1,275,bridge,bridge,23.2103056,91.3157222,120.966,A
N1,276,link,link,23.2078889,91.3159722,121.248,
N1,277,bridge,bridge,23.201,91.3168049,122.019,C
N1,278,link,link,23.1990274,91.3170549,122.248,
N1,279,bridge,bridge,23.1921108,91.3185549,123.113,B
N1,280,link,link,23.1909997,91.3192493,123.248,
N1,281,bridge,bridge,23.1866941,91.3212493,123.771,B
N1,282,link,link,23.1866108,91.3212771,123.783,
N1,283,link,link,23.1826382,91.3210827,124.248,
N1,284,bridge,bridge,23.1773604,91.3198049,124.862,A
N1,285,link,link,23.172916,91.3205271,125.377,
N1,286,bridge,bridge,23.1681382,91.3213604,125.923,B
N1,287,link,link,23.1680549,91.3213604,125.937,
N1,288,link,link,23.1641389,91.3214993,126.377,
N1,289,bridge,bridge,23.1571667,91.3224993,127.169,B
N1,290,link,link,23.1554167,91.3232771,127.377,
N1,291,bridge,bridge,23.1496941,91.3254993,128.009,B
N1,292,link,link,23.1480274,91.3264993,128.278,
N1,293,link,link,23.1471663,91.3266938,128.377,
N1,294,bridge,bridge,23.1433886,91.326666,128.798,B
N1,295,link,link,23.1382219,91.3263049,129.377,
N1,296,bridge,bridge,23.1374163,91.3264716,129.479,B
N1,297,link,link,23.1295827,91.3284993,130.377,
N1,298,bridge,bridge,23.1290827,91.3287216,130.447,B
N1,299,link,link,23.1234993,91.3311382,131.122,
N1,300,link,link,23.1213327,91.3320549,131.377,
N1,301,bridge,bridge,23.1193049,91.3329993,131.625,A
N1,302,link,link,23.1191382,91.3330827,131.653,
N1,303,link,link,23.1113611,91.3378052,132.653,
N1,304,bridge,bridge,23.1108056,91.3381386,132.728,A
N1,305,link,link,23.1051111,91.3413608,133.448,
N1,306,link,link,23.1035,91.3422497,133.653,
N1,307,bridge,bridge,23.1005833,91.3437774,134.021,A
N1,308,bridge,bridge,23.0961941,91.3461108,134.571,B
N1,309,link,link,23.095583,91.3464441,134.653,
N1,310,bridge,bridge,23.0901108,91.3494163,135.341,B
N1,311,link,link,23.0876108,91.3508889,135.653,
N1,312,link,link,23.0849719,91.3524722,135.998,
N1,313,link,link,23.0808049,91.3548611,136.525,
N1,314,link,link,23.0806938,91.3549444,136.542,
N1,315,link,link,23.0792493,91.3558333,136.735,
N1,316,bridge,bridge,23.0732493,91.3594167,137.501,B
N1,317,link,link,23.0712493,91.3599722,137.735,
N1,318,link,link,23.0688604,91.3607222,138.01,
N1,319,link,link,23.0636944,91.3616389,138.621,
N1,320,link,link,23.0635278,91.3616389,138.639,
N1,321,bridge,bridge,23.0614722,91.3616667,138.869,A
N1,322,link,link,23.0538611,91.3637222,139.751,
N1,323,bridge,bridge,23.0479441,91.3651389,140.251,A
N1,324,link,link,23.0449719,91.3653611,140.772,
N1,325,link,link,23.0427774,91.3654444,140.968,
N1,326,link,link,23.0398052,91.3656111,141.304,
N1,327,link,link,23.0360274,91.36575,141.772,
N1,328,bridge,bridge,23.029416,91.3656389,142.507,A
N1,329,link,link,23.0269716,91.3655,142.794,
N1,330,link,link,23.0248327,91.3655278,143.034,
N1,331,link,link,23.0193604,91.3697771,143.795,
N1,332,link,link,23.0185271,91.3708327,143.946,
N1,333,link,link,23.0140833,91.3759716,144.67,
N1,334,link,link,23.0132778,91.3769438,144.795,
N1,335,bridge,bridge,23.0095556,91.3813604,145.409,A
N1,336,link,link,23.0018889,91.3920552,146.816,
N1,337,link,link,22.9963886,91.3998052,147.816,
N1,338,link,link,22.9961941,91.4005,147.901,
N1,339,link,link,22.9960552,91.4006667,147.924,
N1,340,link,link,22.9906941,91.4072222,148.841,
N1,341,link,link,22.9877774,91.41,149.289,
N1,342,link,link,22.9858886,91.4120556,149.585,
N1,343,link,link,22.9842219,91.4137222,149.841,
N1,344,link,link,22.9774438,91.4205827,150.892,
N1,345,link,link,22.9711382,91.4273882,151.892,
N1,346,link,link,22.9663333,91.4356108,152.892,
N1,347,link,link,22.9624167,91.4416941,153.672,
N1,348,link,link,22.9618056,91.4424997,153.781,
N1,349,link,link,22.9611667,91.4433886,153.892,
N1,350,link,link,22.9561389,91.4517778,154.935,
N1,351,link,link,22.9514444,91.4600278,155.935,
N1,352,link,link,22.9479997,91.4689993,156.947,
N1,353,link,link,22.9483608,91.4761382,157.685,
N1,354,link,link,22.9484997,91.4786938,157.947,
N1,355,link,link,22.9497497,91.4883608,158.955,
N1,356,link,link,22.9497774,91.4980274,159.955,
N1,357,link,link,22.9496663,91.5007778,160.243,
N1,358,link,link,22.949583,91.5027778,160.454,
N1,359,link,link,22.9482774,91.50725,160.963,
N1,360,link,link,22.9439441,91.5108611,161.582,
N1,361,link,link,22.940833,91.5124444,161.963,
N1,362,link,link,22.9329716,91.5172216,162.963,
N1,363,link,link,22.9248882,91.5213327,163.963,
N1,364,link,link,22.9167216,91.5253882,164.963,
N1,365,link,link,22.9156667,91.5259438,165.097,
N1,366,link,link,22.9138056,91.5268604,165.325,
N1,367,link,link,22.9085833,91.5294993,165.963,
N1,368,bridge,bridge,22.9046667,91.5314438,166.427,A
N1,369,link,link,22.9003333,91.5333608,166.963,
N1,370,link,link,22.8994441,91.5336108,167.046,
N1,371,link,link,22.8939997,91.5346941,167.683,
N1,372,link,link,22.8929719,91.5350274,167.796,
N1,373,link,link,22.8921663,91.5353052,167.9,
N1,374,link,link,22.8916386,91.5354719,167.963,
N1,375,link,link,22.8829993,91.5381663,168.963,
N1,376,bridge,bridge,22.875166,91.5407219,169.878,A
N1,377,link,link,22.8744438,91.5409719,169.963,
N1,378,bridge,bridge,22.8731382,91.5414441,170.125,A
N1,379,bridge,bridge,22.868416,91.5431663,170.681,A
N1,380,link,link,22.8661111,91.5439997,170.963,
N1,381,bridge,bridge,22.86111772310757,91.54512584501992,171.539,A
N1,382,bridge,bridge,22.8595833,91.5454719,171.716,A
N1,383,link,link,22.8575556,91.5456386,171.963,
N1,384,bridge,bridge,22.856,91.5457219,172.128,A
N1,385,bridge,bridge,22.8550556,91.545833,172.241,A
N1,386,link,link,22.8486663,91.5463608,172.963,
N1,387,bridge,bridge,22.8485274,91.5463886,172.98,A
N1,388,bridge,bridge,22.8484441,91.5464163,172.99,C
N1,389,link,link,22.8452219,91.5475274,173.37,
N1,390,link,link,22.8432497,91.5482219,173.61,
N1,391,link,link,22.8401941,91.5490552,173.963,
N1,392,link,link,22.8372497,91.5492497,174.277,
N1,393,link,link,22.8313882,91.5503611,174.963,
N1,394,link,link,22.8239438,91.5528333,175.835,
N1,395,link,link,22.8228049,91.5531389,175.963,
N1,396,link,link,22.8141389,91.5555833,176.963,
N1,397,link,link,22.8110556,91.5563889,177.303,
N1,398,link,link,22.808,91.5579167,177.709,
N1,399,link,link,22.8059722,91.5589167,177.961,
N1,400,link,link,22.8059444,91.5589167,177.963,
N1,401,bridge,bridge,22.8045833,91.5591111,178.118,A
N1,402,link,link,22.7974719,91.5613611,178.963,
N1,403,bridge,bridge,22.7934163,91.5633333,179.456,B
N1,404,link,link,22.7896108,91.5654444,179.928,
N1,405,link,link,22.7893608,91.5655833,179.963,
N1,406,link,link,22.7813327,91.5695271,180.957,
N1,407,link,link,22.7812216,91.5695827,180.963,
N1,408,bridge,bridge,22.7811382,91.5696382,180.978,A
N1,409,link,link,22.7771104,91.5713327,181.464,
N1,410,link,link,22.7732771,91.5733604,181.939,
N1,411,link,link,22.7730271,91.5734716,181.963,
N1,412,bridge,bridge,22.7693604,91.5756104,182.432,A
N1,413,link,link,22.7661944,91.5779993,182.434,
N1,414,link,link,22.7654722,91.5785549,182.963,
N1,415,bridge,bridge,22.7621944,91.5811382,183.416,A
N1,416,link,link,22.7585278,91.5845274,183.963,
N1,417,bridge,bridge,22.7526389,91.5893608,184.783,A
N1,418,bridge,bridge,22.7525,91.5894719,184.806,B
N1,419,link,link,22.7513333,91.5903608,184.963,
N1,420,link,link,22.7496386,91.5916386,185.195,
N1,421,link,link,22.7435552,91.5949163,185.963,
N1,422,link,link,22.7433052,91.5950274,185.995,
N1,423,link,link,22.7349997,91.5979441,186.963,
N1,424,bridge,bridge,22.7349163,91.5979719,186.975,A
N1,425,link,link,22.7263882,91.6007778,187.963,
N1,426,bridge,bridge,22.7221104,91.6030833,188.502,A
N1,427,link,link,22.7185549,91.6053056,188.963,
N1,428,link,link,22.7165556,91.6065556,189.223,
N1,429,link,link,22.716,91.6069167,189.298,
N1,430,link,link,22.7143889,91.6079444,189.513,
N1,431,bridge,bridge,22.7124167,91.6090556,189.769,A
N1,432,link,link,22.7076111,91.6118056,190.376,
N1,433,link,link,22.7065556,91.6123611,190.513,
N1,434,bridge,bridge,22.706,91.6126944,190.581,A
N1,435,link,link,22.7033056,91.6142222,190.923,
N1,436,link,link,22.7002222,91.6157778,191.304,
N1,437,link,link,22.6984997,91.616666,191.524,
N1,438,bridge,bridge,22.6919719,91.6198604,192.308,A
N1,439,link,link,22.6904163,91.6205271,192.524,
N1,440,bridge,bridge,22.689583,91.6208327,192.622,A
N1,441,link,link,22.685083,91.6228327,193.166,
N1,442,link,link,22.6825549,91.6241938,193.483,
N1,443,bridge,bridge,22.6769438,91.6268327,194.153,A
N1,444,bridge,bridge,22.6751382,91.6274438,194.384,A
N1,445,link,link,22.6743049,91.6277493,194.483,
N1,446,bridge,bridge,22.6733049,91.6280827,194.603,A
N1,447,link,link,22.6722493,91.6285271,194.734,
N1,448,link,link,22.6678604,91.6301104,195.24,
N1,449,link,link,22.6649167,91.6315549,195.61,
N1,450,bridge,bridge,22.6638333,91.6321382,195.748,A
N1,451,bridge,bridge,22.6596667,91.6347219,196.288,A
N1,452,link,link,22.6571389,91.636333,196.61,
N1,453,link,link,22.6543889,91.6381386,196.967,
N1,454,link,link,22.6527778,91.6391663,197.176,
N1,455,link,link,22.6494997,91.640833,197.587,
N1,456,bridge,bridge,22.6489997,91.6411108,197.654,A
N1,457,bridge,bridge,22.6452774,91.6430552,198.117,A
N1,458,link,link,22.641583,91.6451108,198.587,
N1,459,bridge,bridge,22.6338608,91.6494719,199.561,A
N1,460,link,link,22.6330827,91.649833,199.648,
N1,461,bridge,bridge,22.6320271,91.6503889,199.783,A
N1,462,bridge,bridge,22.625916,91.6541389,200.565,A
N1,463,link,link,22.6252216,91.6545278,200.648,
N1,464,bridge,bridge,22.6234716,91.6553056,200.867,A
N1,465,link,link,22.6206938,91.6563611,201.2,
N1,466,link,link,22.6194993,91.6568889,201.363,
N1,467,link,link,22.6180271,91.6578333,201.383,
N1,468,link,link,22.6175271,91.65825,201.636,
N1,469,link,link,22.6169716,91.65875,201.727,
N1,470,bridge,bridge,22.6168604,91.6588611,201.743,A
N1,471,link,link,22.6123889,91.6622222,202.355,
N1,472,link,link,22.6094444,91.6638333,202.727,
N1,473,bridge,bridge,22.6088889,91.6641111,202.799,A
N1,474,link,link,22.6015833,91.6688327,203.751,
N1,475,bridge,bridge,22.601,91.6692771,203.881,A
N1,476,link,link,22.6000556,91.6699438,203.996,
N1,477,link,link,22.5994441,91.6703049,204.045,
N1,478,link,link,22.5942219,91.6737771,204.726,
N1,479,link,link,22.5939997,91.6738327,204.751,
N1,480,bridge,bridge,22.5907497,91.6754716,205.159,C
N1,481,link,link,22.584583,91.6780827,205.916,
N1,482,bridge,bridge,22.5836663,91.6784716,206.033,A
N1,483,link,link,22.5834997,91.6785827,206.059,
N1,484,link,link,22.580666,91.6799438,206.402,
N1,485,link,link,22.5779438,91.6811382,206.733,
N1,486,link,link,22.5763604,91.6818049,206.916,
N1,487,bridge,bridge,22.5731938,91.6830827,207.293,A
N1,488,bridge,bridge,22.5730549,91.6831938,207.311,A
N1,489,link,link,22.5679716,91.6846941,207.916,
N1,490,bridge,bridge,22.5664722,91.6851663,208.094,A
N1,491,link,link,22.5641389,91.6859163,208.369,
N1,492,link,link,22.564,91.6859441,208.383,
N1,493,link,link,22.5624722,91.6863608,208.6,
N1,494,link,link,22.5594444,91.6872219,208.916,
N1,495,link,link,22.5514167,91.6896941,209.855,
N1,496,bridge,bridge,22.5503056,91.6902774,209.999,A
N1,497,bridge,bridge,22.5501667,91.6903886,210.03,A
N1,498,link,link,22.5438886,91.6945274,210.855,
N1,499,bridge,bridge,22.5428608,91.6950274,210.974,A
N1,500,link,link,22.5354997,91.6979441,211.856,
N1,501,bridge,bridge,22.5347774,91.698333,211.946,A
N1,502,link,link,22.5273049,91.7019444,212.856,
N1,503,link,link,22.519416,91.7053611,213.813,
N1,504,link,link,22.519265407228914,91.70540328072288,213.831,
N1,505,link,link,22.5187216,91.7055556,213.896,
N1,506,bridge,bridge,22.5165556,91.7065833,214.172,A
N1,507,link,link,22.5161667,91.70675,214.217,
N1,508,link,link,22.5147222,91.7074444,214.399,
N1,509,link,link,22.5131389,91.7080833,214.593,
N1,510,link,link,22.5127778,91.7082222,214.634,
N1,511,link,link,22.5106111,91.7090833,214.896,
N1,512,bridge,bridge,22.5094444,91.7096389,215.04,A
N1,513,bridge,bridge,22.5093611,91.7096944,215.052,A
N1,514,link,link,22.5074444,91.7105556,215.291,
N1,515,link,link,22.5073056,91.7106389,215.309,
N1,516,link,link,22.503,91.7128056,215.839,
N1,517,link,link,22.5025556,91.7130556,215.896,
N1,518,bridge,bridge,22.4969163,91.7155556,216.581,B
N1,519,link,link,22.4968052,91.7156389,216.6,
N1,520,link,link,22.494583,91.7170827,216.896,
N1,521,bridge,bridge,22.4869441,91.7192771,217.783,A
N1,522,link,link,22.4854163,91.7195549,217.957,
N1,523,bridge,bridge,22.48280706570156,91.72005100244988,218.254,A
N1,524,link,link,22.4775271,91.7210549,218.855,
N1,525,link,link,22.4773049,91.7211104,218.88,
N1,526,link,link,22.4765271,91.7213327,218.969,
N1,527,link,link,22.4694438,91.7250549,219.852,
N1,528,link,link,22.468416,91.7255827,219.988,
N1,529,link,link,22.4603056,91.7295827,220.988,
N1,530,bridge,bridge,22.4588333,91.7303604,221.172,A
N1,531,link,link,22.4586389,91.7304716,221.198,
N1,532,link,link,22.45182350044248,91.7331283022124,222.006,
N1,533,link,link,22.4433886,91.7364163,223.006,
N1,534,bridge,bridge,22.4424997,91.7366663,223.11,A
N1,535,bridge,bridge,22.4422219,91.7367497,223.141,A
N1,536,link,link,22.4349719,91.7396941,224.066,
N1,537,link,link,22.4333049,91.7403608,224.203,
N1,538,link,link,22.4307493,91.7415274,224.514,
N1,539,link,link,22.4304438,91.7417219,224.557,
N1,540,link,link,22.4269716,91.7439997,225.006,
N1,541,link,link,22.4198882,91.7497774,226.006,
N1,542,link,link,22.4185549,91.7504722,226.171,
N1,543,link,link,22.4182771,91.7506667,226.209,
N1,544,link,link,22.4119167,91.7543611,227.006,
N1,545,bridge,bridge,22.4101111,91.7544444,227.206,A
N1,546,link,link,22.4084167,91.7551389,227.412,
N1,547,link,link,22.40839921010101,91.75514357643098,227.414,
N1,548,link,link,22.4032222,91.7565278,228.006,
N1,549,bridge,bridge,22.3996108,91.7573333,228.406,A
N1,550,bridge,bridge,22.3988608,91.7576667,228.51,A
N1,551,link,link,22.3988052,91.7576667,228.517,
N1,552,link,link,22.3944997,91.7586944,229.006,
N1,553,bridge,bridge,22.3937774,91.7588056,229.065,A
N1,554,link,link,22.3921108,91.75925,229.282,
N1,555,link,link,22.3892497,91.7605,229.633,
N1,556,link,link,22.3887497,91.7607222,229.692,
N1,557,link,link,22.3861663,91.7618333,230.006,
N1,558,bridge,bridge,22.3815271,91.7652222,230.631,A
N1,559,link,link,22.379166,91.7675827,231.006,
N1,560,bridge,bridge,22.3764716,91.770416,231.442,A
N1,561,link,link,22.3762254893617,91.77054326631206,231.461,
N1,562,link,link,22.369166,91.7741938,232.006,
N1,563,link,link,22.3691382,91.777666,232.561,
N1,564,link,link,22.3586667,91.7822771,232.754,
N1,565,bridge,bridge,22.3644444,91.8511111,241.063,B
N1,566,link,link,22.3646111,91.8508333,241.456,
N1,567,bridge,bridge,22.3632778,91.8514722,241.625,A
N1,568,link,link,22.3561111,91.8531667,242.456,
N1,569,bridge,bridge,22.3555,91.8530833,242.527,A
N1,570,bridge,bridge,22.3553889,91.8530556,242.541,A
N1,571,link,link,22.3473886,91.8519444,243.456,
N1,572,bridge,bridge,22.3427219,91.8531389,244.005,A
N1,573,link,link,22.3423608,91.8530833,244.049,
N1,574,link,link,22.3387497,91.8534722,244.456,
N1,575,bridge,bridge,22.338362487628867,91.853695585567,244.508,B
N1,576,link,link,22.3380274,91.8538889,244.553,
N1,577,link,link,22.3373886,91.8542778,244.633,
N1,578,link,link,22.3370274,91.8545278,244.68,
N1,579,link,link,22.3314716,91.8515556,245.456,
N1,580,bridge,bridge,22.3297493,91.8521111,245.665,B
N1,581,link,link,22.3228327,91.8535556,246.456,
N1,582,bridge,bridge,22.3212771,91.8536111,246.634,A
N1,583,link,link,22.3153611,91.8553056,247.336,
N1,584,link,link,22.3152222,91.8553333,247.352,
N1,585,link,link,22.3148889,91.8553889,247.397,
N1,586,bridge,bridge,22.3108333,91.8570278,247.893,A
N1,587,link,link,22.3106111,91.8570833,247.923,
N1,588,link,link,22.30825,91.8589722,248.25,
N1,589,link,link,22.3071944,91.8598611,248.397,
N1,590,bridge,bridge,22.3043056,91.8621667,248.797,A
N1,591,link,link,22.3021667,91.8639444,249.106,
N1,592,link,link,22.2998886,91.8655833,249.399,
N1,593,bridge,bridge,22.2950274,91.8671938,249.967,A
N1,594,link,link,22.2919441,91.8693327,250.394,
N1,595,link,link,22.2916663,91.8696382,250.445,
N1,596,link,link,22.2916108,91.8711382,250.615,
N1,597,link,link,22.293583,91.8748604,251.062,
N1,598,link,link,22.2946386,91.8770827,251.324,
N1,599,link,link,22.2949163,91.877666,251.391,
N1,600,bridge,bridge,22.2951108,91.8781104,251.445,A
N1,601,link,link,22.2983886,91.885583,251.708,
N1,602,link,link,22.2985552,91.886333,252.397,
N1,603,link,link,22.3,91.8915552,252.956,
N1,604,link,link,22.3005833,91.892833,253.397,
N1,605,bridge,bridge,22.3015833,91.897333,253.57,B
N1,606,link,link,22.3027222,91.9015556,254.024,
N1,607,link,link,22.3029722,91.9025,254.127,
N1,608,link,link,22.3053611,91.9106389,254.999,
N1,609,link,link,22.3070556,91.9128056,255.302,
N1,610,link,link,22.3096944,91.91575,255.726,
N1,611,link,link,22.3114167,91.9176382,255.999,
N1,612,bridge,bridge,22.3124722,91.9188327,256.167,A
N1,613,link,link,22.3156389,91.9224993,256.688,
N1,614,link,link,22.3158889,91.9235827,256.809,
N1,615,link,link,22.3155556,91.9253882,256.999,
N1,616,bridge,bridge,22.3137778,91.9322216,257.749,B
N1,617,link,link,22.31375,91.9345274,257.999,
N1,618,link,link,22.3136389,91.9438886,258.999,
N1,619,link,link,22.3098611,91.9477219,259.617,
N1,620,link,link,22.3067222,91.9491941,260.01,
N1,621,link,link,22.3025,91.9553889,261.01,
N1,622,bridge,bridge,22.3010278,91.9641667,261.936,A
N1,623,bridge,bridge,22.3009444,91.9646667,261.988,A
N1,624,link,link,22.3009167,91.9648889,262.01,
N1,625,link,link,22.2979441,91.973916,263.01,
N1,626,bridge,bridge,22.2956941,91.9787493,263.578,A
N1,627,link,link,22.295333,91.9803049,263.744,
N1,628,link,link,22.2934997,91.9816382,264.01,
N1,629,bridge,bridge,22.2933608,91.9821104,264.07,A
N1,630,bridge,bridge,22.292083,91.9822493,264.216,A
N1,631,link,link,22.291833,91.9823327,264.237,
N1,632,link,link,22.2878052,91.9883886,265.01,
N1,633,bridge,bridge,22.286583,91.9911108,265.313,B
N1,634,link,link,22.2863052,91.991583,265.385,
N1,635,bridge,bridge,22.2862497,91.9916941,265.41,B
N1,636,link,link,22.2836386,91.9967497,266.01,
N1,637,bridge,bridge,22.2820549,91.9986663,266.28,A
N1,638,link,link,22.2761938,92.0043889,267.205,
N1,639,bridge,bridge,22.2745827,92.0053056,267.419,A
N1,640,link,link,22.2722493,92.0055278,267.689,
N1,641,link,link,22.2676104,92.0058056,268.205,
N1,642,bridge,bridge,22.2622222,92.0070556,268.831,C
N1,643,link,link,22.26210145564516,92.00708382580645,268.845,
N1,644,bridge,bridge,22.2600833,92.0075556,269.079,B
N1,645,link,link,22.259,92.0081389,269.205,
N1,646,link,link,22.2557222,92.0096111,269.608,
N1,647,link,link,22.2538611,92.01125,269.876,
N1,648,link,link,22.2517222,92.0133333,270.205,
N1,649,link,link,22.249333,92.0152778,270.548,
N1,650,link,link,22.2449997,92.019166,271.205,
N1,651,link,link,22.2410552,92.0215271,271.807,
N1,652,link,link,22.2371941,92.0230549,272.286,
N1,653,link,link,22.236083,92.0234716,272.425,
N1,654,bridge,bridge,22.2327771,92.0245549,272.81,B
N1,655,link,link,22.2316938,92.0248882,272.989,
N1,656,link,link,22.2315827,92.0249438,273.003,
N1,657,link,link,22.227916,92.0258882,273.219,
N1,658,link,link,22.2278882,92.025916,273.231,
N1,659,link,link,22.2277771,92.0259438,273.243,
N1,660,link,link,22.2240271,92.0270827,273.68,
N1,661,link,link,22.2192493,92.0278882,274.219,
N1,662,link,link,22.2170549,92.0281382,274.467,
N1,663,link,link,22.2131389,92.0304993,274.982,
N1,664,link,link,22.2116111,92.0318049,275.219,
N1,665,bridge,bridge,22.2084444,92.0356663,275.761,B
N1,666,link,link,22.2080278,92.0357774,275.816,
N1,667,link,link,22.2059444,92.0370274,276.102,
N1,668,link,link,22.2058889,92.0371386,276.114,
N1,669,link,link,22.2054167,92.0380274,276.219,
N1,670,link,link,22.1977774,92.0433886,277.313,
N1,671,link,link,22.1917219,92.0453608,278.013,
N1,672,link,link,22.1897497,92.046583,278.326,
N1,673,link,link,22.1822771,92.0513889,279.339,
N1,674,bridge,bridge,22.1750827,92.0528611,280.16,A
N1,675,link,link,22.1735827,92.0534167,280.339,
N1,676,link,link,22.1652222,92.0548889,281.339,
N1,677,link,link,22.1629722,92.0641944,282.339,
N1,678,link,link,22.1596667,92.0674716,282.854,
N1,679,bridge,bridge,22.1580556,92.0686104,283.071,A
N1,680,link,link,22.156,92.0701104,283.339,
N1,681,bridge,bridge,22.1509722,92.0696938,284.003,A
N1,682,link,link,22.1508889,92.069666,284.012,
N1,683,link,link,22.1491386,92.0696104,284.218,
N1,684,link,link,22.1406663,92.0697771,285.169,
N1,685,bridge,bridge,22.1379163,92.0698882,285.472,A
N1,686,link,link,22.1334441,92.0700827,285.973,
N1,687,link,link,22.1320549,92.0701938,286.134,
N1,688,link,link,22.1308049,92.070416,286.253,
N1,689,link,link,22.1304716,92.0704993,286.314,
N1,690,link,link,22.1285271,92.0708604,286.538,
N1,691,link,link,22.1282771,92.070916,286.569,
N1,692,link,link,22.1240271,92.0715827,287.054,
N1,693,bridge,bridge,22.123666,92.0716382,287.064,A
N1,694,link,link,22.1208049,92.0719438,287.453,
N1,695,link,link,22.1151944,92.072416,288.054,
N1,696,bridge,bridge,22.1133056,92.0726938,288.336,A
N1,697,link,link,22.1062222,92.0738049,289.054,
N1,698,bridge,bridge,22.1021667,92.0740549,289.612,A
N1,699,link,link,22.0993052,92.0743604,289.724,
N1,700,bridge,bridge,22.0977497,92.0750271,289.974,A
N1,701,link,link,22.097583,92.0752216,290.004,
N1,702,bridge,bridge,22.0942219,92.0798604,290.616,A
N1,703,link,link,22.092833,92.0812493,290.838,
N1,704,link,link,22.0876941,92.088583,291.794,
N1,705,bridge,bridge,22.0844441,92.0924997,292.34,A
N1,706,link,link,22.0826104,92.0958886,292.758,
N1,707,link,link,22.081166,92.0982774,293.058,
N1,708,link,link,22.0752216,92.1001944,293.758,
N1,709,bridge,bridge,22.0699438,92.1038333,294.462,A
N1,710,link,link,22.0698049,92.104,294.495,
N1,711,link,link,22.0686938,92.10525,294.672,
N1,712,bridge,bridge,22.0641667,92.107,295.238,A
N1,713,link,link,22.0638611,92.1070833,295.283,
N1,714,bridge,bridge,22.0605556,92.1078056,295.663,A
N1,715,link,link,22.0604722,92.1078611,295.672,
N1,716,bridge,bridge,22.0568611,92.1090833,296.095,A
